date,store_id,foot_traffic,transactions,net_sales,gross_profit,refund_amount,on_shelf_availability
2025-09-30,Store_012,680,124,4460.02,2112.36,76.27,0.927
2025-09-30,Store_013,466,94,6096.87,3156.95,93.18,0.905
2025-09-30,Store_014,516,140,6387.26,3687.77,67.67,0.961
2025-09-30,Store_015,776,178,7586.79,3461.43,70.97,0.921
2025-09-30,Store_016,343,100,5866.54,3352.3,65.88,0.901
2025-09-30,Store_017,80,14,585.93,322.31,6.11,0.933
2025-09-30,Store_018,520,118,4702.37,2635.72,30.68,0.89
2025-09-30,Store_019,761,246,10581.35,5153.82,139.57,0.943
2025-09-30,Store_020,469,138,8261.7,4366.88,122.32,0.925
2025-10-01,Store_001,235,45,2119.11,1022.6,21.31,0.915
2025-10-01,Store_002,598,131,9178.32,4729.31,60.2,0.936
2025-10-01,Store_003,454,79,3281.77,1711.53,25.87,0.897
2025-10-01,Store_004,585,70,4575.94,2071.75,69.39,0.885
2025-10-01,Store_005,475,78,4042.99,2250.34,39.12,0.904
2025-10-01,Store_006,375,99,4434.98,2429.3,37.12,0.943
2025-10-01,Store_007,567,144,9499.75,4087.15,174.51,0.943
2025-10-01,Store_008,634,186,9005.81,3988.44,127.08,0.885
2025-10-01,Store_009,393,98,6120.36,2975.67,43.15,0.914
2025-10-01,Store_010,291,56,2275.62,1105.22,15.9,0.883
2025-10-01,Store_011,632,154,6526.6,3339.58,78.39,0.905
2025-10-01,Store_012,437,121,6616.42,3465.47,131.89,0.938
2025-10-01,Store_013,649,163,5903.67,3346.52,58.65,0.838
2025-10-01,Store_014,969,149,7836.91,4101.4,148.49,0.865
2025-10-01,Store_015,551,120,4505.03,2498.84,82.73,0.94
2025-10-01,Store_016,547,107,4767.12,2160.44,27.53,0.912
2025-10-01,Store_017,425,126,6384.21,2837.32,76.35,0.948
2025-10-01,Store_018,394,107,5799.08,2657.62,54.94,0.828
2025-10-01,Store_019,472,131,6803.14,2922.36,38.9,0.895
2025-10-01,Store_020,425,78,3717.0,2052.96,70.01,0.929
2025-10-02,Store_001,704,218,8209.8,4276.39,144.32,0.925
2025-10-02,Store_002,734,90,4210.83,2353.76,21.36,0.906
2025-10-02,Store_003,289,44,1851.56,902.14,12.73,0.958
2025-10-02,Store_004,248,54,2679.17,1463.18,33.83,0.876
2025-10-02,Store_005,623,164,8140.99,4044.89,129.37,0.935
2025-10-02,Store_006,369,72,3210.87,1429.95,27.44,0.937
2025-10-02,Store_007,536,108,6820.52,3452.06,97.69,0.928
2025-10-02,Store_008,794,196,9992.86,5219.51,175.0,0.911
2025-10-02,Store_009,558,122,8109.14,4427.56,119.31,0.901
2025-10-02,Store_010,650,184,8661.27,4072.12,81.7,0.883
2025-10-02,Store_011,440,92,7377.67,3720.6,84.47,0.907
2025-10-02,Store_012,257,52,2783.28,1376.41,19.08,0.948
2025-10-02,Store_013,510,109,4050.75,1992.23,57.11,0.925
2025-10-02,Store_014,742,165,9803.61,5501.73,85.07,0.952
2025-10-02,Store_015,697,159,9324.32,5318.54,140.34,0.898
2025-10-02,Store_016,349,69,2022.17,876.77,13.51,0.899
2025-10-02,Store_017,688,142,6511.31,2934.61,44.99,0.965
2025-10-02,Store_018,514,117,6590.95,2846.47,86.18,0.929
2025-10-02,Store_019,570,121,5231.64,2315.87,88.98,0.964
2025-10-02,Store_020,716,188,10794.96,5959.48,103.28,0.913
2025-10-03,Store_001,543,172,12080.76,5804.28,144.62,0.957
2025-10-03,Store_002,514,139,7736.92,3288.26,96.71,0.896
2025-10-03,Store_003,514,146,5401.74,3115.46,97.61,0.944
2025-10-03,Store_004,932,246,9221.5,5345.19,65.57,0.926
2025-10-03,Store_005,564,92,4176.21,2391.47,72.83,0.898
2025-10-03,Store_006,290,72,4087.55,2071.78,32.06,0.93
2025-10-03,Store_007,630,113,4664.43,2116.55,51.35,0.925
2025-10-03,Store_008,843,298,15866.95,6720.13,279.53,0.911
2025-10-03,Store_009,323,99,4622.68,2622.48,34.38,0.88
2025-10-03,Store_010,473,138,6784.97,2869.27,117.53,0.919
2025-10-03,Store_011,345,74,3628.84,1552.24,29.21,0.907
2025-10-03,Store_012,538,144,10811.11,5421.59,124.74,0.924
2025-10-03,Store_013,376,81,3380.07,1764.87,30.67,0.917
2025-10-03,Store_014,609,89,4858.34,2734.43,86.59,0.962
2025-10-03,Store_015,504,74,4070.82,1799.76,23.51,0.927
2025-10-03,Store_016,386,92,5828.43,3281.74,79.5,0.941
2025-10-03,Store_017,558,187,10848.34,5868.09,96.4,0.936
2025-10-03,Store_018,222,54,2046.85,1127.65,13.7,0.86
2025-10-03,Store_019,637,102,6172.06,3389.08,43.38,0.881
2025-10-03,Store_020,864,254,13877.4,7060.84,192.71,0.931
2025-10-04,Store_001,643,150,8460.21,4393.01,112.79,0.914
2025-10-04,Store_002,702,174,9493.3,4584.83,114.7,0.892
2025-10-04,Store_003,359,50,3213.42,1580.45,56.37,0.941
2025-10-04,Store_004,823,257,7028.88,3476.32,98.04,0.923
2025-10-04,Store_005,679,148,9202.05,5258.08,108.8,0.943
2025-10-04,Store_006,1019,344,9976.07,5160.78,83.19,0.905
2025-10-04,Store_007,321,58,4429.35,2053.48,47.41,0.922
2025-10-04,Store_008,707,174,8521.26,4647.56,103.99,0.877
2025-10-04,Store_009,446,117,6023.91,2774.32,77.52,0.902
2025-10-04,Store_010,538,147,7417.12,3839.11,45.8,0.863
2025-10-04,Store_011,336,98,5467.97,2493.7,36.86,0.886
2025-10-04,Store_012,610,105,5495.32,2321.12,30.55,0.9
2025-10-04,Store_013,562,132,7193.41,3420.39,47.92,0.895
2025-10-04,Store_014,695,179,11950.21,5702.78,83.83,0.93
2025-10-04,Store_015,793,168,6910.29,3123.27,131.88,0.915
2025-10-04,Store_016,991,248,16698.38,8346.37,251.0,0.919
2025-10-04,Store_017,1151,269,11718.06,5683.11,66.69,0.897
2025-10-04,Store_018,857,228,12799.66,6215.85,210.0,0.956
2025-10-04,Store_019,550,133,3113.93,1642.22,20.75,0.919
2025-10-04,Store_020,464,85,4514.54,2533.04,75.53,0.935
2025-10-05,Store_001,701,170,10797.84,5368.0,199.31,0.917
2025-10-05,Store_002,420,138,5593.63,2850.75,73.52,0.909
2025-10-05,Store_003,647,163,8017.4,3661.63,146.72,0.868
2025-10-05,Store_004,737,207,12707.27,5953.63,233.36,0.932
2025-10-05,Store_005,681,120,5918.14,3215.26,59.11,0.911
2025-10-05,Store_006,824,209,12629.92,6341.24,189.75,0.925
2025-10-05,Store_007,705,124,6557.45,3354.22,117.36,0.917
2025-10-05,Store_008,413,59,3198.7,1568.55,62.69,0.943
2025-10-05,Store_009,765,165,7495.16,4120.21,47.44,0.943
2025-10-05,Store_010,842,174,7936.54,4399.6,113.52,0.878
2025-10-05,Store_011,270,56,2838.73,1289.68,56.03,0.891
2025-10-05,Store_012,498,99,7674.71,3613.03,110.27,0.934
2025-10-05,Store_013,369,101,5262.22,2238.55,26.87,0.939
2025-10-05,Store_014,979,117,7636.59,4418.0,103.48,0.954
2025-10-05,Store_015,664,121,4429.3,2154.53,23.22,0.948
2025-10-05,Store_016,675,113,5227.79,2599.33,56.49,0.918
2025-10-05,Store_017,851,206,8477.58,4579.56,148.75,0.928
2025-10-05,Store_018,564,93,5642.64,3256.35,40.01,0.9
2025-10-05,Store_019,726,190,10362.84,5224.16,96.72,0.962
2025-10-05,Store_020,464,102,4442.82,2066.55,60.91,0.953
2025-10-06,Store_001,414,121,7515.52,4273.49,53.21,0.914
2025-10-06,Store_002,347,97,3841.72,1917.3,20.18,0.934
2025-10-06,Store_003,500,155,7809.63,3660.77,85.89,0.905
2025-10-06,Store_004,296,67,3625.15,1729.34,69.0,0.959
2025-10-06,Store_005,455,107,8148.05,3884.75,142.93,0.914
2025-10-06,Store_006,611,128,6423.19,3004.15,123.69,0.908
2025-10-06,Store_007,649,200,8135.13,4322.67,129.72,0.929
2025-10-06,Store_008,604,111,4583.61,2540.29,60.69,0.901
2025-10-06,Store_009,143,46,2678.2,1237.1,22.88,0.917
2025-10-06,Store_010,921,198,12477.65,6422.18,228.6,0.915
2025-10-06,Store_011,720,205,8490.69,4101.09,137.28,0.955
2025-10-06,Store_012,635,107,6357.88,3446.51,118.42,0.923
2025-10-06,Store_013,549,124,6332.21,2992.51,46.15,0.847
2025-10-06,Store_014,583,130,4000.59,2063.22,41.81,0.921
2025-10-06,Store_015,108,31,1378.18,774.08,12.54,0.899
2025-10-06,Store_016,498,106,5350.14,3020.09,91.79,0.915
2025-10-06,Store_017,541,135,4896.81,2616.15,34.34,0.902
2025-10-06,Store_018,350,66,3248.62,1494.71,20.71,0.931
2025-10-06,Store_019,558,134,6785.53,3315.68,70.13,0.851
2025-10-06,Store_020,222,57,2399.01,1381.25,26.52,0.942
2025-10-07,Store_001,336,95,5186.32,2965.67,100.54,0.948
2025-10-07,Store_002,899,182,9305.97,4964.26,169.89,0.923
2025-10-07,Store_003,588,166,5608.59,2763.7,80.75,0.94
2025-10-07,Store_004,439,75,4864.53,2205.39,74.41,0.879
2025-10-07,Store_005,357,75,4064.75,1961.08,62.24,0.907
2025-10-07,Store_006,584,157,8285.24,4042.56,132.52,0.861
2025-10-07,Store_007,617,157,4839.25,2303.72,25.44,0.956
2025-10-07,Store_008,879,207,9288.09,5105.66,78.82,0.93
2025-10-07,Store_009,1017,171,9270.15,5146.82,86.93,0.94
2025-10-07,Store_010,439,118,3553.2,1622.24,67.48,0.872
2025-10-07,Store_011,340,79,4869.07,2309.8,68.55,0.94
2025-10-07,Store_012,548,137,7225.59,3859.47,87.9,0.944
2025-10-07,Store_013,712,143,6538.13,2782.35,128.61,0.958
2025-10-07,Store_014,241,60,4289.81,1841.36,47.14,0.99
2025-10-07,Store_015,370,95,5890.69,3061.92,74.06,0.96
2025-10-07,Store_016,639,133,7548.69,3289.45,65.97,0.903
2025-10-07,Store_017,715,165,7546.8,4259.21,38.03,0.953
2025-10-07,Store_018,812,234,8191.97,3944.26,122.49,0.908
2025-10-07,Store_019,438,70,2420.11,1124.86,28.82,0.867
2025-10-07,Store_020,474,90,4991.65,2740.91,54.32,0.968
2025-10-08,Store_001,672,156,8432.94,4187.93,159.36,0.954
2025-10-08,Store_002,472,118,3686.95,1601.65,50.52,0.937
2025-10-08,Store_003,502,151,8995.4,4026.16,168.9,0.871
2025-10-08,Store_004,617,144,6894.67,3827.57,86.43,0.971
2025-10-08,Store_005,570,128,5987.59,3381.97,88.4,0.939
2025-10-08,Store_006,646,128,5846.64,2995.6,30.27,0.901
2025-10-08,Store_007,520,97,6105.95,3259.73,96.68,0.99
2025-10-08,Store_008,387,105,5151.97,2759.59,82.11,0.917
2025-10-08,Store_009,417,110,8195.03,4060.91,56.85,0.941
2025-10-08,Store_010,519,142,6945.27,3972.77,117.63,0.962
2025-10-08,Store_011,674,143,6435.41,3509.86,41.93,0.895
2025-10-08,Store_012,356,113,6733.69,3307.97,35.42,0.862
2025-10-08,Store_013,379,83,3566.12,1781.29,46.17,0.93
2025-10-08,Store_014,443,94,6192.21,3192.87,64.2,0.921
2025-10-08,Store_015,383,83,3459.51,1983.31,44.25,0.929
2025-10-08,Store_016,480,93,4494.89,2277.07,56.8,0.885
2025-10-08,Store_017,563,141,7314.05,3203.93,125.1,0.894
2025-10-08,Store_018,511,146,8199.74,4673.76,88.73,0.891
2025-10-08,Store_019,345,79,3847.4,1888.82,75.49,0.929
2025-10-08,Store_020,909,273,18956.24,9102.97,166.42,0.968
2025-10-09,Store_001,347,87,2658.94,1479.76,28.18,0.949
2025-10-09,Store_002,771,156,10871.97,6203.52,196.77,0.953
2025-10-09,Store_003,499,113,5041.75,2923.74,73.66,0.947
2025-10-09,Store_004,740,138,9742.73,4696.4,135.09,0.978
2025-10-09,Store_005,562,125,9248.33,4557.65,61.81,0.913
2025-10-09,Store_006,685,99,4398.39,2293.97,54.21,0.889
2025-10-09,Store_007,267,62,3078.94,1351.72,36.29,0.97
2025-10-09,Store_008,522,132,7500.48,3932.6,106.6,0.929
2025-10-09,Store_009,623,153,8644.78,4766.03,62.98,0.903
2025-10-09,Store_010,467,135,8967.3,4971.6,65.44,0.904
2025-10-09,Store_011,881,258,15574.18,8185.67,262.34,0.925
2025-10-09,Store_012,532,97,4465.32,1881.34,30.67,0.918
2025-10-09,Store_013,360,61,3310.35,1568.59,18.25,0.899
2025-10-09,Store_014,444,101,7951.27,3541.46,154.38,0.933
2025-10-09,Store_015,579,90,4555.84,2537.78,75.13,0.918
2025-10-09,Store_016,669,161,7501.42,3656.56,60.69,0.937
2025-10-09,Store_017,614,153,10045.06,4681.06,173.53,0.933
2025-10-09,Store_018,314,41,2263.51,1312.04,37.6,0.917
2025-10-09,Store_019,560,88,4137.6,2009.54,33.03,0.911
2025-10-09,Store_020,257,74,5076.76,2798.38,74.57,0.933
2025-10-10,Store_001,469,137,9208.35,4020.87,85.05,0.918
2025-10-10,Store_002,467,76,4723.34,2544.8,44.16,0.965
2025-10-10,Store_003,524,129,6961.75,4010.87,35.62,0.892
2025-10-10,Store_004,552,145,8349.04,4811.64,57.24,0.883
2025-10-10,Store_005,304,60,2618.89,1165.09,31.87,0.907
2025-10-10,Store_006,711,138,5863.78,3381.72,75.01,0.884
2025-10-10,Store_007,723,95,7382.1,3649.22,91.42,0.937
2025-10-10,Store_008,619,146,6362.22,2984.78,83.54,0.931
2025-10-10,Store_009,292,69,1893.17,851.06,22.17,0.864
2025-10-10,Store_010,524,84,5712.29,3226.13,77.39,0.929
2025-10-10,Store_011,400,114,4050.39,1849.11,32.68,0.912
2025-10-10,Store_012,896,233,14122.54,6318.59,164.36,0.911
2025-10-10,Store_013,699,136,7527.93,3415.54,60.45,0.951
2025-10-10,Store_014,443,114,7562.13,4043.9,53.93,0.926
2025-10-10,Store_015,586,122,7842.23,3852.53,113.96,0.911
2025-10-10,Store_016,361,89,5080.82,2233.23,37.31,0.893
2025-10-10,Store_017,400,54,3803.36,1805.11,32.62,0.864
2025-10-10,Store_018,355,69,3113.13,1747.63,43.45,0.917
2025-10-10,Store_019,439,97,7441.98,4159.06,98.89,0.912
2025-10-10,Store_020,507,126,5680.16,2415.67,51.26,0.927
2025-10-11,Store_001,1097,245,18251.93,9613.3,180.88,0.925
2025-10-11,Store_002,610,150,10140.77,4525.04,79.62,0.904
2025-10-11,Store_003,793,199,5079.22,2406.77,49.76,0.889
2025-10-11,Store_004,728,268,10693.15,5901.03,203.61,0.906
2025-10-11,Store_005,741,193,13831.68,7436.2,221.7,0.887
2025-10-11,Store_006,482,114,6537.66,3076.52,109.5,0.932
2025-10-11,Store_007,1036,221,12612.81,6278.33,208.04,0.894
2025-10-11,Store_008,392,83,5758.37,2870.18,55.02,0.935
2025-10-11,Store_009,890,216,8356.21,4835.28,157.92,0.886
2025-10-11,Store_010,530,120,7909.29,3380.46,152.18,0.896
2025-10-11,Store_011,201,47,2696.81,1375.84,53.12,0.948
2025-10-11,Store_012,800,247,9034.31,4756.6,111.18,0.912
2025-10-11,Store_013,746,212,11456.85,6427.6,207.32,0.877
2025-10-11,Store_014,177,37,2355.72,1075.16,38.97,0.94
2025-10-11,Store_015,895,240,14950.54,6621.02,264.12,0.923
2025-10-11,Store_016,332,54,1960.41,1031.75,13.73,0.909
2025-10-11,Store_017,700,140,5706.55,2443.93,57.98,0.971
2025-10-11,Store_018,815,175,8466.97,4886.82,131.99,0.883
2025-10-11,Store_019,272,60,1345.19,725.78,16.72,0.938
2025-10-11,Store_020,893,257,11823.34,5724.98,93.37,0.936
2025-10-12,Store_001,823,190,7590.28,3260.9,47.69,0.893
2025-10-12,Store_002,621,106,7517.05,3566.59,129.91,0.957
2025-10-12,Store_003,512,164,9001.76,5023.41,125.45,0.953
2025-10-12,Store_004,230,53,2820.99,1226.72,42.67,0.943
2025-10-12,Store_005,471,85,4741.82,2740.4,50.29,0.921
2025-10-12,Store_006,394,81,4343.72,1998.62,39.61,0.966
2025-10-12,Store_007,576,110,5972.4,3105.15,57.11,0.98
2025-10-12,Store_008,399,70,3800.34,1885.73,71.27,0.883
2025-10-12,Store_009,640,135,6031.76,3164.67,33.93,0.946
2025-10-12,Store_010,132,23,1291.79,609.2,17.81,0.874
2025-10-12,Store_011,553,97,5456.94,2405.67,47.99,0.916
2025-10-12,Store_012,562,115,6359.0,2878.33,111.68,0.891
2025-10-12,Store_013,483,134,6248.27,2678.15,91.26,0.916
2025-10-12,Store_014,622,173,5739.18,2537.74,52.25,0.929
2025-10-12,Store_015,461,98,2408.77,1300.34,37.65,0.917
2025-10-12,Store_016,717,146,7409.87,3852.8,97.87,0.936
2025-10-12,Store_017,666,174,8848.34,4621.06,162.4,0.928
2025-10-12,Store_018,868,221,12723.12,5866.08,203.78,0.92
2025-10-12,Store_019,80,25,751.17,322.9,8.15,0.907
2025-10-12,Store_020,734,163,10487.22,6018.99,139.49,0.926
2025-10-13,Store_001,566,90,5310.77,2425.95,32.27,0.908
2025-10-13,Store_002,759,206,11266.96,6334.43,178.22,0.891
2025-10-13,Store_003,866,169,8932.87,4118.91,159.44,0.959
2025-10-13,Store_004,578,132,7907.86,3324.12,157.66,0.901
2025-10-13,Store_005,149,25,1182.44,551.81,23.08,0.893
2025-10-13,Store_006,526,134,9052.79,4604.58,173.69,0.891
2025-10-13,Store_007,300,72,4275.73,2174.87,67.99,0.88
2025-10-13,Store_008,681,90,3464.76,1790.99,21.57,0.87
2025-10-13,Store_009,396,107,6961.89,3816.71,96.99,0.918
2025-10-13,Store_010,765,145,3413.87,1829.74,45.39,0.932
2025-10-13,Store_011,361,90,5834.77,2479.51,109.63,0.912
2025-10-13,Store_012,744,123,4406.17,2415.53,26.26,0.928
2025-10-13,Store_013,557,131,7092.22,4063.24,95.4,0.914
2025-10-13,Store_014,664,181,8714.77,4786.6,89.38,0.877
2025-10-13,Store_015,602,86,5939.91,2926.67,39.52,0.94
2025-10-13,Store_016,504,105,5174.19,2262.94,67.04,0.935
2025-10-13,Store_017,407,132,6430.91,3303.3,86.54,0.917
2025-10-13,Store_018,476,92,5231.41,2729.65,98.16,0.913
2025-10-13,Store_019,695,193,13248.56,5588.03,172.1,0.897
2025-10-13,Store_020,521,98,2925.51,1643.22,20.35,0.984
2025-10-14,Store_001,437,140,7580.7,3387.73,64.96,0.919
2025-10-14,Store_002,350,48,2619.21,1291.83,20.35,0.898
2025-10-14,Store_003,493,121,4815.13,2097.43,40.17,0.956
2025-10-14,Store_004,464,134,5367.34,2687.35,41.04,0.935
2025-10-14,Store_005,447,103,5040.8,2253.58,46.17,0.905
2025-10-14,Store_006,476,134,9147.3,4072.4,121.49,0.925
2025-10-14,Store_007,557,97,4982.25,2359.91,44.0,0.922
2025-10-14,Store_008,658,151,10967.24,6078.13,132.75,0.941
2025-10-14,Store_009,480,92,4982.53,2694.67,48.39,0.959
2025-10-14,Store_010,404,95,5380.8,2991.92,69.36,0.952
2025-10-14,Store_011,758,121,6843.38,3139.78,129.47,0.93
2025-10-14,Store_012,476,199,14266.97,7335.62,264.9,0.957
2025-10-14,Store_013,315,65,2812.04,1507.46,36.54,0.983
2025-10-14,Store_014,542,172,8287.79,3526.82,61.1,0.941
2025-10-14,Store_015,516,112,5776.45,3055.18,85.73,0.93
2025-10-14,Store_016,545,117,8398.83,3623.41,157.23,0.954
2025-10-14,Store_017,449,108,2771.27,1519.92,33.03,0.913
2025-10-14,Store_018,527,128,7242.87,3762.43,134.95,0.971
2025-10-14,Store_019,227,37,2017.77,1127.36,20.84,0.885
2025-10-14,Store_020,620,121,8614.15,4547.44,90.81,0.892
2025-10-15,Store_001,329,58,3757.34,1989.51,50.24,0.919
2025-10-15,Store_002,661,156,8323.24,3666.33,157.3,0.948
2025-10-15,Store_003,749,145,7793.66,3376.82,75.59,0.932
2025-10-15,Store_004,474,139,6356.49,2806.55,47.59,0.971
2025-10-15,Store_005,642,194,7332.05,3294.36,96.65,0.94
2025-10-15,Store_006,240,37,1826.39,785.71,21.73,0.954
2025-10-15,Store_007,717,204,5948.2,2816.87,118.01,0.944
2025-10-15,Store_008,659,130,7249.72,3986.44,124.74,0.905
2025-10-15,Store_009,533,158,6243.1,3272.73,98.75,0.94
2025-10-15,Store_010,567,141,7074.97,3955.3,112.66,0.925
2025-10-15,Store_011,532,138,7888.04,3821.46,80.98,0.915
2025-10-15,Store_012,597,160,12919.65,7387.05,212.61,0.875
2025-10-15,Store_013,326,65,3254.53,1712.8,54.93,0.966
2025-10-15,Store_014,232,67,3719.58,1685.15,69.3,0.909
2025-10-15,Store_015,291,50,2855.54,1515.33,31.11,0.896
2025-10-15,Store_016,318,93,5004.96,2310.49,89.04,0.922
2025-10-15,Store_017,620,136,6359.04,3167.57,68.9,0.89
2025-10-15,Store_018,694,140,2872.65,1245.0,30.63,0.921
2025-10-15,Store_019,303,73,2875.06,1309.07,37.93,0.967
2025-10-15,Store_020,453,111,3357.11,1664.53,48.25,0.916
2025-10-16,Store_001,635,172,11673.69,5698.73,208.19,0.875
2025-10-16,Store_002,571,142,10698.15,5628.29,103.18,0.887
2025-10-16,Store_003,399,78,4502.78,1951.58,82.33,0.925
2025-10-16,Store_004,643,169,12263.29,6971.41,91.76,0.923
2025-10-16,Store_005,658,153,10990.21,4755.74,167.13,0.923
2025-10-16,Store_006,592,185,12959.46,5591.41,120.37,0.931
2025-10-16,Store_007,361,70,1681.76,709.79,15.25,0.935
2025-10-16,Store_008,440,106,5225.25,2277.95,87.43,0.869
2025-10-16,Store_009,350,92,5227.95,2707.0,51.15,0.901
2025-10-16,Store_010,450,111,7543.42,3188.34,87.8,0.977
2025-10-16,Store_011,646,192,5355.23,2338.77,40.94,0.969
2025-10-16,Store_012,120,27,1245.37,648.53,19.4,0.988
2025-10-16,Store_013,297,71,4523.54,1979.08,73.35,0.969
2025-10-16,Store_014,408,76,4875.1,2756.62,36.56,0.928
2025-10-16,Store_015,633,134,7150.29,3369.61,99.85,0.987
2025-10-16,Store_016,464,114,5780.51,3227.26,81.21,0.904
2025-10-16,Store_017,597,159,8701.2,4276.65,67.34,0.882
2025-10-16,Store_018,489,107,6401.63,3215.6,69.16,0.902
2025-10-16,Store_019,606,130,7175.57,3178.34,54.35,0.903
2025-10-16,Store_020,711,141,6660.14,2882.65,104.56,0.892
2025-10-17,Store_001,558,113,4560.35,2077.55,36.04,0.95
2025-10-17,Store_002,251,70,3685.45,2026.1,42.13,0.941
2025-10-17,Store_003,593,97,5748.37,2898.48,38.63,0.961
2025-10-17,Store_004,477,155,8924.1,5021.67,88.35,0.893
2025-10-17,Store_005,568,115,6268.05,3309.11,49.71,0.937
2025-10-17,Store_006,685,203,12513.52,6755.08,165.72,0.957
2025-10-17,Store_007,276,67,3955.58,1810.37,62.81,0.899
2025-10-17,Store_008,785,204,8614.86,4264.59,119.6,0.95
2025-10-17,Store_009,699,172,10595.93,4639.84,131.19,0.917
2025-10-17,Store_010,265,45,2038.83,932.85,31.26,0.875
2025-10-17,Store_011,396,110,6921.72,2974.69,100.83,0.888
2025-10-17,Store_012,600,72,4245.71,2417.31,80.12,0.961
2025-10-17,Store_013,647,149,4341.64,2420.11,24.61,0.935
2025-10-17,Store_014,472,109,5200.99,2690.49,61.32,0.897
2025-10-17,Store_015,644,115,4946.57,2656.06,96.57,0.96
2025-10-17,Store_016,491,136,5295.62,2669.77,33.6,0.918
2025-10-17,Store_017,478,98,4784.53,2360.42,62.34,0.983
2025-10-17,Store_018,657,185,10269.92,5125.47,167.6,0.944
2025-10-17,Store_019,402,101,5173.29,2547.64,57.24,0.973
2025-10-17,Store_020,684,173,6651.64,3648.66,131.15,0.947
2025-10-18,Store_001,744,182,12423.14,6437.53,122.79,0.921
2025-10-18,Store_002,803,209,8582.45,4130.56,110.68,0.931
2025-10-18,Store_003,510,85,4040.46,1860.74,54.36,0.965
2025-10-18,Store_004,568,120,6642.89,2909.48,78.29,0.98
2025-10-18,Store_005,812,163,5603.58,2657.85,111.2,0.904
2025-10-18,Store_006,772,149,8903.21,4877.28,153.26,0.864
2025-10-18,Store_007,211,47,2907.1,1492.85,55.05,0.959
2025-10-18,Store_008,542,85,3743.28,1693.42,32.41,0.948
2025-10-18,Store_009,608,155,6641.75,2980.4,91.38,0.93
2025-10-18,Store_010,405,72,1818.67,931.42,16.17,0.912
2025-10-18,Store_011,651,132,6330.09,2811.19,95.92,0.96
2025-10-18,Store_012,1004,222,14454.56,7059.36,139.85,0.917
2025-10-18,Store_013,690,202,12151.71,5936.75,140.35,0.865
2025-10-18,Store_014,624,160,5762.45,2973.34,39.76,0.883
2025-10-18,Store_015,741,199,12125.65,6925.03,235.96,0.895
2025-10-18,Store_016,832,107,4826.57,2646.47,94.08,0.956
2025-10-18,Store_017,700,161,10089.86,4613.78,111.38,0.892
2025-10-18,Store_018,589,115,5415.47,2620.45,92.24,0.944
2025-10-18,Store_019,914,171,8755.43,4633.95,156.01,0.921
2025-10-18,Store_020,434,131,6962.88,3272.86,115.42,0.94
2025-10-19,Store_001,644,146,13834.71,6532.05,255.18,0.923
2025-10-19,Store_002,516,119,6299.21,3207.01,56.38,0.89
2025-10-19,Store_003,358,60,3752.16,2068.56,61.16,0.913
2025-10-19,Store_004,854,245,16243.6,6985.17,200.85,0.978
2025-10-19,Store_005,433,98,4726.48,2561.4,72.72,0.931
2025-10-19,Store_006,536,152,8721.87,3767.15,45.51,0.916
2025-10-19,Store_007,520,77,2682.89,1265.55,28.04,0.924
2025-10-19,Store_008,763,215,8716.48,4286.9,94.17,0.924
2025-10-19,Store_009,649,115,4484.23,2219.84,31.89,0.914
2025-10-19,Store_010,406,67,2682.2,1533.89,51.76,0.898
2025-10-19,Store_011,583,91,3613.24,1590.23,58.36,0.926
2025-10-19,Store_012,466,84,5946.93,3306.77,88.96,0.916
2025-10-19,Store_013,784,206,14589.78,7099.93,149.9,0.901
2025-10-19,Store_014,504,90,4753.6,2406.95,87.13,0.944
2025-10-19,Store_015,721,179,6279.32,3614.53,96.97,0.901
2025-10-19,Store_016,319,54,2048.89,1151.28,39.18,0.877
2025-10-19,Store_017,240,69,3270.2,1421.13,33.31,0.963
2025-10-19,Store_018,661,168,9964.77,5080.62,59.1,0.879
2025-10-19,Store_019,746,201,15382.3,8223.02,215.7,0.965
2025-10-19,Store_020,524,149,12423.83,6448.73,192.88,0.958
2025-10-20,Store_001,887,175,5613.33,2404.26,28.18,0.923
2025-10-20,Store_002,778,220,12261.52,6420.88,149.92,0.877
2025-10-20,Store_003,741,150,8034.58,3507.19,153.68,0.963
2025-10-20,Store_004,681,214,9474.38,4189.82,83.22,0.908
2025-10-20,Store_005,869,170,6928.04,3487.91,51.99,0.886
2025-10-20,Store_006,353,81,2882.91,1299.61,39.04,0.918
2025-10-20,Store_007,464,125,6902.77,2916.0,113.92,0.889
2025-10-20,Store_008,613,188,8887.34,4563.93,49.66,0.885
2025-10-20,Store_009,414,63,2459.68,1263.62,39.19,0.965
2025-10-20,Store_010,676,179,7752.85,3797.23,104.02,0.929
2025-10-20,Store_011,924,261,7902.91,3634.82,138.05,0.905
2025-10-20,Store_012,651,143,6104.29,2993.31,112.75,0.892
2025-10-20,Store_013,499,124,7739.6,4440.59,87.35,0.918
2025-10-20,Store_014,530,98,2627.42,1477.16,29.68,0.94
2025-10-20,Store_015,630,168,10033.03,4510.47,137.66,0.913
2025-10-20,Store_016,433,98,5175.98,2803.09,42.84,0.939
2025-10-20,Store_017,389,106,3309.59,1831.62,46.74,0.926
2025-10-20,Store_018,790,157,7803.93,4244.78,102.01,0.939
2025-10-20,Store_019,507,125,7334.7,3681.37,43.49,0.959
2025-10-20,Store_020,327,87,5143.86,2845.92,39.52,0.863
2025-10-21,Store_001,714,88,4903.22,2577.8,84.67,0.91
