date,sku,units,unit_price,revenue,cogs,price_type,channel
2025-09-17,SKU-10034,8,109.43,875.44,624.08,Promo,Wholesale
2025-09-17,SKU-10038,7,63.66,445.62,263.97,Regular,Retail
2025-09-17,SKU-10043,24,47.16,1131.84,583.68,Regular,Retail
2025-09-17,SKU-10010,8,69.67,557.36,246.8,Regular,Retail
2025-09-17,SKU-10060,9,199.14,1792.26,593.91,Regular,Online
2025-09-17,SKU-10041,22,179.45,3947.9,1986.82,Regular,Wholesale
2025-09-17,SKU-10025,7,52.63,368.41,128.03,Regular,Wholesale
2025-09-17,SKU-10002,11,138.85,1527.35,866.03,Regular,Wholesale
2025-09-17,SKU-10045,19,135.83,2580.77,1739.83,Promo,Online
2025-09-17,SKU-10020,13,34.13,443.69,234.52,Promo,Online
2025-09-17,SKU-10016,24,184.64,4431.36,2124.48,Regular,Online
2025-09-17,SKU-10012,26,80.23,2085.98,728.52,Regular,Wholesale
2025-09-17,SKU-10023,21,16.58,348.18,164.64,Regular,Online
2025-09-17,SKU-10033,19,145.96,2773.24,1389.28,Regular,Online
2025-09-17,SKU-10055,18,152.8,2750.4,1340.82,Regular,Wholesale
2025-09-17,SKU-10036,15,94.0,1410.0,810.45,Regular,Wholesale
2025-09-17,SKU-10003,17,123.11,2092.87,970.02,Regular,Online
2025-09-17,SKU-10032,11,75.93,835.23,373.78,Regular,Wholesale
2025-09-17,SKU-10013,21,135.06,2836.26,1285.83,Regular,Wholesale
2025-09-17,SKU-10035,30,194.3,5829.0,2764.8,Regular,Wholesale
2025-09-17,SKU-10042,17,222.1,3775.7,1587.12,Regular,Retail
2025-09-17,SKU-10058,7,159.11,1113.77,525.14,Regular,Wholesale
2025-09-17,SKU-10037,17,183.22,3114.74,1560.6,Regular,Retail
2025-09-17,SKU-10050,9,136.27,1226.43,764.55,Promo,Retail
2025-09-17,SKU-10018,19,122.93,2335.67,1053.36,Promo,Wholesale
2025-09-17,SKU-10011,21,210.46,4419.66,1907.85,Regular,Online
2025-09-17,SKU-10052,21,161.65,3394.65,1214.64,Regular,Retail
2025-09-17,SKU-10029,22,198.75,4372.5,2473.24,Regular,Online
2025-09-17,SKU-10030,17,26.98,458.66,212.84,Regular,Online
2025-09-17,SKU-10040,16,146.64,2346.24,1546.72,Promo,Online
2025-09-17,SKU-10046,8,97.71,781.68,437.44,Regular,Wholesale
2025-09-17,SKU-10005,12,15.52,186.24,78.12,Regular,Online
2025-09-17,SKU-10053,18,76.63,1379.34,679.14,Regular,Retail
2025-09-17,SKU-10009,16,149.43,2390.88,879.68,Regular,Wholesale
2025-09-17,SKU-10044,18,188.67,3396.06,1946.88,Regular,Online
2025-09-17,SKU-10039,7,195.16,1366.12,817.67,Regular,Retail
2025-09-17,SKU-10028,19,31.61,600.59,230.09,Regular,Retail
2025-09-17,SKU-10047,28,139.1,3894.8,1632.12,Regular,Wholesale
2025-09-18,SKU-10007,16,203.54,3256.64,1449.28,Regular,Retail
2025-09-18,SKU-10044,13,175.39,2280.07,1406.08,Regular,Online
2025-09-18,SKU-10054,16,144.5,2312.0,884.32,Regular,Online
2025-09-18,SKU-10060,17,193.54,3290.18,1121.83,Regular,Wholesale
2025-09-18,SKU-10034,28,131.82,3690.96,2184.28,Regular,Wholesale
2025-09-18,SKU-10051,17,43.79,744.43,242.42,Regular,Online
2025-09-18,SKU-10033,21,133.52,2803.92,1535.52,Regular,Wholesale
2025-09-18,SKU-10012,15,63.2,948.0,420.3,Promo,Retail
2025-09-18,SKU-10043,26,46.4,1206.4,632.32,Regular,Online
2025-09-18,SKU-10058,9,162.47,1462.23,675.18,Regular,Retail
2025-09-18,SKU-10059,22,31.23,687.06,342.32,Promo,Online
2025-09-18,SKU-10050,15,159.85,2397.75,1274.25,Regular,Online
2025-09-18,SKU-10004,19,157.82,2998.58,1392.13,Regular,Wholesale
2025-09-18,SKU-10023,12,13.23,158.76,94.08,Promo,Online
2025-09-18,SKU-10010,20,74.92,1498.4,617.0,Regular,Online
2025-09-18,SKU-10032,16,64.36,1029.76,543.68,Promo,Retail
2025-09-18,SKU-10005,18,12.47,224.46,117.18,Promo,Retail
2025-09-18,SKU-10031,17,126.46,2149.82,1061.31,Regular,Retail
2025-09-18,SKU-10036,25,92.09,2302.25,1350.75,Regular,Online
2025-09-18,SKU-10046,29,88.1,2554.9,1585.72,Promo,Retail
2025-09-18,SKU-10002,4,135.56,542.24,314.92,Regular,Wholesale
2025-09-18,SKU-10041,20,180.75,3615.0,1806.2,Regular,Retail
2025-09-18,SKU-10052,18,171.71,3090.78,1041.12,Regular,Online
2025-09-18,SKU-10013,21,103.94,2182.74,1285.83,Promo,Online
2025-09-18,SKU-10014,25,151.22,3780.5,2131.5,Regular,Wholesale
2025-09-18,SKU-10018,10,139.94,1399.4,554.4,Regular,Wholesale
2025-09-18,SKU-10024,20,75.35,1507.0,514.0,Regular,Retail
2025-09-18,SKU-10026,12,116.54,1398.48,786.96,Regular,Online
2025-09-18,SKU-10001,8,9.02,72.16,23.6,Regular,Retail
2025-09-18,SKU-10042,16,206.33,3301.28,1493.76,Regular,Online
2025-09-18,SKU-10030,12,26.74,320.88,150.24,Regular,Wholesale
2025-09-18,SKU-10011,22,209.64,4612.08,1998.7,Regular,Retail
2025-09-18,SKU-10039,17,198.14,3368.38,1985.77,Regular,Online
2025-09-18,SKU-10022,23,55.97,1287.31,632.5,Promo,Online
2025-09-18,SKU-10047,18,142.99,2573.82,1049.22,Regular,Wholesale
2025-09-18,SKU-10020,16,34.99,559.84,288.64,Promo,Wholesale
2025-09-18,SKU-10038,18,59.0,1062.0,678.78,Regular,Retail
2025-09-18,SKU-10019,23,152.63,3510.49,1700.85,Promo,Online
2025-09-18,SKU-10006,18,41.13,740.34,372.96,Promo,Retail
2025-09-18,SKU-10049,16,235.77,3772.32,1513.76,Regular,Online
2025-09-18,SKU-10045,4,158.81,635.24,366.28,Regular,Retail
2025-09-18,SKU-10008,13,48.25,627.25,301.21,Regular,Wholesale
2025-09-18,SKU-10029,10,199.96,1999.6,1124.2,Regular,Wholesale
2025-09-18,SKU-10016,29,173.97,5045.13,2567.08,Regular,Wholesale
2025-09-18,SKU-10048,21,151.33,3177.93,1122.03,Regular,Wholesale
2025-09-19,SKU-10017,2,204.39,408.78,171.12,Regular,Wholesale
2025-09-19,SKU-10050,19,152.18,2891.42,1614.05,Regular,Retail
2025-09-19,SKU-10015,19,155.21,2948.99,1135.82,Promo,Retail
2025-09-19,SKU-10038,14,63.49,888.86,527.94,Regular,Online
2025-09-19,SKU-10019,8,167.0,1336.0,591.6,Regular,Online
2025-09-19,SKU-10016,24,169.78,4074.72,2124.48,Regular,Wholesale
2025-09-19,SKU-10059,24,30.67,736.08,373.44,Promo,Online
2025-09-19,SKU-10014,15,143.69,2155.35,1278.9,Regular,Retail
2025-09-19,SKU-10048,5,161.25,806.25,267.15,Regular,Retail
2025-09-19,SKU-10025,30,42.41,1272.3,548.7,Promo,Online
2025-09-19,SKU-10043,19,43.86,833.34,462.08,Regular,Wholesale
2025-09-19,SKU-10009,12,150.54,1806.48,659.76,Regular,Wholesale
2025-09-19,SKU-10012,8,82.07,656.56,224.16,Regular,Online
2025-09-19,SKU-10005,24,15.04,360.96,156.24,Regular,Wholesale
2025-09-19,SKU-10052,19,159.38,3028.22,1098.96,Regular,Wholesale
2025-09-19,SKU-10026,15,119.94,1799.1,983.7,Regular,Retail
2025-09-19,SKU-10027,22,182.73,4020.06,1386.66,Regular,Online
2025-09-19,SKU-10036,6,88.1,528.6,324.18,Regular,Wholesale
2025-09-19,SKU-10001,12,8.89,106.68,35.4,Regular,Retail
2025-09-19,SKU-10035,10,194.13,1941.3,921.6,Regular,Online
2025-09-19,SKU-10002,22,140.24,3085.28,1732.06,Regular,Retail
2025-09-19,SKU-10031,21,122.05,2563.05,1311.03,Regular,Online
2025-09-19,SKU-10056,25,17.98,449.5,195.5,Regular,Wholesale
2025-09-19,SKU-10045,18,120.98,2177.64,1648.26,Promo,Online
2025-09-19,SKU-10007,18,199.48,3590.64,1630.44,Regular,Wholesale
2025-09-19,SKU-10058,11,138.58,1524.38,825.22,Promo,Retail
2025-09-19,SKU-10053,9,63.1,567.9,339.57,Promo,Online
2025-09-19,SKU-10013,14,131.27,1837.78,857.22,Regular,Online
2025-09-19,SKU-10003,13,113.12,1470.56,741.78,Promo,Wholesale
2025-09-19,SKU-10055,18,149.8,2696.4,1340.82,Regular,Wholesale
2025-09-19,SKU-10057,22,185.21,4074.62,2845.04,Promo,Wholesale
2025-09-19,SKU-10044,21,188.98,3968.58,2271.36,Regular,Online
2025-09-19,SKU-10033,29,113.69,3297.01,2120.48,Promo,Retail
2025-09-19,SKU-10004,13,155.65,2023.45,952.51,Regular,Online
2025-09-19,SKU-10029,22,165.69,3645.18,2473.24,Promo,Online
2025-09-19,SKU-10021,13,110.48,1436.24,716.3,Promo,Wholesale
2025-09-19,SKU-10011,21,212.39,4460.19,1907.85,Regular,Wholesale
2025-09-19,SKU-10060,14,171.64,2402.96,923.86,Promo,Wholesale
2025-09-19,SKU-10037,21,182.39,3830.19,1927.8,Regular,Online
2025-09-19,SKU-10006,19,50.83,965.77,393.68,Regular,Wholesale
2025-09-19,SKU-10047,16,140.98,2255.68,932.64,Regular,Online
2025-09-19,SKU-10024,20,79.54,1590.8,514.0,Regular,Retail
2025-09-19,SKU-10034,21,139.94,2938.74,1638.21,Regular,Wholesale
2025-09-19,SKU-10008,19,49.34,937.46,440.23,Regular,Online
2025-09-19,SKU-10022,11,58.19,640.09,302.5,Promo,Wholesale
2025-09-20,SKU-10045,20,155.24,3104.8,1831.4,Regular,Retail
2025-09-20,SKU-10028,30,26.52,795.6,363.3,Promo,Retail
2025-09-20,SKU-10019,1,163.12,163.12,73.95,Regular,Online
2025-09-20,SKU-10020,26,44.75,1163.5,469.04,Regular,Wholesale
2025-09-20,SKU-10005,20,16.0,320.0,130.2,Regular,Wholesale
2025-09-20,SKU-10041,16,171.98,2751.68,1444.96,Regular,Online
2025-09-20,SKU-10018,11,136.16,1497.76,609.84,Regular,Retail
2025-09-20,SKU-10004,25,151.02,3775.5,1831.75,Regular,Retail
2025-09-20,SKU-10025,13,51.95,675.35,237.77,Regular,Wholesale
2025-09-20,SKU-10046,24,89.68,2152.32,1312.32,Promo,Wholesale
2025-09-20,SKU-10029,27,192.13,5187.51,3035.34,Regular,Online
2025-09-20,SKU-10016,27,156.48,4224.96,2390.04,Promo,Wholesale
2025-09-20,SKU-10032,11,74.43,818.73,373.78,Regular,Retail
2025-09-20,SKU-10057,12,211.54,2538.48,1551.84,Regular,Wholesale
2025-09-20,SKU-10053,15,62.71,940.65,565.95,Promo,Wholesale
2025-09-20,SKU-10001,13,9.13,118.69,38.35,Regular,Retail
2025-09-20,SKU-10006,20,50.43,1008.6,414.4,Regular,Wholesale
2025-09-20,SKU-10059,14,33.61,470.54,217.84,Regular,Wholesale
2025-09-20,SKU-10055,10,143.96,1439.6,744.9,Regular,Retail
2025-09-20,SKU-10022,23,51.25,1178.75,632.5,Promo,Wholesale
2025-09-20,SKU-10012,13,80.2,1042.6,364.26,Regular,Online
2025-09-20,SKU-10007,8,198.05,1584.4,724.64,Regular,Retail
2025-09-20,SKU-10024,13,78.46,1019.98,334.1,Regular,Online
2025-09-20,SKU-10036,26,88.37,2297.62,1404.78,Regular,Wholesale
2025-09-20,SKU-10009,4,142.87,571.48,219.92,Regular,Online
2025-09-20,SKU-10054,23,151.61,3487.03,1271.21,Regular,Wholesale
2025-09-20,SKU-10017,13,206.51,2684.63,1112.28,Regular,Retail
2025-09-20,SKU-10010,20,69.46,1389.2,617.0,Regular,Wholesale
2025-09-20,SKU-10039,7,203.57,1424.99,817.67,Regular,Online
2025-09-20,SKU-10040,31,163.94,5082.14,2996.77,Regular,Online
2025-09-20,SKU-10037,25,182.27,4556.75,2295.0,Regular,Online
2025-09-20,SKU-10035,9,187.67,1689.03,829.44,Regular,Wholesale
2025-09-20,SKU-10013,16,134.5,2152.0,979.68,Regular,Retail
2025-09-20,SKU-10060,23,170.92,3931.16,1517.77,Promo,Retail
2025-09-20,SKU-10058,19,162.96,3096.24,1425.38,Regular,Wholesale
2025-09-20,SKU-10008,14,51.01,714.14,324.38,Regular,Online
2025-09-20,SKU-10042,16,213.11,3409.76,1493.76,Regular,Wholesale
2025-09-20,SKU-10011,23,223.2,5133.6,2089.55,Regular,Online
2025-09-20,SKU-10050,17,151.47,2574.99,1444.15,Regular,Wholesale
2025-09-20,SKU-10026,31,119.1,3692.1,2032.98,Regular,Retail
2025-09-20,SKU-10015,22,178.65,3930.3,1315.16,Regular,Online
2025-09-20,SKU-10034,30,132.65,3979.5,2340.3,Regular,Retail
2025-09-20,SKU-10048,25,161.76,4044.0,1335.75,Regular,Wholesale
2025-09-20,SKU-10033,8,137.48,1099.84,584.96,Regular,Retail
2025-09-20,SKU-10002,14,115.69,1619.66,1102.22,Promo,Retail
2025-09-21,SKU-10060,13,189.28,2460.64,857.87,Regular,Retail
2025-09-21,SKU-10054,19,152.95,2906.05,1050.13,Regular,Wholesale
2025-09-21,SKU-10053,14,74.18,1038.52,528.22,Regular,Retail
2025-09-21,SKU-10003,14,131.59,1842.26,798.84,Regular,Online
2025-09-21,SKU-10026,13,113.55,1476.15,852.54,Regular,Online
2025-09-21,SKU-10050,26,149.58,3889.08,2208.7,Regular,Online
2025-09-21,SKU-10017,11,210.37,2314.07,941.16,Regular,Wholesale
2025-09-21,SKU-10036,24,90.94,2182.56,1296.72,Regular,Retail
2025-09-21,SKU-10031,19,130.7,2483.3,1186.17,Regular,Online
2025-09-21,SKU-10059,20,33.31,666.2,311.2,Regular,Wholesale
2025-09-21,SKU-10051,25,44.17,1104.25,356.5,Regular,Retail
2025-09-21,SKU-10023,25,16.87,421.75,196.0,Regular,Wholesale
2025-09-21,SKU-10007,27,177.35,4788.45,2445.66,Promo,Online
2025-09-21,SKU-10057,5,188.36,941.8,646.6,Promo,Online
2025-09-21,SKU-10018,19,121.05,2299.95,1053.36,Promo,Retail
2025-09-21,SKU-10013,14,132.02,1848.28,857.22,Regular,Wholesale
2025-09-21,SKU-10041,22,170.75,3756.5,1986.82,Regular,Retail
2025-09-21,SKU-10040,14,162.32,2272.48,1353.38,Regular,Retail
2025-09-21,SKU-10006,7,49.02,343.14,145.04,Regular,Online
2025-09-21,SKU-10012,23,71.9,1653.7,644.46,Promo,Wholesale
2025-09-21,SKU-10025,18,53.12,956.16,329.22,Regular,Retail
2025-09-21,SKU-10055,19,129.35,2457.65,1415.31,Promo,Online
2025-09-21,SKU-10020,24,42.71,1025.04,432.96,Regular,Wholesale
2025-09-21,SKU-10030,27,27.89,753.03,338.04,Regular,Retail
2025-09-21,SKU-10015,20,180.19,3603.8,1195.6,Regular,Retail
2025-09-21,SKU-10045,30,159.05,4771.5,2747.1,Regular,Online
2025-09-21,SKU-10033,5,139.74,698.7,365.6,Regular,Retail
2025-09-21,SKU-10052,23,163.49,3760.27,1330.32,Regular,Retail
2025-09-21,SKU-10004,19,154.38,2933.22,1392.13,Regular,Retail
2025-09-21,SKU-10038,5,61.3,306.5,188.55,Regular,Online
2025-09-21,SKU-10034,27,137.11,3701.97,2106.27,Regular,Retail
2025-09-21,SKU-10047,21,149.08,3130.68,1224.09,Regular,Wholesale
2025-09-21,SKU-10046,21,100.71,2114.91,1148.28,Regular,Wholesale
2025-09-21,SKU-10002,23,146.23,3363.29,1810.79,Regular,Online
2025-09-21,SKU-10044,16,158.85,2541.6,1730.56,Promo,Online
2025-09-21,SKU-10027,17,160.66,2731.22,1071.51,Promo,Retail
2025-09-21,SKU-10048,34,150.38,5112.92,1816.62,Regular,Retail
2025-09-21,SKU-10037,29,167.54,4858.66,2662.2,Promo,Wholesale
2025-09-21,SKU-10005,10,15.82,158.2,65.1,Regular,Wholesale
2025-09-21,SKU-10009,10,136.79,1367.9,549.8,Regular,Retail
2025-09-21,SKU-10016,24,173.86,4172.64,2124.48,Regular,Online
2025-09-21,SKU-10049,13,216.64,2816.32,1229.93,Regular,Online
2025-09-21,SKU-10001,20,8.64,172.8,59.0,Regular,Retail
2025-09-21,SKU-10019,28,169.45,4744.6,2070.6,Regular,Wholesale
2025-09-21,SKU-10058,27,165.09,4457.43,2025.54,Regular,Wholesale
2025-09-22,SKU-10040,35,153.27,5364.45,3383.45,Promo,Retail
2025-09-22,SKU-10042,25,221.94,5548.5,2334.0,Regular,Wholesale
2025-09-22,SKU-10006,17,53.72,913.24,352.24,Regular,Online
2025-09-22,SKU-10020,5,42.24,211.2,90.2,Regular,Wholesale
2025-09-22,SKU-10017,11,222.7,2449.7,941.16,Regular,Online
2025-09-22,SKU-10047,2,122.51,245.02,116.58,Promo,Online
2025-09-22,SKU-10024,23,74.86,1721.78,591.1,Regular,Online
2025-09-22,SKU-10053,18,76.72,1380.96,679.14,Regular,Online
2025-09-22,SKU-10016,6,181.49,1088.94,531.12,Regular,Wholesale
2025-09-22,SKU-10026,9,114.61,1031.49,590.22,Regular,Retail
2025-09-22,SKU-10049,22,224.07,4929.54,2081.42,Regular,Wholesale
2025-09-22,SKU-10003,9,127.67,1149.03,513.54,Regular,Wholesale
2025-09-22,SKU-10023,33,16.63,548.79,258.72,Regular,Wholesale
2025-09-22,SKU-10002,14,136.61,1912.54,1102.22,Regular,Retail
2025-09-22,SKU-10014,13,143.43,1864.59,1108.38,Regular,Wholesale
2025-09-22,SKU-10021,26,133.82,3479.32,1432.6,Regular,Online
2025-09-22,SKU-10018,14,132.27,1851.78,776.16,Regular,Wholesale
2025-09-22,SKU-10032,11,77.3,850.3,373.78,Regular,Wholesale
2025-09-22,SKU-10059,12,35.01,420.12,186.72,Regular,Retail
2025-09-22,SKU-10015,13,176.05,2288.65,777.14,Regular,Retail
2025-09-22,SKU-10027,5,180.89,904.45,315.15,Regular,Wholesale
2025-09-22,SKU-10034,26,136.16,3540.16,2028.26,Regular,Online
2025-09-22,SKU-10022,14,66.07,924.98,385.0,Regular,Online
2025-09-22,SKU-10050,20,148.58,2971.6,1699.0,Regular,Online
2025-09-22,SKU-10060,14,196.78,2754.92,923.86,Regular,Retail
2025-09-22,SKU-10031,13,107.22,1393.86,811.59,Promo,Retail
2025-09-22,SKU-10037,28,193.01,5404.28,2570.4,Regular,Online
2025-09-22,SKU-10055,22,149.84,3296.48,1638.78,Regular,Wholesale
2025-09-22,SKU-10009,15,140.03,2100.45,824.7,Regular,Wholesale
2025-09-22,SKU-10030,21,23.93,502.53,262.92,Promo,Online
2025-09-22,SKU-10004,13,132.32,1720.16,952.51,Promo,Retail
2025-09-22,SKU-10012,33,65.57,2163.81,924.66,Promo,Online
2025-09-22,SKU-10001,10,8.67,86.7,29.5,Regular,Retail
2025-09-22,SKU-10045,21,127.81,2684.01,1922.97,Promo,Wholesale
2025-09-22,SKU-10044,22,189.86,4176.92,2379.52,Regular,Wholesale
2025-09-22,SKU-10056,13,14.91,193.83,101.66,Promo,Wholesale
2025-09-22,SKU-10025,15,48.84,732.6,274.35,Regular,Retail
2025-09-22,SKU-10033,11,141.0,1551.0,804.32,Regular,Wholesale
2025-09-22,SKU-10008,25,51.19,1279.75,579.25,Regular,Retail
2025-09-22,SKU-10051,31,39.62,1228.22,442.06,Promo,Retail
2025-09-22,SKU-10011,25,227.01,5675.25,2271.25,Regular,Online
2025-09-22,SKU-10019,20,160.88,3217.6,1479.0,Regular,Online
2025-09-22,SKU-10039,14,169.93,2379.02,1635.34,Promo,Wholesale
2025-09-22,SKU-10043,21,45.42,953.82,510.72,Regular,Wholesale
2025-09-22,SKU-10058,9,163.89,1475.01,675.18,Regular,Retail
2025-09-23,SKU-10050,17,161.16,2739.72,1444.15,Regular,Online
2025-09-23,SKU-10003,8,132.26,1058.08,456.48,Regular,Wholesale
2025-09-23,SKU-10023,23,16.16,371.68,180.32,Regular,Retail
2025-09-23,SKU-10053,22,71.0,1562.0,830.06,Regular,Wholesale
2025-09-23,SKU-10002,30,140.9,4227.0,2361.9,Regular,Online
2025-09-23,SKU-10019,27,162.29,4381.83,1996.65,Regular,Online
2025-09-23,SKU-10055,24,132.09,3170.16,1787.76,Promo,Retail
2025-09-23,SKU-10012,14,78.29,1096.06,392.28,Regular,Online
2025-09-23,SKU-10032,21,76.37,1603.77,713.58,Regular,Wholesale
2025-09-23,SKU-10018,21,142.68,2996.28,1164.24,Regular,Online
2025-09-23,SKU-10056,19,18.59,353.21,148.58,Regular,Wholesale
2025-09-23,SKU-10034,17,133.94,2276.98,1326.17,Regular,Wholesale
2025-09-23,SKU-10014,23,142.67,3281.41,1960.98,Regular,Retail
2025-09-23,SKU-10058,10,134.65,1346.5,750.2,Promo,Wholesale
2025-09-23,SKU-10052,20,171.38,3427.6,1156.8,Regular,Online
2025-09-23,SKU-10027,27,189.97,5129.19,1701.81,Regular,Wholesale
2025-09-23,SKU-10057,14,230.67,3229.38,1810.48,Regular,Wholesale
2025-09-23,SKU-10060,16,191.3,3060.8,1055.84,Regular,Online
2025-09-23,SKU-10038,2,50.74,101.48,75.42,Promo,Wholesale
2025-09-23,SKU-10059,11,36.18,397.98,171.16,Regular,Online
2025-09-23,SKU-10047,12,145.16,1741.92,699.48,Regular,Wholesale
2025-09-23,SKU-10015,22,176.6,3885.2,1315.16,Regular,Online
2025-09-23,SKU-10044,13,176.29,2291.77,1406.08,Regular,Wholesale
2025-09-23,SKU-10030,16,23.52,376.32,200.32,Promo,Online
2025-09-23,SKU-10009,17,148.58,2525.86,934.66,Regular,Online
2025-09-23,SKU-10051,7,45.46,318.22,99.82,Regular,Retail
2025-09-23,SKU-10004,10,149.56,1495.6,732.7,Regular,Wholesale
2025-09-23,SKU-10039,26,202.19,5256.94,3037.06,Regular,Online
2025-09-23,SKU-10006,25,49.08,1227.0,518.0,Regular,Online
2025-09-23,SKU-10021,5,137.52,687.6,275.5,Regular,Online
2025-09-23,SKU-10046,13,103.27,1342.51,710.84,Regular,Wholesale
2025-09-23,SKU-10020,12,35.54,426.48,216.48,Promo,Online
2025-09-23,SKU-10007,18,204.49,3680.82,1630.44,Regular,Online
2025-09-23,SKU-10001,28,9.26,259.28,82.6,Regular,Wholesale
2025-09-23,SKU-10013,13,129.56,1684.28,795.99,Regular,Wholesale
2025-09-23,SKU-10045,11,153.7,1690.7,1007.27,Regular,Wholesale
2025-09-23,SKU-10036,20,88.76,1775.2,1080.6,Regular,Wholesale
2025-09-23,SKU-10029,26,199.81,5195.06,2922.92,Regular,Retail
2025-09-23,SKU-10040,21,149.52,3139.92,2030.07,Promo,Online
2025-09-23,SKU-10008,15,48.06,720.9,347.55,Regular,Retail
2025-09-23,SKU-10011,16,217.67,3482.72,1453.6,Regular,Retail
2025-09-23,SKU-10017,8,213.85,1710.8,684.48,Regular,Wholesale
2025-09-23,SKU-10043,19,47.62,904.78,462.08,Regular,Retail
2025-09-23,SKU-10041,20,185.08,3701.6,1806.2,Regular,Online
2025-09-24,SKU-10022,19,60.59,1151.21,522.5,Regular,Retail
2025-09-24,SKU-10010,31,70.72,2192.32,956.35,Regular,Wholesale
2025-09-24,SKU-10051,10,36.44,364.4,142.6,Promo,Wholesale
2025-09-24,SKU-10047,14,138.09,1933.26,816.06,Regular,Retail
2025-09-24,SKU-10016,15,183.75,2756.25,1327.8,Regular,Online
2025-09-24,SKU-10007,22,202.65,4458.3,1992.76,Regular,Retail
2025-09-24,SKU-10054,20,149.8,2996.0,1105.4,Regular,Wholesale
2025-09-24,SKU-10031,14,121.79,1705.06,874.02,Regular,Online
2025-09-24,SKU-10003,1,129.88,129.88,57.06,Regular,Retail
2025-09-24,SKU-10038,17,61.99,1053.83,641.07,Regular,Wholesale
2025-09-24,SKU-10033,32,116.21,3718.72,2339.84,Promo,Wholesale
2025-09-24,SKU-10021,14,134.52,1883.28,771.4,Regular,Online
2025-09-24,SKU-10005,28,15.86,444.08,182.28,Regular,Wholesale
2025-09-24,SKU-10056,33,17.47,576.51,258.06,Regular,Retail
2025-09-24,SKU-10015,13,177.37,2305.81,777.14,Regular,Retail
2025-09-24,SKU-10017,20,220.92,4418.4,1711.2,Regular,Retail
2025-09-24,SKU-10042,21,215.29,4521.09,1960.56,Regular,Online
2025-09-24,SKU-10012,28,71.84,2011.52,784.56,Promo,Wholesale
2025-09-24,SKU-10055,23,148.17,3407.91,1713.27,Regular,Wholesale
2025-09-24,SKU-10025,11,51.24,563.64,201.19,Regular,Online
2025-09-24,SKU-10001,8,8.76,70.08,23.6,Regular,Wholesale
2025-09-24,SKU-10029,12,187.43,2249.16,1349.04,Regular,Online
2025-09-24,SKU-10027,5,160.33,801.65,315.15,Promo,Online
2025-09-24,SKU-10040,17,163.85,2785.45,1643.39,Regular,Wholesale
2025-09-24,SKU-10004,13,153.8,1999.4,952.51,Regular,Online
2025-09-24,SKU-10014,16,146.05,2336.8,1364.16,Regular,Retail
2025-09-24,SKU-10026,6,99.04,594.24,393.48,Promo,Wholesale
2025-09-24,SKU-10034,17,133.42,2268.14,1326.17,Regular,Online
2025-09-24,SKU-10009,32,141.86,4539.52,1759.36,Regular,Online
2025-09-24,SKU-10058,18,171.01,3078.18,1350.36,Regular,Online
2025-09-24,SKU-10060,14,196.17,2746.38,923.86,Regular,Retail
2025-09-24,SKU-10008,18,39.73,715.14,417.06,Promo,Wholesale
2025-09-24,SKU-10002,37,143.3,5302.1,2913.01,Regular,Online
2025-09-24,SKU-10048,14,158.12,2213.68,748.02,Regular,Retail
2025-09-24,SKU-10050,7,137.57,962.99,594.65,Promo,Wholesale
2025-09-24,SKU-10041,20,171.97,3439.4,1806.2,Regular,Online
2025-09-24,SKU-10035,21,159.5,3349.5,1935.36,Promo,Retail
2025-09-24,SKU-10057,4,226.69,906.76,517.28,Regular,Retail
2025-09-24,SKU-10052,26,167.88,4364.88,1503.84,Regular,Retail
2025-09-24,SKU-10024,18,79.29,1427.22,462.6,Regular,Online
2025-09-24,SKU-10018,16,140.19,2243.04,887.04,Regular,Wholesale
2025-09-24,SKU-10045,14,120.51,1687.14,1281.98,Promo,Retail
2025-09-24,SKU-10044,19,152.92,2905.48,2055.04,Promo,Retail
2025-09-24,SKU-10028,16,27.16,434.56,193.76,Promo,Wholesale
2025-09-25,SKU-10008,8,51.07,408.56,185.36,Regular,Online
2025-09-25,SKU-10024,7,77.32,541.24,179.9,Regular,Retail
2025-09-25,SKU-10028,29,31.19,904.51,351.19,Regular,Online
2025-09-25,SKU-10058,6,160.95,965.7,450.12,Regular,Wholesale
2025-09-25,SKU-10003,15,129.65,1944.75,855.9,Regular,Wholesale
2025-09-25,SKU-10039,7,190.06,1330.42,817.67,Regular,Online
2025-09-25,SKU-10032,11,77.62,853.82,373.78,Regular,Retail
2025-09-25,SKU-10053,20,72.74,1454.8,754.6,Regular,Online
2025-09-25,SKU-10009,5,120.65,603.25,274.9,Promo,Online
2025-09-25,SKU-10027,12,188.9,2266.8,756.36,Regular,Retail
2025-09-25,SKU-10026,26,122.5,3185.0,1705.08,Regular,Retail
2025-09-25,SKU-10044,22,184.58,4060.76,2379.52,Regular,Retail
2025-09-25,SKU-10054,13,149.18,1939.34,718.51,Regular,Online
2025-09-25,SKU-10046,17,100.24,1704.08,929.56,Regular,Retail
2025-09-25,SKU-10037,25,192.82,4820.5,2295.0,Regular,Online
2025-09-25,SKU-10059,18,34.54,621.72,280.08,Regular,Wholesale
2025-09-25,SKU-10057,13,177.39,2306.07,1681.16,Promo,Wholesale
2025-09-25,SKU-10033,24,121.22,2909.28,1754.88,Promo,Retail
2025-09-25,SKU-10047,30,140.56,4216.8,1748.7,Regular,Wholesale
2025-09-25,SKU-10022,25,64.16,1604.0,687.5,Regular,Retail
2025-09-25,SKU-10010,13,71.58,930.54,401.05,Regular,Online
