week_start,sku,on_hand_units,is_stockout,estimated_lost_sales
2025-11-24,SKU-10053,29,0,0.0
2025-11-24,SKU-10034,192,0,0.0
2025-11-24,SKU-10001,213,0,0.0
2025-11-24,SKU-10039,57,0,0.0
2025-11-24,SKU-10048,190,0,0.0
2025-11-24,SKU-10046,212,0,0.0
2025-11-24,SKU-10029,103,0,0.0
2025-11-24,SKU-10038,331,0,0.0
2025-11-24,SKU-10021,276,0,0.0
2025-11-24,SKU-10028,98,0,0.0
2025-11-24,SKU-10022,185,0,0.0
2025-11-24,SKU-10035,238,0,0.0
2025-11-24,SKU-10047,86,0,0.0
2025-11-24,SKU-10044,253,0,0.0
2025-11-24,SKU-10024,101,0,0.0
2025-11-24,SKU-10025,156,0,0.0
2025-11-24,SKU-10007,104,0,0.0
2025-11-24,SKU-10045,261,0,0.0
2025-11-24,SKU-10011,116,0,0.0
2025-11-24,SKU-10056,267,0,0.0
2025-11-24,SKU-10055,150,0,0.0
2025-11-24,SKU-10012,142,0,0.0
2025-11-24,SKU-10023,137,0,0.0
2025-11-24,SKU-10030,143,0,0.0
2025-11-24,SKU-10054,272,0,0.0
2025-11-24,SKU-10018,208,0,0.0
2025-11-24,SKU-10036,175,0,0.0
2025-11-24,SKU-10050,186,0,0.0
2025-11-24,SKU-10004,0,1,3869.74
2025-11-24,SKU-10058,225,0,0.0
2025-11-24,SKU-10019,184,0,0.0
2025-11-24,SKU-10010,167,0,0.0
2025-11-24,SKU-10020,193,0,0.0
2025-11-24,SKU-10040,106,0,0.0
2025-11-24,SKU-10008,199,0,0.0
2025-11-24,SKU-10051,95,0,0.0
2025-11-24,SKU-10014,166,0,0.0
2025-11-24,SKU-10005,120,0,0.0
2025-11-24,SKU-10032,176,0,0.0
2025-11-24,SKU-10049,85,0,0.0
2025-11-24,SKU-10057,228,0,0.0
2025-11-24,SKU-10041,105,0,0.0
2025-12-01,SKU-10015,145,0,0.0
2025-12-01,SKU-10051,100,0,0.0
2025-12-01,SKU-10037,180,0,0.0
2025-12-01,SKU-10055,189,0,0.0
2025-12-01,SKU-10031,114,0,0.0
2025-12-01,SKU-10008,153,0,0.0
2025-12-01,SKU-10039,72,0,0.0
2025-12-01,SKU-10028,124,0,0.0
2025-12-01,SKU-10024,201,0,0.0
2025-12-01,SKU-10047,208,0,0.0
2025-12-01,SKU-10001,141,0,0.0
2025-12-01,SKU-10022,231,0,0.0
2025-12-01,SKU-10021,351,0,0.0
2025-12-01,SKU-10046,287,0,0.0
2025-12-01,SKU-10004,147,0,0.0
2025-12-01,SKU-10035,135,0,0.0
2025-12-01,SKU-10060,200,0,0.0
2025-12-01,SKU-10012,198,0,0.0
2025-12-01,SKU-10052,56,0,0.0
2025-12-01,SKU-10017,123,0,0.0
2025-12-01,SKU-10045,194,0,0.0
2025-12-01,SKU-10011,278,0,0.0
2025-12-01,SKU-10018,34,0,0.0
2025-12-01,SKU-10002,285,0,0.0
2025-12-01,SKU-10029,122,0,0.0
2025-12-01,SKU-10010,136,0,0.0
2025-12-01,SKU-10014,237,0,0.0
2025-12-01,SKU-10057,0,1,652.44
2025-12-01,SKU-10019,60,0,0.0
2025-12-01,SKU-10033,264,0,0.0
2025-12-01,SKU-10040,97,0,0.0
2025-12-01,SKU-10058,23,0,0.0
2025-12-01,SKU-10038,186,0,0.0
2025-12-01,SKU-10023,164,0,0.0
2025-12-01,SKU-10043,99,0,0.0
2025-12-01,SKU-10059,156,0,0.0
2025-12-01,SKU-10034,15,0,0.0
2025-12-01,SKU-10032,369,0,0.0
2025-12-01,SKU-10044,340,0,0.0
2025-12-01,SKU-10036,199,0,0.0
2025-12-01,SKU-10042,112,0,0.0
2025-12-01,SKU-10005,108,0,0.0
2025-12-01,SKU-10027,127,0,0.0
2025-12-01,SKU-10053,149,0,0.0
2025-12-01,SKU-10013,206,0,0.0
2025-12-08,SKU-10015,204,0,0.0
2025-12-08,SKU-10044,212,0,0.0
2025-12-08,SKU-10046,309,0,0.0
2025-12-08,SKU-10051,258,0,0.0
2025-12-08,SKU-10056,129,0,0.0
2025-12-08,SKU-10025,265,0,0.0
2025-12-08,SKU-10007,98,0,0.0
2025-12-08,SKU-10054,135,0,0.0
2025-12-08,SKU-10010,80,0,0.0
2025-12-08,SKU-10014,241,0,0.0
2025-12-08,SKU-10022,305,0,0.0
2025-12-08,SKU-10004,69,0,0.0
2025-12-08,SKU-10038,35,0,0.0
2025-12-08,SKU-10033,116,0,0.0
2025-12-08,SKU-10032,194,0,0.0
2025-12-08,SKU-10047,267,0,0.0
2025-12-08,SKU-10017,283,0,0.0
2025-12-08,SKU-10039,104,0,0.0
2025-12-08,SKU-10009,336,0,0.0
2025-12-08,SKU-10024,134,0,0.0
2025-12-08,SKU-10058,455,0,0.0
2025-12-08,SKU-10059,148,0,0.0
2025-12-08,SKU-10018,218,0,0.0
2025-12-08,SKU-10031,74,0,0.0
2025-12-08,SKU-10023,94,0,0.0
2025-12-08,SKU-10027,158,0,0.0
2025-12-08,SKU-10060,70,0,0.0
2025-12-08,SKU-10049,172,0,0.0
2025-12-08,SKU-10001,133,0,0.0
2025-12-08,SKU-10042,56,0,0.0
2025-12-08,SKU-10026,81,0,0.0
2025-12-08,SKU-10008,208,0,0.0
2025-12-08,SKU-10002,238,0,0.0
2025-12-08,SKU-10012,265,0,0.0
2025-12-08,SKU-10043,247,0,0.0
2025-12-08,SKU-10019,201,0,0.0
2025-12-08,SKU-10011,184,0,0.0
2025-12-08,SKU-10037,216,0,0.0
2025-12-08,SKU-10045,210,0,0.0
2025-12-08,SKU-10029,221,0,0.0
2025-12-08,SKU-10006,116,0,0.0
2025-12-08,SKU-10028,288,0,0.0
2025-12-08,SKU-10016,283,0,0.0
2025-12-08,SKU-10034,172,0,0.0
2025-12-08,SKU-10052,85,0,0.0
2025-12-15,SKU-10020,102,0,0.0
2025-12-15,SKU-10035,62,0,0.0
2025-12-15,SKU-10002,157,0,0.0
2025-12-15,SKU-10006,184,0,0.0
2025-12-15,SKU-10039,197,0,0.0
2025-12-15,SKU-10037,186,0,0.0
2025-12-15,SKU-10052,325,0,0.0
2025-12-15,SKU-10018,48,0,0.0
2025-12-15,SKU-10021,21,0,0.0
2025-12-15,SKU-10045,84,0,0.0
2025-12-15,SKU-10032,241,0,0.0
2025-12-15,SKU-10054,202,0,0.0
2025-12-15,SKU-10043,220,0,0.0
2025-12-15,SKU-10011,163,0,0.0
2025-12-15,SKU-10038,253,0,0.0
2025-12-15,SKU-10046,214,0,0.0
2025-12-15,SKU-10014,111,0,0.0
2025-12-15,SKU-10056,394,0,0.0
2025-12-15,SKU-10016,251,0,0.0
2025-12-15,SKU-10030,0,1,376.05
2025-12-15,SKU-10025,271,0,0.0
2025-12-15,SKU-10019,136,0,0.0
2025-12-15,SKU-10023,28,0,0.0
2025-12-15,SKU-10049,280,0,0.0
2025-12-15,SKU-10034,98,0,0.0
2025-12-15,SKU-10031,47,0,0.0
2025-12-15,SKU-10005,150,0,0.0
2025-12-15,SKU-10026,106,0,0.0
2025-12-15,SKU-10048,124,0,0.0
2025-12-15,SKU-10024,291,0,0.0
2025-12-15,SKU-10033,213,0,0.0
2025-12-15,SKU-10041,274,0,0.0
2025-12-15,SKU-10004,195,0,0.0
2025-12-15,SKU-10042,189,0,0.0
2025-12-15,SKU-10013,170,0,0.0
2025-12-15,SKU-10051,64,0,0.0
2025-12-15,SKU-10047,138,0,0.0
2025-12-15,SKU-10007,179,0,0.0
2025-12-15,SKU-10040,157,0,0.0
2025-12-15,SKU-10053,77,0,0.0
2025-12-15,SKU-10058,6,0,0.0
2025-12-15,SKU-10008,102,0,0.0
2025-12-15,SKU-10012,187,0,0.0
2025-12-15,SKU-10010,141,0,0.0
2025-12-15,SKU-10055,19,0,0.0
2025-12-22,SKU-10054,119,0,0.0
2025-12-22,SKU-10028,20,0,0.0
2025-12-22,SKU-10012,101,0,0.0
2025-12-22,SKU-10050,42,0,0.0
2025-12-22,SKU-10016,64,0,0.0
2025-12-22,SKU-10005,125,0,0.0
2025-12-22,SKU-10004,56,0,0.0
2025-12-22,SKU-10006,208,0,0.0
2025-12-22,SKU-10013,60,0,0.0
2025-12-22,SKU-10058,157,0,0.0
2025-12-22,SKU-10043,319,0,0.0
2025-12-22,SKU-10003,83,0,0.0
2025-12-22,SKU-10023,231,0,0.0
2025-12-22,SKU-10035,133,0,0.0
2025-12-22,SKU-10031,48,0,0.0
2025-12-22,SKU-10014,322,0,0.0
2025-12-22,SKU-10057,273,0,0.0
2025-12-22,SKU-10020,118,0,0.0
2025-12-22,SKU-10021,78,0,0.0
2025-12-22,SKU-10052,135,0,0.0
2025-12-22,SKU-10017,220,0,0.0
2025-12-22,SKU-10047,233,0,0.0
2025-12-22,SKU-10059,225,0,0.0
2025-12-22,SKU-10007,90,0,0.0
2025-12-22,SKU-10053,208,0,0.0
2025-12-22,SKU-10034,107,0,0.0
2025-12-22,SKU-10025,99,0,0.0
2025-12-22,SKU-10033,235,0,0.0
2025-12-22,SKU-10029,273,0,0.0
2025-12-22,SKU-10036,170,0,0.0
2025-12-22,SKU-10042,239,0,0.0
2025-12-22,SKU-10026,341,0,0.0
2025-12-22,SKU-10055,278,0,0.0
2025-12-22,SKU-10041,209,0,0.0
2025-12-22,SKU-10001,177,0,0.0
2025-12-22,SKU-10009,279,0,0.0
2025-12-22,SKU-10019,122,0,0.0
2025-12-22,SKU-10060,177,0,0.0
2025-12-22,SKU-10051,130,0,0.0
2025-12-22,SKU-10049,144,0,0.0
2025-12-22,SKU-10022,0,1,2443.08
2025-12-22,SKU-10048,46,0,0.0
2025-12-22,SKU-10002,193,0,0.0
2025-12-22,SKU-10045,198,0,0.0
2025-12-22,SKU-10038,179,0,0.0
2025-12-29,SKU-10002,138,0,0.0
2025-12-29,SKU-10025,116,0,0.0
2025-12-29,SKU-10051,96,0,0.0
2025-12-29,SKU-10060,112,0,0.0
2025-12-29,SKU-10053,157,0,0.0
2025-12-29,SKU-10043,99,0,0.0
2025-12-29,SKU-10052,182,0,0.0
2025-12-29,SKU-10036,154,0,0.0
2025-12-29,SKU-10054,15,0,0.0
2025-12-29,SKU-10022,107,0,0.0
2025-12-29,SKU-10018,0,1,3703.5
2025-12-29,SKU-10020,125,0,0.0
2025-12-29,SKU-10023,167,0,0.0
2025-12-29,SKU-10045,122,0,0.0
2025-12-29,SKU-10021,180,0,0.0
2025-12-29,SKU-10029,250,0,0.0
2025-12-29,SKU-10027,50,0,0.0
2025-12-29,SKU-10040,178,0,0.0
2025-12-29,SKU-10012,171,0,0.0
2025-12-29,SKU-10007,196,0,0.0
2025-12-29,SKU-10001,107,0,0.0
2025-12-29,SKU-10035,67,0,0.0
2025-12-29,SKU-10037,227,0,0.0
2025-12-29,SKU-10008,159,0,0.0
2025-12-29,SKU-10039,123,0,0.0
2025-12-29,SKU-10057,122,0,0.0
2025-12-29,SKU-10003,209,0,0.0
2025-12-29,SKU-10046,96,0,0.0
2025-12-29,SKU-10033,164,0,0.0
2025-12-29,SKU-10056,176,0,0.0
2025-12-29,SKU-10058,348,0,0.0
2025-12-29,SKU-10034,226,0,0.0
2025-12-29,SKU-10031,219,0,0.0
2025-12-29,SKU-10011,164,0,0.0
2025-12-29,SKU-10032,224,0,0.0
2025-12-29,SKU-10030,236,0,0.0
2025-12-29,SKU-10048,152,0,0.0
2025-12-29,SKU-10050,132,0,0.0
2025-12-29,SKU-10010,260,0,0.0
2025-12-29,SKU-10055,96,0,0.0
2025-12-29,SKU-10026,146,0,0.0
2025-12-29,SKU-10014,39,0,0.0
2025-12-29,SKU-10006,213,0,0.0
2025-12-29,SKU-10028,167,0,0.0
2025-12-29,SKU-10009,237,0,0.0
2026-01-05,SKU-10020,25,0,0.0
2026-01-05,SKU-10031,222,0,0.0
2026-01-05,SKU-10018,190,0,0.0
2026-01-05,SKU-10029,156,0,0.0
2026-01-05,SKU-10038,85,0,0.0
2026-01-05,SKU-10052,165,0,0.0
2026-01-05,SKU-10032,162,0,0.0
2026-01-05,SKU-10050,178,0,0.0
2026-01-05,SKU-10058,224,0,0.0
2026-01-05,SKU-10047,220,0,0.0
2026-01-05,SKU-10036,82,0,0.0
2026-01-05,SKU-10022,212,0,0.0
2026-01-05,SKU-10044,245,0,0.0
2026-01-05,SKU-10006,74,0,0.0
2026-01-05,SKU-10057,196,0,0.0
2026-01-05,SKU-10019,139,0,0.0
2026-01-05,SKU-10016,112,0,0.0
2026-01-05,SKU-10024,167,0,0.0
2026-01-05,SKU-10011,158,0,0.0
2026-01-05,SKU-10033,219,0,0.0
2026-01-05,SKU-10015,224,0,0.0
2026-01-05,SKU-10008,129,0,0.0
2026-01-05,SKU-10003,79,0,0.0
2026-01-05,SKU-10028,134,0,0.0
2026-01-05,SKU-10030,103,0,0.0
2026-01-05,SKU-10023,310,0,0.0
2026-01-05,SKU-10045,68,0,0.0
2026-01-05,SKU-10046,92,0,0.0
2026-01-05,SKU-10042,140,0,0.0
2026-01-05,SKU-10017,143,0,0.0
2026-01-05,SKU-10001,182,0,0.0
2026-01-05,SKU-10037,67,0,0.0
2026-01-05,SKU-10049,213,0,0.0
2026-01-05,SKU-10027,171,0,0.0
2026-01-05,SKU-10039,17,0,0.0
2026-01-05,SKU-10056,240,0,0.0
2026-01-05,SKU-10013,157,0,0.0
2026-01-05,SKU-10012,179,0,0.0
2026-01-05,SKU-10025,187,0,0.0
2026-01-05,SKU-10026,166,0,0.0
2026-01-05,SKU-10048,216,0,0.0
2026-01-05,SKU-10004,156,0,0.0
2026-01-05,SKU-10002,220,0,0.0
2026-01-05,SKU-10055,220,0,0.0
2026-01-05,SKU-10040,137,0,0.0
2026-01-12,SKU-10008,277,0,0.0
2026-01-12,SKU-10027,212,0,0.0
2026-01-12,SKU-10018,248,0,0.0
2026-01-12,SKU-10044,111,0,0.0
2026-01-12,SKU-10002,109,0,0.0
2026-01-12,SKU-10051,7,0,0.0
2026-01-12,SKU-10025,150,0,0.0
2026-01-12,SKU-10036,208,0,0.0
2026-01-12,SKU-10033,57,0,0.0
2026-01-12,SKU-10031,168,0,0.0
2026-01-12,SKU-10015,204,0,0.0
2026-01-12,SKU-10019,175,0,0.0
2026-01-12,SKU-10040,122,0,0.0
2026-01-12,SKU-10029,124,0,0.0
2026-01-12,SKU-10026,169,0,0.0
2026-01-12,SKU-10045,217,0,0.0
2026-01-12,SKU-10024,191,0,0.0
2026-01-12,SKU-10030,270,0,0.0
2026-01-12,SKU-10059,216,0,0.0
2026-01-12,SKU-10001,90,0,0.0
2026-01-12,SKU-10052,91,0,0.0
2026-01-12,SKU-10053,127,0,0.0
2026-01-12,SKU-10041,133,0,0.0
2026-01-12,SKU-10014,186,0,0.0
2026-01-12,SKU-10035,54,0,0.0
2026-01-12,SKU-10028,84,0,0.0
2026-01-12,SKU-10047,193,0,0.0
2026-01-12,SKU-10039,153,0,0.0
2026-01-12,SKU-10009,304,0,0.0
2026-01-12,SKU-10055,232,0,0.0
2026-01-12,SKU-10060,113,0,0.0
2026-01-12,SKU-10037,124,0,0.0
2026-01-12,SKU-10007,116,0,0.0
2026-01-12,SKU-10005,301,0,0.0
2026-01-12,SKU-10056,197,0,0.0
2026-01-12,SKU-10006,268,0,0.0
2026-01-12,SKU-10016,203,0,0.0
2026-01-12,SKU-10048,233,0,0.0
2026-01-12,SKU-10013,119,0,0.0
2026-01-12,SKU-10057,147,0,0.0
2026-01-12,SKU-10020,186,0,0.0
2026-01-12,SKU-10058,59,0,0.0
2026-01-12,SKU-10021,233,0,0.0
2026-01-12,SKU-10042,202,0,0.0
2026-01-12,SKU-10017,244,0,0.0
2026-01-19,SKU-10046,275,0,0.0
2026-01-19,SKU-10034,170,0,0.0
2026-01-19,SKU-10043,263,0,0.0
2026-01-19,SKU-10050,190,0,0.0
2026-01-19,SKU-10033,132,0,0.0
2026-01-19,SKU-10006,149,0,0.0
2026-01-19,SKU-10013,267,0,0.0
2026-01-19,SKU-10015,19,0,0.0
2026-01-19,SKU-10005,153,0,0.0
2026-01-19,SKU-10010,114,0,0.0
2026-01-19,SKU-10027,213,0,0.0
2026-01-19,SKU-10004,280,0,0.0
2026-01-19,SKU-10008,258,0,0.0
2026-01-19,SKU-10020,192,0,0.0
2026-01-19,SKU-10051,192,0,0.0
2026-01-19,SKU-10040,70,0,0.0
2026-01-19,SKU-10024,204,0,0.0
2026-01-19,SKU-10048,66,0,0.0
2026-01-19,SKU-10025,265,0,0.0
2026-01-19,SKU-10012,174,0,0.0
2026-01-19,SKU-10039,43,0,0.0
2026-01-19,SKU-10031,152,0,0.0
2026-01-19,SKU-10044,93,0,0.0
2026-01-19,SKU-10002,71,0,0.0
2026-01-19,SKU-10018,139,0,0.0
2026-01-19,SKU-10030,181,0,0.0
2026-01-19,SKU-10023,275,0,0.0
2026-01-19,SKU-10009,343,0,0.0
2026-01-19,SKU-10054,41,0,0.0
2026-01-19,SKU-10017,246,0,0.0
2026-01-19,SKU-10016,65,0,0.0
2026-01-19,SKU-10056,143,0,0.0
2026-01-19,SKU-10037,73,0,0.0
2026-01-19,SKU-10028,156,0,0.0
2026-01-19,SKU-10021,160,0,0.0
2026-01-19,SKU-10022,133,0,0.0
2026-01-19,SKU-10057,250,0,0.0
2026-01-19,SKU-10014,134,0,0.0
2026-01-19,SKU-10060,149,0,0.0
2026-01-19,SKU-10041,233,0,0.0
2026-01-19,SKU-10026,118,0,0.0
2026-01-19,SKU-10032,183,0,0.0
2026-01-19,SKU-10049,227,0,0.0
2026-01-19,SKU-10053,176,0,0.0
2026-01-19,SKU-10007,128,0,0.0
2026-01-26,SKU-10035,80,0,0.0
2026-01-26,SKU-10004,174,0,0.0
2026-01-26,SKU-10043,18,0,0.0
2026-01-26,SKU-10044,76,0,0.0
2026-01-26,SKU-10013,165,0,0.0
2026-01-26,SKU-10024,268,0,0.0
2026-01-26,SKU-10023,254,0,0.0
2026-01-26,SKU-10010,188,0,0.0
2026-01-26,SKU-10022,97,0,0.0
2026-01-26,SKU-10017,68,0,0.0
2026-01-26,SKU-10029,125,0,0.0
2026-01-26,SKU-10006,135,0,0.0
2026-01-26,SKU-10028,257,0,0.0
2026-01-26,SKU-10056,117,0,0.0
2026-01-26,SKU-10058,133,0,0.0
2026-01-26,SKU-10055,127,0,0.0
2026-01-26,SKU-10048,161,0,0.0
2026-01-26,SKU-10002,230,0,0.0
2026-01-26,SKU-10060,229,0,0.0
2026-01-26,SKU-10011,174,0,0.0
2026-01-26,SKU-10037,140,0,0.0
2026-01-26,SKU-10007,203,0,0.0
2026-01-26,SKU-10018,187,0,0.0
2026-01-26,SKU-10032,183,0,0.0
2026-01-26,SKU-10036,110,0,0.0
2026-01-26,SKU-10027,227,0,0.0
2026-01-26,SKU-10015,261,0,0.0
2026-01-26,SKU-10025,146,0,0.0
2026-01-26,SKU-10046,262,0,0.0
2026-01-26,SKU-10039,195,0,0.0
2026-01-26,SKU-10019,89,0,0.0
2026-01-26,SKU-10041,144,0,0.0
2026-01-26,SKU-10003,143,0,0.0
2026-01-26,SKU-10012,284,0,0.0
2026-01-26,SKU-10020,291,0,0.0
2026-01-26,SKU-10005,281,0,0.0
2026-01-26,SKU-10053,202,0,0.0
2026-01-26,SKU-10057,210,0,0.0
2026-01-26,SKU-10031,74,0,0.0
2026-01-26,SKU-10008,128,0,0.0
2026-01-26,SKU-10033,182,0,0.0
2026-01-26,SKU-10059,213,0,0.0
2026-01-26,SKU-10047,316,0,0.0
2026-01-26,SKU-10052,109,0,0.0
2026-01-26,SKU-10009,348,0,0.0
2026-02-02,SKU-10026,142,0,0.0
2026-02-02,SKU-10003,20,0,0.0
2026-02-02,SKU-10024,245,0,0.0
2026-02-02,SKU-10047,175,0,0.0
2026-02-02,SKU-10040,253,0,0.0
2026-02-02,SKU-10009,57,0,0.0
2026-02-02,SKU-10008,158,0,0.0
2026-02-02,SKU-10033,74,0,0.0
2026-02-02,SKU-10027,103,0,0.0
2026-02-02,SKU-10030,253,0,0.0
2026-02-02,SKU-10037,230,0,0.0
2026-02-02,SKU-10044,128,0,0.0
2026-02-02,SKU-10053,148,0,0.0
2026-02-02,SKU-10023,175,0,0.0
2026-02-02,SKU-10001,83,0,0.0
2026-02-02,SKU-10041,158,0,0.0
2026-02-02,SKU-10007,67,0,0.0
2026-02-02,SKU-10042,162,0,0.0
2026-02-02,SKU-10058,140,0,0.0
2026-02-02,SKU-10054,186,0,0.0
2026-02-02,SKU-10004,160,0,0.0
2026-02-02,SKU-10032,0,1,858.67
2026-02-02,SKU-10006,129,0,0.0
2026-02-02,SKU-10059,291,0,0.0
2026-02-02,SKU-10034,177,0,0.0
2026-02-02,SKU-10022,239,0,0.0
2026-02-02,SKU-10038,153,0,0.0
2026-02-02,SKU-10017,154,0,0.0
2026-02-02,SKU-10012,288,0,0.0
2026-02-02,SKU-10060,214,0,0.0
2026-02-02,SKU-10018,16,0,0.0
2026-02-02,SKU-10013,127,0,0.0
2026-02-02,SKU-10020,277,0,0.0
2026-02-02,SKU-10028,163,0,0.0
2026-02-02,SKU-10043,240,0,0.0
2026-02-02,SKU-10052,181,0,0.0
2026-02-02,SKU-10016,204,0,0.0
2026-02-02,SKU-10048,155,0,0.0
2026-02-02,SKU-10036,211,0,0.0
2026-02-02,SKU-10031,117,0,0.0
2026-02-02,SKU-10056,277,0,0.0
2026-02-02,SKU-10025,89,0,0.0
2026-02-02,SKU-10002,201,0,0.0
2026-02-02,SKU-10039,150,0,0.0
2026-02-02,SKU-10035,199,0,0.0
2026-02-09,SKU-10033,310,0,0.0
2026-02-09,SKU-10016,284,0,0.0
2026-02-09,SKU-10048,274,0,0.0
2026-02-09,SKU-10051,254,0,0.0
2026-02-09,SKU-10020,73,0,0.0
2026-02-09,SKU-10049,163,0,0.0
2026-02-09,SKU-10041,246,0,0.0
2026-02-09,SKU-10027,199,0,0.0
2026-02-09,SKU-10043,161,0,0.0
2026-02-09,SKU-10030,177,0,0.0
2026-02-09,SKU-10053,177,0,0.0
2026-02-09,SKU-10004,50,0,0.0
2026-02-09,SKU-10009,236,0,0.0
2026-02-09,SKU-10056,201,0,0.0
2026-02-09,SKU-10046,82,0,0.0
2026-02-09,SKU-10031,18,0,0.0
2026-02-09,SKU-10039,137,0,0.0
2026-02-09,SKU-10025,128,0,0.0
2026-02-09,SKU-10028,49,0,0.0
2026-02-09,SKU-10002,233,0,0.0
2026-02-09,SKU-10044,139,0,0.0
2026-02-09,SKU-10054,86,0,0.0
2026-02-09,SKU-10008,238,0,0.0
2026-02-09,SKU-10024,127,0,0.0
2026-02-09,SKU-10029,339,0,0.0
2026-02-09,SKU-10011,261,0,0.0
2026-02-09,SKU-10013,142,0,0.0
2026-02-09,SKU-10037,190,0,0.0
2026-02-09,SKU-10059,128,0,0.0
2026-02-09,SKU-10035,290,0,0.0
2026-02-09,SKU-10058,153,0,0.0
2026-02-09,SKU-10010,178,0,0.0
2026-02-09,SKU-10045,327,0,0.0
2026-02-09,SKU-10017,96,0,0.0
2026-02-09,SKU-10038,205,0,0.0
2026-02-09,SKU-10022,145,0,0.0
2026-02-09,SKU-10019,222,0,0.0
2026-02-09,SKU-10057,301,0,0.0
2026-02-09,SKU-10052,209,0,0.0
2026-02-09,SKU-10050,348,0,0.0
2026-02-09,SKU-10001,205,0,0.0
2026-02-09,SKU-10023,169,0,0.0
2026-02-09,SKU-10003,240,0,0.0
2026-02-09,SKU-10040,0,1,220.14
2026-02-09,SKU-10005,236,0,0.0
