order_id,product_id,quantity,unit_price,line_revenue
201687,P0032,1,61.22,61.22
201688,P0020,1,53.17,53.17
201688,P0023,1,71.73,71.73
201688,P0008,1,50.85,50.85
201689,P0017,2,9.52,19.04
201689,P0009,2,55.39,110.78
201690,P0022,1,64.46,64.46
201691,P0035,2,56.57,113.14
201691,P0006,2,47.01,94.02
201692,P0030,1,68.91,68.91
201693,P0009,1,67.33,67.33
201693,P0029,1,55.68,55.68
201694,P0030,1,79.63,79.63
201694,P0006,1,42.6,42.6
201694,P0004,2,27.86,55.72
201695,P0014,2,68.76,137.52
201696,P0021,2,25.94,51.88
201696,P0021,2,30.09,60.18
201696,P0027,2,33.65,67.3
201697,P0037,2,32.23,64.46
201697,P0007,1,25.79,25.79
201697,P0039,1,75.21,75.21
201698,P0004,2,22.93,45.86
201698,P0006,1,40.82,40.82
201699,P0038,1,50.8,50.8
201699,P0031,1,26.16,26.16
201699,P0036,2,23.04,46.08
201700,P0021,2,30.98,61.96
201700,P0028,1,18.02,18.02
201701,P0032,1,62.97,62.97
201701,P0020,1,46.6,46.6
201702,P0039,2,78.32,156.64
201702,P0014,2,74.34,148.68
201703,P0031,2,23.1,46.2
201704,P0001,1,35.36,35.36
201704,P0014,2,72.08,144.16
201704,P0028,1,20.14,20.14
201705,P0003,2,47.53,95.06
201706,P0023,2,69.45,138.9
201706,P0019,2,50.48,100.96
201706,P0003,2,54.36,108.72
201707,P0021,1,27.44,27.44
201708,P0038,2,56.43,112.86
201709,P0021,2,26.51,53.02
201709,P0020,1,50.35,50.35
201710,P0005,1,48.65,48.65
201710,P0030,1,77.16,77.16
201710,P0010,1,63.73,63.73
201711,P0038,1,54.97,54.97
201712,P0031,1,23.69,23.69
201712,P0027,1,32.01,32.01
201713,P0039,1,76.95,76.95
201714,P0014,2,66.79,133.58
201715,P0010,2,64.51,129.02
201715,P0027,2,28.46,56.92
201715,P0025,1,36.23,36.23
201716,P0012,1,43.66,43.66
201716,P0028,2,18.26,36.52
201716,P0004,2,22.82,45.64
201717,P0017,1,8.94,8.94
201717,P0020,1,48.04,48.04
201717,P0028,1,18.92,18.92
201718,P0017,1,9.1,9.1
201719,P0019,1,52.49,52.49
201720,P0030,2,68.21,136.42
201720,P0007,1,24.08,24.08
201721,P0002,2,45.2,90.4
201721,P0036,1,23.72,23.72
201721,P0033,1,16.69,16.69
201722,P0018,1,48.04,48.04
201722,P0006,1,49.43,49.43
201723,P0004,2,25.06,50.12
201724,P0001,1,33.97,33.97
201725,P0023,1,68.74,68.74
201725,P0024,2,51.78,103.56
201726,P0005,2,47.21,94.42
201726,P0028,1,17.97,17.97
201727,P0023,2,69.86,139.72
201728,P0040,1,80.11,80.11
201728,P0008,2,49.19,98.38
201728,P0008,1,53.29,53.29
201729,P0039,1,76.15,76.15
201729,P0006,1,48.61,48.61
201729,P0013,1,55.94,55.94
201730,P0020,2,52.9,105.8
201730,P0025,1,36.83,36.83
201730,P0004,1,27.5,27.5
201731,P0040,1,67.76,67.76
201731,P0027,2,31.62,63.24
201732,P0029,2,58.16,116.32
201732,P0002,2,45.73,91.46
201732,P0037,1,33.49,33.49
201733,P0012,1,39.92,39.92
201733,P0005,1,47.41,47.41
201734,P0001,2,33.8,67.6
201734,P0002,1,46.12,46.12
201734,P0029,1,56.58,56.58
201735,P0026,2,11.88,23.76
201735,P0036,1,23.43,23.43
201736,P0005,1,46.2,46.2
201736,P0022,2,55.48,110.96
201736,P0003,2,47.43,94.86
201737,P0006,1,41.95,41.95
201737,P0021,1,25.94,25.94
201737,P0024,1,46.31,46.31
201738,P0037,1,30.11,30.11
201738,P0040,2,78.16,156.32
201739,P0025,2,38.46,76.92
201739,P0029,1,51.8,51.8
201739,P0017,1,8.97,8.97
201740,P0014,2,67.21,134.42
201740,P0004,1,24.22,24.22
201740,P0038,1,51.83,51.83
201741,P0011,2,75.08,150.16
201742,P0026,1,11.78,11.78
201743,P0006,2,47.0,94.0
201743,P0032,2,53.33,106.66
201743,P0022,1,62.49,62.49
201744,P0036,2,23.55,47.1
201744,P0010,1,70.86,70.86
201744,P0032,1,59.47,59.47
201745,P0037,1,32.48,32.48
201746,P0018,2,46.37,92.74
201746,P0007,1,25.22,25.22
201746,P0022,2,58.78,117.56
201747,P0006,1,45.75,45.75
201747,P0023,1,73.02,73.02
201747,P0004,2,24.04,48.08
201748,P0030,1,78.95,78.95
201749,P0021,1,28.01,28.01
201749,P0031,2,25.13,50.26
201750,P0015,1,61.74,61.74
201750,P0015,2,54.8,109.6
201750,P0003,1,50.84,50.84
201751,P0037,2,32.16,64.32
201752,P0038,1,53.16,53.16
201752,P0034,1,46.77,46.77
201752,P0033,1,19.41,19.41
201753,P0007,2,24.24,48.48
201753,P0040,1,75.29,75.29
201754,P0039,1,79.86,79.86
201754,P0010,1,59.75,59.75
201754,P0017,2,10.29,20.58
201755,P0030,2,78.9,157.8
201755,P0013,2,48.64,97.28
201755,P0009,1,60.0,60.0
201756,P0030,1,75.76,75.76
201757,P0016,1,9.01,9.01
201758,P0034,1,45.78,45.78
201759,P0004,1,25.7,25.7
201759,P0019,2,49.3,98.6
201760,P0036,2,23.47,46.94
201760,P0014,1,70.13,70.13
201760,P0028,1,20.25,20.25
201761,P0003,2,50.71,101.42
201762,P0022,1,58.15,58.15
201763,P0025,2,39.91,79.82
201763,P0020,1,44.9,44.9
201764,P0022,2,64.99,129.98
201764,P0025,1,33.25,33.25
201765,P0019,1,53.45,53.45
201765,P0010,2,70.95,141.9
201765,P0033,2,16.57,33.14
201766,P0015,2,50.79,101.58
201767,P0030,2,74.19,148.38
201768,P0006,1,46.93,46.93
201768,P0017,2,8.96,17.92
201769,P0035,1,55.91,55.91
201769,P0006,2,49.62,99.24
201770,P0011,2,78.71,157.42
201771,P0038,2,51.58,103.16
201771,P0029,1,53.39,53.39
201771,P0015,1,61.35,61.35
201772,P0034,2,43.07,86.14
201772,P0037,2,29.39,58.78
201772,P0036,2,24.4,48.8
201773,P0032,2,53.15,106.3
201774,P0029,1,57.54,57.54
201775,P0006,2,49.37,98.74
201776,P0020,1,51.02,51.02
201776,P0018,1,44.73,44.73
201777,P0008,2,54.72,109.44
201778,P0002,1,39.6,39.6
201778,P0036,1,28.1,28.1
201778,P0037,2,27.3,54.6
201779,P0014,1,77.2,77.2
201779,P0014,2,71.08,142.16
201780,P0040,1,75.43,75.43
201780,P0012,2,45.7,91.4
201780,P0014,1,67.58,67.58
201781,P0002,1,43.81,43.81
201782,P0008,2,47.36,94.72
201783,P0017,2,10.0,20.0
201783,P0038,1,48.45,48.45
201783,P0015,2,51.53,103.06
201784,P0022,1,59.88,59.88
201784,P0034,1,40.26,40.26
201784,P0014,1,76.32,76.32
201785,P0033,2,16.57,33.14
201786,P0010,1,62.94,62.94
201787,P0030,1,73.34,73.34
201788,P0007,2,24.4,48.8
201788,P0007,1,23.09,23.09
201788,P0033,1,19.26,19.26
201789,P0002,1,41.38,41.38
201790,P0025,1,38.16,38.16
201790,P0029,1,56.64,56.64
201791,P0030,1,73.72,73.72
201791,P0004,1,27.32,27.32
201792,P0039,2,73.92,147.84
201792,P0039,2,76.37,152.74
201792,P0023,1,70.83,70.83
201793,P0035,2,53.73,107.46
201793,P0022,1,55.75,55.75
201794,P0005,1,43.41,43.41
201795,P0021,1,28.98,28.98
201796,P0016,1,10.55,10.55
201796,P0028,1,19.75,19.75
201797,P0036,2,27.71,55.42
201798,P0013,2,49.07,98.14
201798,P0021,1,27.55,27.55
201798,P0005,2,47.01,94.02
201799,P0011,2,67.69,135.38
201799,P0028,2,18.65,37.3
201799,P0028,2,20.52,41.04
201800,P0030,1,73.92,73.92
201801,P0032,2,54.5,109.0
201801,P0011,1,78.26,78.26
201802,P0021,1,25.84,25.84
201802,P0016,2,9.39,18.78
201802,P0038,2,52.64,105.28
201803,P0006,2,40.88,81.76
201804,P0035,2,52.63,105.26
201804,P0012,1,40.66,40.66
201804,P0021,1,30.26,30.26
201805,P0030,1,65.42,65.42
201805,P0008,1,50.28,50.28
201806,P0026,2,13.1,26.2
201806,P0029,2,47.71,95.42
201806,P0028,2,20.97,41.94
201807,P0013,2,50.53,101.06
201807,P0014,1,80.54,80.54
201808,P0037,1,29.34,29.34
201809,P0028,2,18.87,37.74
201810,P0032,2,63.62,127.24
201810,P0009,1,65.99,65.99
201810,P0007,1,23.4,23.4
201811,P0028,2,19.0,38.0
201811,P0020,2,49.59,99.18
201812,P0014,2,75.54,151.08
201813,P0017,2,9.66,19.32
201813,P0012,1,44.13,44.13
201813,P0018,1,51.02,51.02
201814,P0014,1,73.81,73.81
201814,P0026,1,12.15,12.15
201815,P0015,2,53.99,107.98
201815,P0026,2,13.97,27.94
201815,P0004,2,26.31,52.62
201816,P0021,1,26.83,26.83
201817,P0028,2,18.68,37.36
201818,P0026,1,12.63,12.63
201818,P0036,1,26.85,26.85
201818,P0021,2,29.84,59.68
201819,P0017,1,8.63,8.63
201820,P0022,2,62.55,125.1
201820,P0036,2,28.03,56.06
201820,P0011,1,75.14,75.14
201821,P0017,2,9.58,19.16
201821,P0004,1,25.84,25.84
201821,P0021,1,28.3,28.3
201822,P0028,2,17.65,35.3
201823,P0022,2,64.03,128.06
201824,P0024,1,49.97,49.97
201824,P0008,2,47.61,95.22
201824,P0038,1,54.4,54.4
201825,P0023,2,73.11,146.22
201826,P0020,2,48.41,96.82
201826,P0002,2,46.69,93.38
201826,P0025,1,35.7,35.7
201827,P0015,1,59.15,59.15
201828,P0033,1,18.82,18.82
201829,P0025,2,39.06,78.12
201829,P0005,2,43.41,86.82
201829,P0023,1,79.55,79.55
201830,P0001,1,30.61,30.61
201830,P0002,1,44.09,44.09
201830,P0012,2,42.9,85.8
201831,P0015,1,61.4,61.4
201831,P0030,1,71.37,71.37
201832,P0032,1,56.29,56.29
201833,P0004,1,24.73,24.73
201834,P0038,1,57.42,57.42
201834,P0015,1,60.85,60.85
201834,P0026,2,13.05,26.1
201835,P0026,1,12.37,12.37
201835,P0035,1,49.08,49.08
201836,P0039,2,66.52,133.04
201836,P0017,2,9.27,18.54
201836,P0040,2,66.91,133.82
201837,P0016,1,9.63,9.63
201837,P0031,2,24.44,48.88
201837,P0014,2,69.14,138.28
201838,P0009,1,57.6,57.6
201838,P0004,2,25.23,50.46
201839,P0010,2,59.75,119.5
201839,P0039,2,66.89,133.78
201839,P0001,2,34.27,68.54
201840,P0018,2,42.68,85.36
201841,P0018,1,44.01,44.01
201842,P0039,2,74.9,149.8
201843,P0011,2,72.04,144.08
201843,P0022,2,57.01,114.02
201844,P0032,1,57.0,57.0
201845,P0039,1,74.71,74.71
201846,P0006,2,47.35,94.7
201846,P0029,1,48.39,48.39
201846,P0013,1,57.8,57.8
201847,P0027,1,31.56,31.56
201848,P0003,1,48.54,48.54
201848,P0035,2,47.61,95.22
201849,P0010,2,64.23,128.46
201849,P0005,2,48.61,97.22
201850,P0036,2,23.43,46.86
201850,P0018,1,43.6,43.6
201850,P0001,2,30.62,61.24
201851,P0038,1,55.86,55.86
201851,P0003,1,53.3,53.3
201852,P0017,1,10.27,10.27
201853,P0024,2,46.83,93.66
201853,P0017,1,9.59,9.59
201853,P0030,2,69.47,138.94
201854,P0022,1,62.59,62.59
201855,P0017,2,10.6,21.2
201855,P0018,1,45.84,45.84
201856,P0036,1,24.04,24.04
201857,P0019,1,46.58,46.58
201857,P0013,1,51.52,51.52
201857,P0011,1,73.86,73.86
201858,P0031,2,24.86,49.72
201859,P0036,2,26.41,52.82
201860,P0017,1,8.79,8.79
201860,P0035,1,49.75,49.75
201860,P0020,1,52.93,52.93
201861,P0006,2,48.81,97.62
201861,P0003,2,45.41,90.82
201862,P0035,2,56.49,112.98
201862,P0034,1,41.45,41.45
201863,P0030,1,79.46,79.46
201863,P0007,1,23.1,23.1
201864,P0040,1,76.05,76.05
201865,P0022,1,56.06,56.06
201865,P0021,1,31.01,31.01
201866,P0024,2,48.47,96.94
201866,P0019,2,48.66,97.32
201866,P0040,2,71.63,143.26
201867,P0008,1,51.67,51.67
201868,P0023,1,71.39,71.39
201869,P0035,2,57.36,114.72
201870,P0015,2,52.67,105.34
201871,P0013,1,50.93,50.93
201872,P0005,1,46.74,46.74
201872,P0013,2,56.75,113.5
201872,P0021,2,28.42,56.84
201873,P0029,2,55.99,111.98
201874,P0014,1,81.27,81.27
201875,P0038,2,58.27,116.54
201876,P0033,2,17.15,34.3
201876,P0018,1,51.21,51.21
201876,P0030,1,76.53,76.53
201877,P0013,2,55.76,111.52
201878,P0040,1,68.53,68.53
201879,P0020,2,47.39,94.78
201880,P0004,1,23.63,23.63
201880,P0016,2,8.92,17.84
201880,P0024,1,45.17,45.17
201881,P0001,2,29.42,58.84
201882,P0033,2,16.77,33.54
201882,P0005,1,44.15,44.15
201882,P0021,1,27.15,27.15
201883,P0028,1,20.93,20.93
201883,P0022,1,55.65,55.65
201884,P0025,2,38.05,76.1
201884,P0019,1,55.91,55.91
201884,P0008,2,51.81,103.62
201885,P0020,2,49.89,99.78
201886,P0017,1,10.22,10.22
201886,P0002,1,43.28,43.28
201887,P0012,2,41.5,83.0
201888,P0023,2,78.94,157.88
201888,P0016,1,10.32,10.32
201888,P0011,1,82.15,82.15
201889,P0030,1,71.45,71.45
201889,P0008,1,54.78,54.78
201890,P0022,2,57.78,115.56
201890,P0002,1,45.29,45.29
201891,P0040,2,76.16,152.32
201892,P0033,2,16.53,33.06
201893,P0018,2,48.55,97.1
201894,P0039,2,78.67,157.34
201894,P0019,2,46.47,92.94
201894,P0003,1,48.64,48.64
201895,P0021,2,31.72,63.44
201896,P0035,1,52.97,52.97
201897,P0012,2,40.14,80.28
201897,P0040,2,79.39,158.78
201897,P0007,2,22.62,45.24
201898,P0004,1,26.17,26.17
201898,P0013,1,55.75,55.75
201899,P0004,1,23.86,23.86
201900,P0015,1,61.94,61.94
201901,P0024,2,43.14,86.28
201901,P0003,2,53.7,107.4
201901,P0033,2,16.64,33.28
201902,P0019,2,55.79,111.58
201903,P0033,2,18.03,36.06
201904,P0008,1,46.95,46.95
201904,P0030,1,79.08,79.08
201905,P0028,2,18.49,36.98
201905,P0011,1,81.3,81.3
201906,P0028,2,18.91,37.82
201907,P0016,1,10.46,10.46
201907,P0036,2,24.21,48.42
201908,P0029,2,48.99,97.98
201909,P0032,1,54.93,54.93
201910,P0012,2,44.8,89.6
201910,P0028,1,20.24,20.24
201911,P0025,1,35.75,35.75
201912,P0032,2,63.4,126.8
201912,P0002,2,40.29,80.58
201912,P0008,2,54.1,108.2
201913,P0027,1,29.56,29.56
201914,P0022,2,65.86,131.72
201914,P0031,1,22.21,22.21
201914,P0006,1,48.45,48.45
201915,P0024,1,48.0,48.0
201915,P0023,1,72.6,72.6
201915,P0015,1,61.48,61.48
201916,P0004,2,25.87,51.74
201916,P0008,1,53.71,53.71
201917,P0015,1,52.94,52.94
201917,P0019,1,46.59,46.59
201917,P0023,1,67.87,67.87
201918,P0021,2,31.54,63.08
201918,P0032,2,54.21,108.42
201919,P0033,2,16.32,32.64
201919,P0013,1,53.0,53.0
201920,P0013,2,53.36,106.72
201920,P0020,1,52.65,52.65
201921,P0012,1,47.68,47.68
201922,P0007,1,25.47,25.47
201923,P0020,1,46.2,46.2
201923,P0026,1,12.81,12.81
201924,P0013,1,54.85,54.85
201924,P0035,1,57.68,57.68
201924,P0024,1,48.21,48.21
201925,P0036,1,27.69,27.69
201925,P0013,1,53.09,53.09
201926,P0027,2,34.97,69.94
201927,P0005,2,41.34,82.68
201927,P0014,1,72.25,72.25
201928,P0037,1,28.86,28.86
201929,P0018,1,44.8,44.8
201930,P0018,1,44.05,44.05
201930,P0036,2,26.71,53.42
201931,P0002,2,43.02,86.04
201931,P0011,2,72.57,145.14
201931,P0008,2,47.39,94.78
201932,P0015,2,61.96,123.92
201933,P0039,2,71.35,142.7
201933,P0009,1,65.65,65.65
201934,P0034,2,43.08,86.16
201934,P0020,1,48.4,48.4
201935,P0010,2,63.78,127.56
201935,P0029,1,55.88,55.88
201936,P0001,2,31.83,63.66
201936,P0001,1,32.9,32.9
201937,P0029,2,48.49,96.98
201937,P0022,1,61.86,61.86
201937,P0033,2,18.3,36.6
201938,P0007,1,23.2,23.2
201938,P0008,2,54.85,109.7
201938,P0015,1,53.99,53.99
201939,P0032,1,62.58,62.58
201939,P0017,1,10.45,10.45
201939,P0022,2,55.31,110.62
201940,P0039,1,73.86,73.86
201940,P0010,2,64.23,128.46
201941,P0039,2,77.5,155.0
201942,P0024,1,49.9,49.9
201942,P0033,1,17.73,17.73
201943,P0030,1,68.05,68.05
201944,P0009,2,64.03,128.06
201945,P0019,1,50.35,50.35
201946,P0036,1,28.08,28.08
201946,P0001,2,30.28,60.56
201946,P0026,2,12.92,25.84
201947,P0038,1,53.54,53.54
201947,P0015,2,61.32,122.64
201947,P0023,1,77.23,77.23
201948,P0037,1,32.29,32.29
201949,P0029,1,50.58,50.58
201950,P0009,1,55.37,55.37
201950,P0007,1,26.54,26.54
201951,P0030,2,75.67,151.34
201952,P0020,2,53.35,106.7
201952,P0022,1,55.46,55.46
201952,P0029,2,53.21,106.42
201953,P0015,2,62.05,124.1
201953,P0022,1,59.97,59.97
201954,P0025,1,35.38,35.38
201954,P0007,2,23.68,47.36
201955,P0027,1,29.34,29.34
201956,P0036,2,25.87,51.74
201957,P0029,1,47.66,47.66
201957,P0001,1,30.79,30.79
201957,P0002,1,41.63,41.63
201958,P0009,1,56.14,56.14
201959,P0033,2,16.47,32.94
201960,P0033,2,18.02,36.04
201961,P0024,2,51.45,102.9
201961,P0026,1,11.62,11.62
201961,P0037,1,28.26,28.26
201962,P0032,2,54.13,108.26
201962,P0026,1,13.94,13.94
201962,P0032,2,56.0,112.0
201963,P0034,2,40.55,81.1
201963,P0035,2,56.08,112.16
201964,P0039,2,68.5,137.0
201964,P0032,2,58.86,117.72
201964,P0010,2,69.72,139.44
201965,P0022,1,60.95,60.95
201965,P0028,2,21.5,43.0
201966,P0034,1,45.55,45.55
201966,P0008,2,46.76,93.52
201966,P0035,1,47.93,47.93
201967,P0025,2,35.38,70.76
201967,P0012,1,43.66,43.66
201967,P0023,1,67.12,67.12
201968,P0007,2,26.72,53.44
201969,P0024,1,45.38,45.38
201969,P0020,2,48.17,96.34
201970,P0008,2,53.3,106.6
201970,P0020,1,47.06,47.06
201970,P0006,2,49.5,99.0
201971,P0022,1,62.96,62.96
201971,P0031,2,22.9,45.8
201972,P0012,1,42.76,42.76
201973,P0003,1,46.17,46.17
201973,P0034,2,45.85,91.7
201974,P0025,2,33.1,66.2
201974,P0023,1,74.92,74.92
201974,P0030,1,71.64,71.64
201975,P0033,1,18.45,18.45
201975,P0022,1,63.99,63.99
201975,P0010,2,67.37,134.74
201976,P0028,1,21.34,21.34
201977,P0035,1,57.74,57.74
201977,P0016,1,10.73,10.73
201977,P0022,2,56.1,112.2
201978,P0020,2,46.08,92.16
201978,P0038,1,55.27,55.27
201979,P0010,2,63.49,126.98
201980,P0018,2,45.87,91.74
201980,P0028,2,20.57,41.14
201981,P0035,1,50.53,50.53
201981,P0015,1,55.96,55.96
201981,P0039,1,71.95,71.95
201982,P0014,2,79.1,158.2
201983,P0038,1,51.88,51.88
201984,P0009,2,60.07,120.14
201984,P0023,2,64.83,129.66
201984,P0026,1,11.6,11.6
201985,P0035,2,50.17,100.34
201986,P0008,1,48.56,48.56
201986,P0007,1,24.75,24.75
201987,P0001,1,32.94,32.94
201988,P0019,2,56.72,113.44
201988,P0012,1,45.62,45.62
201989,P0016,2,10.33,20.66
201989,P0009,2,64.19,128.38
201990,P0009,1,64.91,64.91
201990,P0014,1,66.29,66.29
201990,P0009,2,66.84,133.68
201991,P0029,2,58.13,116.26
201991,P0013,2,58.16,116.32
201992,P0023,1,76.57,76.57
201992,P0012,2,43.23,86.46
201993,P0034,2,41.11,82.22
201993,P0015,2,56.64,113.28
201994,P0010,1,71.13,71.13
201994,P0026,1,12.18,12.18
201995,P0005,2,46.31,92.62
201995,P0030,1,71.31,71.31
201995,P0039,2,71.5,143.0
201996,P0021,2,27.82,55.64
201996,P0035,2,52.72,105.44
201997,P0025,2,34.45,68.9
201997,P0016,2,10.14,20.28
201997,P0017,2,9.0,18.0
201998,P0007,2,22.28,44.56
201998,P0040,2,80.13,160.26
201999,P0038,1,58.57,58.57
201999,P0003,1,47.24,47.24
202000,P0030,2,73.84,147.68
202000,P0009,1,65.45,65.45
202000,P0033,1,18.58,18.58
202001,P0024,1,42.91,42.91
202001,P0037,1,30.63,30.63
202001,P0006,1,46.95,46.95
202002,P0035,1,52.63,52.63
202002,P0035,1,53.54,53.54
202002,P0025,2,38.7,77.4
202003,P0016,2,9.55,19.1
202003,P0024,1,46.95,46.95
202003,P0023,2,65.96,131.92
202004,P0008,2,48.59,97.18
202004,P0015,1,61.5,61.5
202005,P0037,2,30.86,61.72
202005,P0040,1,69.88,69.88
202005,P0028,1,18.47,18.47
202006,P0039,2,71.77,143.54
202007,P0035,1,55.42,55.42
202007,P0022,1,59.83,59.83
202008,P0012,1,44.59,44.59
202009,P0006,2,45.84,91.68
202010,P0030,2,72.03,144.06
202010,P0014,1,67.13,67.13
202011,P0006,1,43.97,43.97
202011,P0033,2,19.02,38.04
202011,P0015,1,58.83,58.83
202012,P0008,2,55.07,110.14
202012,P0009,1,58.14,58.14
202012,P0019,1,47.94,47.94
202013,P0040,1,72.94,72.94
202013,P0019,2,46.36,92.72
202014,P0033,2,18.9,37.8
202015,P0003,1,54.57,54.57
202015,P0034,1,39.29,39.29
202015,P0019,1,52.74,52.74
202016,P0032,2,61.8,123.6
202016,P0011,2,77.66,155.32
202017,P0011,1,70.06,70.06
202018,P0005,2,42.08,84.16
202018,P0012,2,40.35,80.7
202019,P0031,1,22.27,22.27
202019,P0018,1,51.35,51.35
202019,P0010,1,66.08,66.08
202020,P0025,2,33.74,67.48
202021,P0015,1,54.15,54.15
202021,P0021,2,27.3,54.6
202021,P0019,2,56.47,112.94
202022,P0014,1,74.08,74.08
202022,P0012,2,44.56,89.12
202023,P0038,1,55.15,55.15
202023,P0025,2,36.77,73.54
202023,P0038,1,51.56,51.56
202024,P0015,2,57.11,114.22
202024,P0036,1,25.52,25.52
202024,P0003,2,55.1,110.2
202025,P0012,2,45.45,90.9
202026,P0007,2,25.78,51.56
202027,P0018,2,44.9,89.8
202028,P0025,1,35.86,35.86
202028,P0039,2,72.82,145.64
202029,P0006,1,43.67,43.67
202030,P0009,1,61.41,61.41
202031,P0011,1,72.9,72.9
202031,P0003,1,47.8,47.8
202031,P0030,1,72.69,72.69
202032,P0025,2,35.73,71.46
202032,P0013,1,53.46,53.46
202033,P0008,2,46.27,92.54
202033,P0024,1,49.64,49.64
202033,P0004,2,27.48,54.96
202034,P0014,1,76.7,76.7
202034,P0026,2,12.64,25.28
202035,P0017,2,10.36,20.72
202035,P0005,2,48.31,96.62
202035,P0027,2,30.25,60.5
202036,P0024,2,45.77,91.54
202037,P0006,1,46.35,46.35
202037,P0040,2,71.78,143.56
202037,P0038,2,56.48,112.96
202038,P0022,2,67.45,134.9
202039,P0029,2,58.34,116.68
202039,P0014,2,73.38,146.76
202040,P0031,2,21.71,43.42
202041,P0039,1,66.66,66.66
202042,P0005,2,39.99,79.98
202042,P0018,2,49.72,99.44
202042,P0014,2,78.41,156.82
202043,P0013,2,49.93,99.86
202043,P0039,1,71.72,71.72
202044,P0008,2,53.44,106.88
202044,P0030,2,73.83,147.66
202044,P0036,2,24.43,48.86
202045,P0025,2,33.18,66.36
202045,P0010,2,60.87,121.74
202045,P0034,2,42.05,84.1
202046,P0029,1,57.16,57.16
202046,P0031,2,22.79,45.58
202046,P0035,1,52.08,52.08
202047,P0014,2,68.18,136.36
202047,P0020,2,53.48,106.96
202048,P0034,1,41.75,41.75
202048,P0004,1,24.83,24.83
202048,P0036,1,23.38,23.38
202049,P0001,2,30.63,61.26
202050,P0034,2,40.61,81.22
202050,P0036,1,25.68,25.68
202051,P0040,2,81.24,162.48
202052,P0028,2,18.38,36.76
202052,P0012,1,41.51,41.51
202053,P0007,2,26.05,52.1
202053,P0038,2,54.52,109.04
202053,P0028,2,19.0,38.0
202054,P0017,1,10.0,10.0
202055,P0029,1,50.24,50.24
202055,P0028,2,20.6,41.2
202055,P0035,1,53.69,53.69
202056,P0009,1,61.75,61.75
202056,P0002,1,44.75,44.75
202056,P0021,1,29.44,29.44
202057,P0009,2,56.27,112.54
202058,P0007,2,26.1,52.2
202058,P0037,1,33.26,33.26
202058,P0027,1,32.67,32.67
202059,P0028,1,19.65,19.65
202059,P0006,1,44.86,44.86
202059,P0016,1,10.56,10.56
202060,P0020,1,44.46,44.46
202060,P0027,1,34.01,34.01
202060,P0023,2,73.3,146.6
202061,P0035,2,54.32,108.64
202061,P0004,1,23.08,23.08
202061,P0001,2,31.69,63.38
202062,P0013,1,49.84,49.84
202063,P0024,1,42.65,42.65
202063,P0024,1,50.75,50.75
202064,P0011,2,74.61,149.22
202065,P0008,2,54.2,108.4
202065,P0024,2,44.53,89.06
202065,P0038,2,51.58,103.16
202066,P0008,2,47.28,94.56
202066,P0021,2,27.61,55.22
202067,P0015,1,53.53,53.53
202067,P0024,2,42.76,85.52
202068,P0016,2,9.45,18.9
202068,P0008,1,50.32,50.32
202068,P0021,2,31.71,63.42
202069,P0009,1,55.61,55.61
202069,P0035,1,51.16,51.16
202070,P0035,1,48.96,48.96
202070,P0012,1,48.03,48.03
202071,P0007,2,25.79,51.58
202072,P0016,1,9.6,9.6
202072,P0023,1,66.48,66.48
202072,P0039,1,65.79,65.79
202073,P0005,1,43.02,43.02
202073,P0032,2,63.04,126.08
202074,P0021,2,31.58,63.16
202074,P0010,1,62.73,62.73
202074,P0020,2,48.1,96.2
202075,P0038,1,56.45,56.45
202075,P0015,2,62.02,124.04
202076,P0017,1,8.9,8.9
202076,P0018,2,49.52,99.04
202077,P0025,1,38.1,38.1
202077,P0012,2,39.3,78.6
202078,P0030,1,68.13,68.13
202078,P0009,1,55.7,55.7
202078,P0027,2,31.93,63.86
202079,P0004,2,23.35,46.7
202079,P0016,1,10.5,10.5
202080,P0012,2,39.49,78.98
202080,P0037,2,32.11,64.22
202081,P0010,2,68.45,136.9
202082,P0015,2,54.32,108.64
202082,P0031,1,23.1,23.1
202083,P0036,2,27.53,55.06
202083,P0034,1,40.51,40.51
202084,P0037,1,31.1,31.1
202084,P0007,2,26.49,52.98
202085,P0028,1,19.47,19.47
202086,P0032,2,55.1,110.2
202087,P0033,1,19.07,19.07
202087,P0001,1,33.13,33.13
202087,P0003,1,55.49,55.49
202088,P0002,1,45.03,45.03
202088,P0031,2,23.93,47.86
202088,P0040,1,75.1,75.1
202089,P0011,2,77.06,154.12
202090,P0028,2,19.57,39.14
202090,P0013,1,57.81,57.81
202090,P0009,2,63.58,127.16
202091,P0014,1,79.11,79.11
202091,P0004,2,26.9,53.8
202091,P0037,1,29.08,29.08
202092,P0032,2,57.72,115.44
202092,P0039,2,71.57,143.14
202093,P0017,1,9.66,9.66
202094,P0009,1,65.17,65.17
202094,P0015,1,58.84,58.84
202095,P0001,2,32.87,65.74
202096,P0039,2,72.85,145.7
202096,P0022,1,59.62,59.62
202096,P0007,1,26.21,26.21
202097,P0010,2,59.87,119.74
202097,P0004,1,24.5,24.5
202098,P0028,2,20.04,40.08
202098,P0027,1,29.14,29.14
202099,P0030,2,77.64,155.28
202099,P0025,2,34.64,69.28
202100,P0037,1,33.6,33.6
202101,P0033,1,17.72,17.72
202101,P0019,1,52.06,52.06
202102,P0037,2,27.47,54.94
202102,P0040,2,80.97,161.94
202102,P0005,2,40.41,80.82
202103,P0035,2,54.35,108.7
202104,P0001,2,31.85,63.7
202104,P0017,1,8.95,8.95
