date,channel,device,country,sessions,add_to_cart,checkout_start,purchases,cac_modeled
2025-09-27,Organic Search,Mobile,AU,731,91,59,36,1.87
2025-09-27,Organic Search,Desktop,UK,695,97,60,28,1.8
2025-09-27,Email,Mobile,US,971,109,75,49,0.36
2025-09-27,Email,Desktop,AU,373,52,31,21,0.67
2025-09-27,Direct,Mobile,DE,1076,104,66,47,1.41
2025-09-27,Direct,Desktop,UK,376,40,23,15,0.66
2025-09-28,Paid Search,Mobile,UK,1154,92,63,41,1.47
2025-09-28,Paid Search,Desktop,CA,1016,122,90,56,1.88
2025-09-28,Paid Social,Mobile,UK,1011,100,67,31,1.6
2025-09-28,Paid Social,Desktop,CA,579,54,39,27,0.7
2025-09-28,Organic Search,Mobile,CA,834,107,75,49,1.65
2025-09-28,Organic Search,Desktop,AU,846,112,78,43,1.46
2025-09-28,Email,Mobile,AU,1098,102,79,51,1.89
2025-09-28,Email,Desktop,US,261,30,16,10,0.73
2025-09-28,Direct,Mobile,AU,1049,88,68,48,1.49
2025-09-28,Direct,Desktop,AU,484,69,46,30,0.45
2025-09-29,Paid Search,Mobile,US,989,82,55,29,0.36
2025-09-29,Paid Search,Desktop,US,691,63,49,22,0.69
2025-09-29,Paid Social,Mobile,AU,542,75,60,28,0.67
2025-09-29,Paid Social,Desktop,US,524,39,30,15,1.78
2025-09-29,Organic Search,Mobile,US,1200,115,93,49,1.51
2025-09-29,Organic Search,Desktop,AU,563,55,30,14,0.75
2025-09-29,Email,Mobile,DE,721,57,32,18,1.62
2025-09-29,Email,Desktop,US,702,62,44,27,1.61
2025-09-29,Direct,Mobile,AU,851,92,66,32,1.63
2025-09-29,Direct,Desktop,US,599,45,33,21,1.27
2025-09-30,Paid Search,Mobile,US,993,103,78,40,1.25
2025-09-30,Paid Search,Desktop,CA,978,145,81,56,0.98
2025-09-30,Paid Social,Mobile,AU,977,108,69,45,0.49
2025-09-30,Paid Social,Desktop,CA,747,84,60,41,0.36
2025-09-30,Organic Search,Mobile,UK,914,78,49,27,1.59
2025-09-30,Organic Search,Desktop,CA,642,76,59,33,0.53
2025-09-30,Email,Mobile,DE,1029,87,70,32,1.82
2025-09-30,Email,Desktop,DE,891,88,65,37,1.79
2025-09-30,Direct,Mobile,US,1137,98,78,49,1.02
2025-09-30,Direct,Desktop,UK,790,115,75,46,0.45
2025-10-01,Paid Search,Mobile,DE,907,116,78,38,1.22
2025-10-01,Paid Search,Desktop,AU,733,107,70,44,1.26
2025-10-01,Paid Social,Mobile,AU,816,74,53,25,0.71
2025-10-01,Paid Social,Desktop,DE,471,60,37,17,0.73
2025-10-01,Organic Search,Mobile,DE,1467,165,112,71,1.81
2025-10-01,Organic Search,Desktop,CA,531,58,43,30,1.41
2025-10-01,Email,Mobile,CA,1226,108,79,51,0.75
2025-10-01,Email,Desktop,AU,458,61,34,17,0.39
2025-10-01,Direct,Mobile,AU,814,111,85,39,1.85
2025-10-01,Direct,Desktop,AU,743,83,58,29,1.13
2025-10-02,Paid Search,Mobile,US,645,95,53,26,0.55
2025-10-02,Paid Search,Desktop,CA,844,114,74,50,1.0
2025-10-02,Paid Social,Mobile,DE,598,50,30,19,1.05
2025-10-02,Paid Social,Desktop,US,670,64,46,32,0.86
2025-10-02,Organic Search,Mobile,US,975,131,90,45,1.94
2025-10-02,Organic Search,Desktop,UK,1081,95,60,42,1.91
2025-10-02,Email,Mobile,UK,823,117,77,40,1.81
2025-10-02,Email,Desktop,US,645,50,27,15,0.92
2025-10-02,Direct,Mobile,US,985,96,62,37,1.47
2025-10-02,Direct,Desktop,DE,676,48,33,22,1.42
2025-10-03,Paid Search,Mobile,UK,630,92,72,34,1.58
2025-10-03,Paid Search,Desktop,AU,741,68,40,27,0.4
2025-10-03,Paid Social,Mobile,US,441,63,40,23,0.68
2025-10-03,Paid Social,Desktop,AU,585,79,44,20,1.75
2025-10-03,Organic Search,Mobile,CA,1317,157,99,61,0.51
2025-10-03,Organic Search,Desktop,DE,777,91,50,31,1.78
2025-10-03,Email,Mobile,UK,736,108,72,43,1.46
2025-10-03,Email,Desktop,CA,576,64,43,25,0.61
2025-10-03,Direct,Mobile,DE,735,97,56,35,1.38
2025-10-03,Direct,Desktop,DE,927,98,57,39,1.48
2025-10-04,Paid Search,Mobile,DE,558,83,48,29,0.49
2025-10-04,Paid Search,Desktop,CA,929,67,49,29,1.31
2025-10-04,Paid Social,Mobile,AU,955,92,72,38,1.1
2025-10-04,Paid Social,Desktop,UK,758,57,34,20,1.16
2025-10-04,Organic Search,Mobile,CA,961,86,63,33,0.49
2025-10-04,Organic Search,Desktop,CA,883,128,77,49,1.42
2025-10-04,Email,Mobile,CA,1156,127,92,45,0.99
2025-10-04,Email,Desktop,UK,745,61,45,21,1.73
2025-10-04,Direct,Mobile,AU,1001,81,57,31,1.44
2025-10-04,Direct,Desktop,AU,417,59,35,19,0.47
2025-10-05,Paid Search,Mobile,US,572,54,38,20,0.36
2025-10-05,Paid Search,Desktop,US,773,59,38,24,1.55
2025-10-05,Paid Social,Mobile,DE,1052,141,96,58,1.76
2025-10-05,Paid Social,Desktop,DE,822,62,48,23,1.57
2025-10-05,Organic Search,Mobile,AU,960,131,104,56,0.96
2025-10-05,Organic Search,Desktop,UK,1111,81,65,41,1.61
2025-10-05,Email,Mobile,US,780,97,65,44,1.44
2025-10-05,Email,Desktop,DE,543,51,38,27,1.26
2025-10-05,Direct,Mobile,US,1198,108,67,39,1.73
2025-10-05,Direct,Desktop,DE,791,82,45,31,1.9
2025-10-06,Paid Search,Mobile,CA,1214,146,92,49,0.91
2025-10-06,Paid Search,Desktop,US,657,56,39,22,1.7
2025-10-06,Paid Social,Mobile,CA,1077,149,121,69,0.91
2025-10-06,Paid Social,Desktop,US,354,32,18,11,1.64
2025-10-06,Organic Search,Mobile,UK,951,82,66,42,0.96
2025-10-06,Organic Search,Desktop,AU,444,38,22,14,1.43
2025-10-06,Email,Mobile,AU,794,60,35,22,1.45
2025-10-06,Email,Desktop,CA,660,48,36,18,1.62
2025-10-06,Direct,Mobile,UK,931,74,46,25,0.99
2025-10-06,Direct,Desktop,CA,1056,92,52,36,1.31
2025-10-07,Paid Search,Mobile,UK,767,108,67,33,1.6
2025-10-07,Paid Search,Desktop,AU,879,114,89,59,0.67
2025-10-07,Paid Social,Mobile,CA,332,26,16,11,0.59
2025-10-07,Paid Social,Desktop,DE,831,122,91,62,1.4
2025-10-07,Organic Search,Mobile,DE,1284,129,82,41,1.68
2025-10-07,Organic Search,Desktop,AU,806,120,72,39,1.69
2025-10-07,Email,Mobile,CA,1013,72,41,25,1.48
2025-10-07,Email,Desktop,CA,792,83,67,45,0.46
2025-10-07,Direct,Mobile,AU,694,75,46,29,1.77
2025-10-07,Direct,Desktop,DE,547,65,40,28,1.34
2025-10-08,Paid Search,Mobile,CA,920,97,72,42,0.37
2025-10-08,Paid Search,Desktop,CA,809,68,45,23,1.88
2025-10-08,Paid Social,Mobile,CA,735,81,55,29,1.21
2025-10-08,Paid Social,Desktop,UK,613,43,26,12,1.25
2025-10-08,Organic Search,Mobile,UK,1031,97,74,39,1.62
2025-10-08,Organic Search,Desktop,CA,355,48,39,19,1.47
2025-10-08,Email,Mobile,US,1177,112,84,49,1.55
2025-10-08,Email,Desktop,AU,725,69,43,29,1.95
2025-10-08,Direct,Mobile,UK,1019,107,79,36,0.72
2025-10-08,Direct,Desktop,DE,801,112,84,45,1.37
2025-10-09,Paid Search,Mobile,AU,731,68,44,27,1.87
2025-10-09,Paid Search,Desktop,DE,854,83,64,44,1.57
2025-10-09,Paid Social,Mobile,CA,920,119,79,48,0.37
2025-10-09,Paid Social,Desktop,AU,768,88,48,28,0.67
2025-10-09,Organic Search,Mobile,DE,1162,93,52,34,1.75
2025-10-09,Organic Search,Desktop,AU,886,90,62,36,0.98
2025-10-09,Email,Mobile,AU,1327,198,136,94,1.07
2025-10-09,Email,Desktop,CA,721,72,51,25,1.94
2025-10-09,Direct,Mobile,US,1175,163,113,60,0.95
2025-10-09,Direct,Desktop,AU,760,56,32,14,1.47
2025-10-10,Paid Search,Mobile,CA,584,67,44,23,1.41
2025-10-10,Paid Search,Desktop,DE,483,56,41,29,0.82
2025-10-10,Paid Social,Mobile,UK,947,107,73,37,1.35
2025-10-10,Paid Social,Desktop,UK,841,59,43,23,0.91
2025-10-10,Organic Search,Mobile,CA,823,104,70,42,0.47
2025-10-10,Organic Search,Desktop,AU,657,89,59,39,1.86
2025-10-10,Email,Mobile,AU,1004,106,62,43,0.79
2025-10-10,Email,Desktop,CA,502,69,43,25,1.17
2025-10-10,Direct,Mobile,AU,1192,133,74,49,1.8
2025-10-10,Direct,Desktop,AU,568,44,26,14,0.73
2025-10-11,Paid Search,Mobile,CA,903,106,76,36,0.57
2025-10-11,Paid Search,Desktop,AU,846,124,71,35,0.38
2025-10-11,Paid Social,Mobile,CA,573,40,30,19,0.89
2025-10-11,Paid Social,Desktop,US,1309,103,79,51,1.7
2025-10-11,Organic Search,Mobile,AU,1249,149,116,58,1.68
2025-10-11,Organic Search,Desktop,DE,565,52,37,26,0.62
2025-10-11,Email,Mobile,CA,964,110,76,47,0.68
2025-10-11,Email,Desktop,US,623,88,59,39,1.16
2025-10-11,Direct,Mobile,DE,912,82,51,34,0.4
2025-10-11,Direct,Desktop,US,998,135,82,41,0.65
2025-10-12,Paid Search,Mobile,AU,836,75,59,38,1.37
2025-10-12,Paid Search,Desktop,UK,814,107,63,32,1.19
2025-10-12,Paid Social,Mobile,CA,406,36,20,11,1.76
2025-10-12,Paid Social,Desktop,CA,1034,124,99,46,0.83
2025-10-12,Organic Search,Mobile,US,1236,142,80,49,0.75
2025-10-12,Organic Search,Desktop,DE,762,70,56,27,1.91
2025-10-12,Email,Mobile,AU,516,77,56,29,1.02
2025-10-12,Email,Desktop,DE,920,135,99,49,1.01
2025-10-12,Direct,Mobile,US,1059,134,94,61,1.58
2025-10-12,Direct,Desktop,UK,954,79,59,32,1.82
2025-10-13,Paid Search,Mobile,US,938,105,66,33,0.52
2025-10-13,Paid Search,Desktop,US,883,62,35,24,0.48
2025-10-13,Paid Social,Mobile,UK,688,90,69,44,1.28
2025-10-13,Paid Social,Desktop,US,457,37,29,19,0.48
2025-10-13,Organic Search,Mobile,AU,1254,186,118,60,0.55
2025-10-13,Organic Search,Desktop,US,781,105,83,48,1.01
2025-10-13,Email,Mobile,DE,913,101,55,31,1.14
2025-10-13,Email,Desktop,DE,737,66,51,23,1.46
2025-10-13,Direct,Mobile,AU,767,77,53,32,1.82
2025-10-13,Direct,Desktop,DE,1019,107,68,37,1.28
2025-10-14,Paid Search,Mobile,US,1059,125,82,49,1.28
2025-10-14,Paid Search,Desktop,DE,818,99,80,56,1.71
2025-10-14,Paid Social,Mobile,AU,942,69,52,27,0.71
2025-10-14,Paid Social,Desktop,US,921,73,43,23,1.93
2025-10-14,Organic Search,Mobile,UK,979,126,100,71,1.65
2025-10-14,Organic Search,Desktop,US,1067,108,80,39,0.4
2025-10-14,Email,Mobile,AU,1105,101,66,47,0.97
2025-10-14,Email,Desktop,CA,686,71,43,22,1.88
2025-10-14,Direct,Mobile,DE,725,52,37,18,1.94
2025-10-14,Direct,Desktop,CA,557,58,36,19,1.52
2025-10-15,Paid Search,Mobile,UK,949,72,51,27,1.06
2025-10-15,Paid Search,Desktop,DE,339,24,13,5,1.6
2025-10-15,Paid Social,Mobile,US,1151,117,66,37,1.46
2025-10-15,Paid Social,Desktop,AU,1115,97,58,36,1.86
2025-10-15,Organic Search,Mobile,CA,823,88,71,37,1.18
2025-10-15,Organic Search,Desktop,UK,798,62,49,26,1.05
2025-10-15,Email,Mobile,AU,1034,117,94,50,1.38
2025-10-15,Email,Desktop,UK,849,71,52,36,0.87
2025-10-15,Direct,Mobile,CA,768,107,80,54,1.76
2025-10-15,Direct,Desktop,CA,701,60,36,18,0.77
2025-10-16,Paid Search,Mobile,AU,632,86,67,39,1.07
2025-10-16,Paid Search,Desktop,DE,513,37,29,18,0.87
2025-10-16,Paid Social,Mobile,CA,1143,119,68,44,1.09
2025-10-16,Paid Social,Desktop,US,858,111,90,61,0.67
2025-10-16,Organic Search,Mobile,AU,947,84,46,25,0.59
2025-10-16,Organic Search,Desktop,US,441,55,44,29,0.65
2025-10-16,Email,Mobile,CA,923,132,87,46,1.23
2025-10-16,Email,Desktop,US,666,93,69,41,0.85
2025-10-16,Direct,Mobile,UK,528,71,44,20,0.57
2025-10-16,Direct,Desktop,AU,898,99,80,46,1.63
2025-10-17,Paid Search,Mobile,UK,735,108,70,42,0.72
2025-10-17,Paid Search,Desktop,CA,692,63,41,24,0.53
2025-10-17,Paid Social,Mobile,AU,601,61,44,21,1.24
2025-10-17,Paid Social,Desktop,AU,973,77,58,29,1.88
2025-10-17,Organic Search,Mobile,CA,120,13,9,6,0.77
2025-10-17,Organic Search,Desktop,CA,780,111,83,55,1.54
2025-10-17,Email,Mobile,UK,847,120,97,48,1.79
2025-10-17,Email,Desktop,DE,409,29,17,11,0.7
2025-10-17,Direct,Mobile,DE,610,84,54,38,1.08
2025-10-17,Direct,Desktop,US,778,62,39,23,1.17
2025-10-18,Paid Search,Mobile,DE,910,122,79,50,0.87
2025-10-18,Paid Search,Desktop,UK,1055,129,95,60,0.75
2025-10-18,Paid Social,Mobile,AU,928,73,43,23,1.14
2025-10-18,Paid Social,Desktop,DE,875,69,45,21,1.27
2025-10-18,Organic Search,Mobile,DE,976,103,66,31,0.49
2025-10-18,Organic Search,Desktop,UK,831,87,48,32,1.91
2025-10-18,Email,Mobile,US,919,129,74,47,1.8
2025-10-18,Email,Desktop,DE,655,50,34,16,1.76
2025-10-18,Direct,Mobile,AU,779,60,41,29,1.4
2025-10-18,Direct,Desktop,UK,788,104,68,33,1.14
2025-10-19,Paid Search,Mobile,US,1331,136,108,76,0.47
2025-10-19,Paid Search,Desktop,UK,666,70,48,30,1.89
2025-10-19,Paid Social,Mobile,UK,948,87,55,27,1.87
2025-10-19,Paid Social,Desktop,US,914,118,93,46,0.73
2025-10-19,Organic Search,Mobile,AU,862,106,80,51,0.72
2025-10-19,Organic Search,Desktop,DE,613,52,29,20,0.4
2025-10-19,Email,Mobile,CA,659,71,44,20,0.98
2025-10-19,Email,Desktop,US,999,106,69,44,0.82
2025-10-19,Direct,Mobile,US,357,26,19,12,1.88
2025-10-19,Direct,Desktop,CA,708,56,35,19,0.39
2025-10-20,Paid Search,Mobile,DE,537,38,23,12,1.69
2025-10-20,Paid Search,Desktop,AU,1113,143,88,49,0.61
2025-10-20,Paid Social,Mobile,AU,990,125,76,39,1.06
2025-10-20,Paid Social,Desktop,CA,729,60,35,25,0.96
2025-10-20,Organic Search,Mobile,UK,1098,146,82,48,0.67
2025-10-20,Organic Search,Desktop,CA,692,53,36,17,0.98
2025-10-20,Email,Mobile,UK,580,51,41,24,1.0
2025-10-20,Email,Desktop,DE,725,89,58,38,0.8
2025-10-20,Direct,Mobile,UK,516,74,41,24,1.25
2025-10-20,Direct,Desktop,UK,796,65,46,28,0.74
2025-10-21,Paid Search,Mobile,US,1001,134,81,44,0.5
2025-10-21,Paid Search,Desktop,AU,1043,97,59,39,1.13
2025-10-21,Paid Social,Mobile,DE,933,123,78,48,1.26
2025-10-21,Paid Social,Desktop,CA,1019,135,103,64,1.6
2025-10-21,Organic Search,Mobile,US,724,83,48,22,0.64
2025-10-21,Organic Search,Desktop,DE,125,17,12,6,1.24
2025-10-21,Email,Mobile,DE,816,71,42,29,1.93
2025-10-21,Email,Desktop,US,263,25,15,10,0.98
2025-10-21,Direct,Mobile,CA,793,104,64,34,1.39
2025-10-21,Direct,Desktop,UK,559,48,33,16,0.76
2025-10-22,Paid Search,Mobile,AU,1099,117,94,60,0.54
2025-10-22,Paid Search,Desktop,UK,893,120,70,40,1.55
2025-10-22,Paid Social,Mobile,UK,909,71,42,28,1.49
2025-10-22,Paid Social,Desktop,UK,968,122,88,60,1.24
2025-10-22,Organic Search,Mobile,AU,918,93,61,38,1.13
2025-10-22,Organic Search,Desktop,AU,922,88,52,32,0.36
2025-10-22,Email,Mobile,US,1081,103,56,28,0.41
2025-10-22,Email,Desktop,DE,769,85,50,32,0.65
2025-10-22,Direct,Mobile,CA,738,72,48,22,1.33
2025-10-22,Direct,Desktop,AU,595,53,42,26,0.42
2025-10-23,Paid Search,Mobile,CA,1247,146,110,62,0.55
2025-10-23,Paid Search,Desktop,CA,482,66,51,28,0.89
2025-10-23,Paid Social,Mobile,AU,956,76,51,24,1.76
2025-10-23,Paid Social,Desktop,AU,603,56,39,27,1.29
2025-10-23,Organic Search,Mobile,UK,971,135,80,45,1.82
2025-10-23,Organic Search,Desktop,AU,746,76,55,30,1.17
2025-10-23,Email,Mobile,US,878,125,88,60,0.95
2025-10-23,Email,Desktop,DE,1007,117,80,36,1.29
2025-10-23,Direct,Mobile,US,1122,156,99,49,1.4
2025-10-23,Direct,Desktop,DE,849,126,87,45,1.15
2025-10-24,Paid Search,Mobile,DE,799,84,62,44,0.91
2025-10-24,Paid Search,Desktop,AU,728,64,41,26,1.75
2025-10-24,Paid Social,Mobile,US,818,112,73,45,1.61
2025-10-24,Paid Social,Desktop,CA,501,47,29,18,0.74
2025-10-24,Organic Search,Mobile,CA,840,78,60,39,0.97
2025-10-24,Organic Search,Desktop,AU,869,93,65,44,0.4
2025-10-24,Email,Mobile,US,823,66,45,26,0.74
2025-10-24,Email,Desktop,CA,1036,154,90,42,1.89
2025-10-24,Direct,Mobile,DE,517,44,32,17,0.52
2025-10-24,Direct,Desktop,DE,380,31,25,12,0.78
2025-10-25,Paid Search,Mobile,CA,986,130,92,64,0.77
2025-10-25,Paid Search,Desktop,UK,817,76,46,32,0.82
2025-10-25,Paid Social,Mobile,DE,747,72,47,32,0.91
2025-10-25,Paid Social,Desktop,DE,760,66,38,21,1.7
2025-10-25,Organic Search,Mobile,DE,1088,106,85,57,0.98
2025-10-25,Organic Search,Desktop,AU,863,97,55,26,0.41
2025-10-25,Email,Mobile,AU,1302,148,111,52,1.89
2025-10-25,Email,Desktop,DE,509,61,42,26,1.37
2025-10-25,Direct,Mobile,UK,570,56,40,20,0.6
2025-10-25,Direct,Desktop,UK,993,120,75,53,1.0
2025-10-26,Paid Search,Mobile,CA,833,120,67,33,0.67
2025-10-26,Paid Search,Desktop,AU,935,74,51,34,1.67
2025-10-26,Paid Social,Mobile,UK,1221,177,125,83,1.86
2025-10-26,Paid Social,Desktop,US,457,58,44,30,0.89
2025-10-26,Organic Search,Mobile,DE,867,66,43,26,1.87
2025-10-26,Organic Search,Desktop,CA,369,34,22,13,1.89
2025-10-26,Email,Mobile,US,875,88,61,33,1.58
2025-10-26,Email,Desktop,CA,607,88,61,34,1.0
2025-10-26,Direct,Mobile,US,946,86,61,41,1.91
2025-10-26,Direct,Desktop,CA,1047,136,111,72,1.06
2025-10-27,Paid Search,Mobile,DE,823,62,46,26,0.95
2025-10-27,Paid Search,Desktop,US,837,114,78,39,0.86
2025-10-27,Paid Social,Mobile,DE,438,40,23,12,1.37
2025-10-27,Paid Social,Desktop,DE,585,41,33,22,1.53
2025-10-27,Organic Search,Mobile,US,1137,169,135,92,0.66
2025-10-27,Organic Search,Desktop,CA,493,35,22,11,0.49
2025-10-27,Email,Mobile,DE,493,50,38,20,1.81
2025-10-27,Email,Desktop,US,375,34,20,12,1.03
2025-10-27,Direct,Mobile,AU,667,77,54,35,0.63
2025-10-27,Direct,Desktop,AU,762,70,44,23,1.03
2025-10-28,Paid Search,Mobile,AU,693,57,34,17,1.76
2025-10-28,Paid Search,Desktop,UK,1073,101,56,39,1.79
2025-10-28,Paid Social,Mobile,AU,1336,179,146,75,0.51
2025-10-28,Paid Social,Desktop,CA,494,38,28,18,0.62
2025-10-28,Organic Search,Mobile,CA,562,77,44,30,1.66
2025-10-28,Organic Search,Desktop,US,710,88,60,35,1.68
2025-10-28,Email,Mobile,DE,1118,107,60,34,1.46
2025-10-28,Email,Desktop,DE,326,27,21,11,0.82
2025-10-28,Direct,Mobile,UK,702,67,52,30,0.69
2025-10-28,Direct,Desktop,DE,844,114,84,54,0.89
2025-10-29,Paid Search,Mobile,UK,813,108,69,39,0.64
2025-10-29,Paid Search,Desktop,UK,1218,169,131,61,0.87
2025-10-29,Paid Social,Mobile,CA,838,115,69,38,1.07
2025-10-29,Paid Social,Desktop,CA,1098,124,95,54,1.34
2025-10-29,Organic Search,Mobile,AU,1067,110,76,51,1.93
2025-10-29,Organic Search,Desktop,AU,449,37,24,16,1.54
2025-10-29,Email,Mobile,CA,671,67,43,20,1.25
2025-10-29,Email,Desktop,CA,650,55,42,25,1.66
2025-10-29,Direct,Mobile,UK,1010,116,89,48,1.01
2025-10-29,Direct,Desktop,CA,1132,106,64,36,1.66
2025-10-30,Paid Search,Mobile,US,1151,116,67,32,1.86
2025-10-30,Paid Search,Desktop,US,906,120,71,35,1.71
2025-10-30,Paid Social,Mobile,US,936,76,59,42,0.76
2025-10-30,Paid Social,Desktop,AU,698,50,37,25,0.63
2025-10-30,Organic Search,Mobile,US,619,88,61,28,1.44
2025-10-30,Organic Search,Desktop,UK,483,55,41,18,0.41
2025-10-30,Email,Mobile,UK,898,129,77,49,1.91
2025-10-30,Email,Desktop,UK,1024,95,73,50,0.56
2025-10-30,Direct,Mobile,CA,757,86,70,49,1.93
2025-10-30,Direct,Desktop,AU,813,119,76,47,0.83
2025-10-31,Paid Search,Mobile,UK,1081,129,93,60,1.75
2025-10-31,Paid Search,Desktop,CA,1074,136,108,58,0.63
2025-10-31,Paid Social,Mobile,UK,394,29,23,15,0.57
2025-10-31,Paid Social,Desktop,DE,608,91,57,39,1.83
2025-10-31,Organic Search,Mobile,UK,1552,130,78,54,1.54
2025-10-31,Organic Search,Desktop,AU,600,53,37,23,0.8
2025-10-31,Email,Mobile,UK,681,71,54,32,1.31
2025-10-31,Email,Desktop,CA,888,111,89,48,1.81
2025-10-31,Direct,Mobile,AU,436,37,29,20,0.79
2025-10-31,Direct,Desktop,UK,871,98,59,41,0.39
2025-11-01,Paid Search,Mobile,AU,455,54,39,22,1.23
2025-11-01,Paid Search,Desktop,AU,368,36,21,14,1.8
2025-11-01,Paid Social,Mobile,CA,943,139,113,71,1.87
2025-11-01,Paid Social,Desktop,US,1084,108,82,50,0.87
2025-11-01,Organic Search,Mobile,UK,710,93,68,37,0.44
2025-11-01,Organic Search,Desktop,DE,864,89,64,30,1.37
2025-11-01,Email,Mobile,DE,1404,158,113,73,1.1
2025-11-01,Email,Desktop,AU,804,85,50,24,1.78
2025-11-01,Direct,Mobile,AU,580,49,37,24,1.01
2025-11-01,Direct,Desktop,AU,469,45,32,15,0.42
2025-11-02,Paid Search,Mobile,AU,842,65,38,19,1.44
2025-11-02,Paid Search,Desktop,US,392,37,28,14,1.22
2025-11-02,Paid Social,Mobile,UK,1427,144,110,61,0.9
2025-11-02,Paid Social,Desktop,CA,542,51,28,18,0.55
2025-11-02,Organic Search,Mobile,UK,1199,139,78,49,0.44
2025-11-02,Organic Search,Desktop,AU,794,108,71,46,1.65
2025-11-02,Email,Mobile,US,796,111,70,42,1.74
2025-11-02,Email,Desktop,US,713,53,37,24,1.35
2025-11-02,Direct,Mobile,DE,1164,163,121,85,1.06
2025-11-02,Direct,Desktop,CA,705,56,43,26,1.32
2025-11-03,Paid Search,Mobile,UK,548,40,26,16,0.67
2025-11-03,Paid Search,Desktop,DE,615,89,62,33,1.43
2025-11-03,Paid Social,Mobile,DE,722,84,59,39,0.37
2025-11-03,Paid Social,Desktop,UK,1037,144,98,56,1.11
2025-11-03,Organic Search,Mobile,AU,775,113,89,53,0.51
2025-11-03,Organic Search,Desktop,CA,858,76,60,31,1.37
2025-11-03,Email,Mobile,UK,919,92,56,28,1.66
2025-11-03,Email,Desktop,AU,647,87,62,39,1.84
2025-11-03,Direct,Mobile,UK,1243,170,114,75,1.57
2025-11-03,Direct,Desktop,US,749,107,83,38,0.46
2025-11-04,Paid Search,Mobile,DE,1192,147,105,54,0.84
2025-11-04,Paid Search,Desktop,CA,727,58,40,24,0.9
2025-11-04,Paid Social,Mobile,CA,680,73,50,23,0.99
2025-11-04,Paid Social,Desktop,US,1239,132,105,60,1.24
2025-11-04,Organic Search,Mobile,US,845,80,64,36,0.74
2025-11-04,Organic Search,Desktop,US,1258,98,73,37,1.6
2025-11-04,Email,Mobile,UK,1322,169,110,51,0.68
2025-11-04,Email,Desktop,US,883,81,47,30,1.04
2025-11-04,Direct,Mobile,AU,1137,159,130,72,0.7
2025-11-04,Direct,Desktop,US,768,62,40,27,1.51
2025-11-05,Paid Search,Mobile,DE,793,101,58,32,1.65
2025-11-05,Paid Search,Desktop,DE,940,111,64,37,0.52
2025-11-05,Paid Social,Mobile,DE,1066,153,85,60,1.55
2025-11-05,Paid Social,Desktop,US,468,58,42,23,1.4
2025-11-05,Organic Search,Mobile,US,780,93,62,35,1.66
2025-11-05,Organic Search,Desktop,UK,415,50,39,19,0.99
2025-11-05,Email,Mobile,AU,856,85,53,28,1.32
2025-11-05,Email,Desktop,CA,719,60,33,19,0.45
2025-11-05,Direct,Mobile,UK,1204,163,105,65,1.25
2025-11-05,Direct,Desktop,DE,873,81,59,39,1.67
2025-11-06,Paid Search,Mobile,AU,1073,131,88,60,0.67
2025-11-06,Paid Search,Desktop,CA,831,58,45,27,0.7
2025-11-06,Paid Social,Mobile,UK,1056,129,85,57,1.1
2025-11-06,Paid Social,Desktop,CA,911,76,46,24,1.87
2025-11-06,Organic Search,Mobile,DE,945,138,78,42,1.86
2025-11-06,Organic Search,Desktop,UK,660,50,35,24,1.6
2025-11-06,Email,Mobile,UK,1266,112,90,50,1.92
2025-11-06,Email,Desktop,AU,688,96,76,50,1.05
2025-11-06,Direct,Mobile,DE,837,63,46,32,1.71
2025-11-06,Direct,Desktop,CA,735,108,67,41,0.83
2025-11-07,Paid Search,Mobile,UK,806,95,64,43,0.46
2025-11-07,Paid Search,Desktop,US,951,95,58,28,0.65
2025-11-07,Paid Social,Mobile,CA,895,84,51,28,1.13
2025-11-07,Paid Social,Desktop,DE,889,106,77,37,1.0
2025-11-07,Organic Search,Mobile,CA,731,62,50,33,1.49
2025-11-07,Organic Search,Desktop,DE,637,56,34,18,1.17
2025-11-07,Email,Mobile,DE,776,61,39,19,1.93
2025-11-07,Email,Desktop,AU,563,63,37,24,0.81
2025-11-07,Direct,Mobile,CA,876,104,79,45,0.55
2025-11-07,Direct,Desktop,UK,940,119,65,46,1.44
2025-11-08,Paid Search,Mobile,AU,1275,136,102,57,0.91
2025-11-08,Paid Search,Desktop,CA,800,106,58,38,1.41
2025-11-08,Paid Social,Mobile,CA,916,116,85,50,1.31
2025-11-08,Paid Social,Desktop,CA,983,129,98,69,0.73
2025-11-08,Organic Search,Mobile,UK,1213,93,53,35,1.44
2025-11-08,Organic Search,Desktop,CA,855,60,36,21,1.59
2025-11-08,Email,Mobile,DE,1001,139,98,50,0.79
2025-11-08,Email,Desktop,CA,503,69,53,27,1.27
2025-11-08,Direct,Mobile,AU,1353,110,83,50,0.83
2025-11-08,Direct,Desktop,US,807,97,60,27,1.02
2025-11-09,Paid Search,Mobile,AU,657,76,51,27,1.94
2025-11-09,Paid Search,Desktop,US,784,92,66,46,0.84
2025-11-09,Paid Social,Mobile,AU,1109,87,51,26,1.12
2025-11-09,Paid Social,Desktop,UK,830,121,75,53,0.55
2025-11-09,Organic Search,Mobile,CA,1431,164,99,69,1.06
2025-11-09,Organic Search,Desktop,AU,1092,114,66,39,0.35
2025-11-09,Email,Mobile,CA,1107,78,59,28,1.83
2025-11-09,Email,Desktop,US,720,65,51,27,1.71
2025-11-09,Direct,Mobile,UK,931,112,78,46,1.79
