order_id,order_date,customer_id,channel,device,country,subtotal,shipping,discount,order_total,payment_method
201015,2025-09-18,14765,Direct,Desktop,US,131.49,0.0,0.0,131.49,Shop Pay
201016,2026-02-03,9770,Organic Search,Mobile,AU,162.99,0.0,9.87,153.13,PayPal
201017,2025-09-04,10278,Organic Search,Desktop,US,131.13,0.0,0.0,131.13,Shop Pay
201018,2025-08-15,12212,Paid Search,Mobile,DE,79.67,0.0,5.34,74.32,Apple Pay
201019,2025-10-29,4297,Direct,Mobile,CA,90.1,0.0,9.41,80.69,Shop Pay
201020,2025-12-14,14186,Organic Search,Desktop,UK,158.95,0.0,8.28,150.67,Shop Pay
201021,2026-01-13,14228,Direct,Desktop,CA,99.79,0.0,6.94,92.85,Credit Card
201022,2025-12-20,9471,Email,Mobile,AU,131.87,0.0,0.0,131.87,Apple Pay
201023,2025-11-27,13183,Organic Search,Desktop,DE,10.09,7.63,0.8,16.93,Shop Pay
201024,2025-12-13,11286,Organic Search,Mobile,UK,189.11,0.0,0.0,189.11,Apple Pay
201025,2026-01-01,6737,Paid Social,Desktop,AU,316.26,0.0,0.0,316.26,Credit Card
201026,2025-12-08,967,Paid Search,Desktop,UK,128.72,0.0,15.11,113.6,PayPal
201027,2025-10-06,3518,Organic Search,Desktop,CA,174.43,0.0,0.0,174.43,PayPal
201028,2025-12-27,15955,Organic Search,Desktop,DE,99.01,0.0,8.52,90.49,Shop Pay
201029,2025-08-27,17386,Direct,Mobile,AU,189.19,0.0,0.0,189.19,Shop Pay
201030,2025-10-09,10610,Direct,Mobile,US,12.86,6.59,1.3,18.15,PayPal
201031,2025-09-02,1323,Email,Desktop,CA,113.28,0.0,0.0,113.28,Apple Pay
201032,2026-01-25,11784,Direct,Desktop,UK,218.16,0.0,0.0,218.16,Shop Pay
201033,2025-10-04,4573,Organic Search,Mobile,DE,186.76,0.0,17.02,169.74,Shop Pay
201034,2025-09-30,16949,Direct,Mobile,UK,176.15,0.0,0.0,176.15,Shop Pay
201035,2025-09-30,12764,Organic Search,Desktop,CA,169.72,0.0,0.0,169.72,PayPal
201036,2026-01-24,9309,Paid Social,Mobile,DE,46.68,0.0,0.0,46.68,Shop Pay
201037,2026-02-10,15652,Paid Search,Mobile,UK,105.26,0.0,4.36,100.91,Shop Pay
201038,2025-10-05,5575,Email,Desktop,US,179.92,0.0,0.0,179.92,Credit Card
201039,2025-08-24,17638,Email,Desktop,DE,104.24,0.0,5.7,98.54,Apple Pay
201040,2025-12-10,11471,Organic Search,Desktop,CA,207.68,0.0,9.78,197.91,Shop Pay
201041,2026-01-17,99,Paid Search,Mobile,US,264.95,0.0,0.0,264.95,Shop Pay
201042,2026-01-07,6341,Paid Search,Mobile,CA,166.17,0.0,0.0,166.17,Credit Card
201043,2026-01-26,13372,Direct,Mobile,DE,134.2,0.0,0.0,134.2,PayPal
201044,2026-01-08,6215,Paid Search,Mobile,CA,53.56,0.0,0.0,53.56,Shop Pay
201045,2026-01-24,7429,Organic Search,Desktop,DE,171.64,0.0,0.0,171.64,Shop Pay
201046,2025-12-16,14398,Paid Social,Mobile,US,143.83,0.0,14.25,129.59,PayPal
201047,2025-11-08,9388,Direct,Desktop,AU,136.34,0.0,14.82,121.52,Credit Card
201048,2025-11-19,2228,Paid Search,Desktop,US,155.58,0.0,0.0,155.58,Apple Pay
201049,2025-10-03,12812,Organic Search,Desktop,US,27.78,7.72,0.85,34.65,Credit Card
201050,2025-11-29,8271,Paid Search,Mobile,CA,221.95,0.0,13.73,208.22,Apple Pay
201051,2025-10-29,16992,Paid Social,Desktop,AU,238.74,0.0,0.0,238.74,Apple Pay
201052,2025-11-02,6818,Paid Search,Desktop,UK,184.7,0.0,17.79,166.9,PayPal
201053,2025-10-15,12348,Paid Social,Mobile,US,111.12,0.0,7.88,103.25,Apple Pay
201054,2025-10-20,11194,Direct,Desktop,UK,172.59,0.0,7.1,165.5,Credit Card
201055,2025-09-30,2775,Paid Social,Mobile,CA,133.63,0.0,10.03,123.61,PayPal
201056,2026-01-21,4186,Paid Social,Mobile,AU,136.01,0.0,0.0,136.01,Credit Card
201057,2025-12-29,3074,Paid Social,Mobile,UK,187.63,0.0,0.0,187.63,Credit Card
201058,2026-02-06,17971,Email,Mobile,UK,200.65,0.0,21.64,179.01,PayPal
201059,2026-01-10,10331,Direct,Mobile,US,39.78,7.43,2.9,44.31,Credit Card
201060,2025-09-08,928,Paid Search,Desktop,CA,254.81,0.0,0.0,254.81,Shop Pay
201061,2026-01-16,6181,Direct,Mobile,US,147.5,0.0,0.0,147.5,Credit Card
201062,2025-12-01,16428,Paid Social,Mobile,UK,82.62,0.0,0.0,82.62,Apple Pay
201063,2025-12-26,4285,Email,Mobile,CA,92.79,0.0,0.0,92.79,Apple Pay
201064,2026-02-05,11408,Email,Mobile,CA,226.2,0.0,0.0,226.2,Credit Card
201065,2026-02-06,17187,Email,Desktop,UK,104.97,0.0,0.0,104.97,Apple Pay
201066,2025-11-10,2022,Paid Search,Desktop,DE,198.09,0.0,0.0,198.09,Credit Card
201067,2025-12-29,10723,Paid Social,Mobile,DE,141.82,0.0,0.0,141.82,PayPal
201068,2025-11-10,17594,Direct,Mobile,CA,330.94,0.0,19.61,311.33,Credit Card
201069,2025-12-04,2027,Direct,Mobile,CA,266.37,0.0,0.0,266.37,Apple Pay
201070,2025-09-02,5088,Organic Search,Desktop,US,194.96,0.0,0.0,194.96,Shop Pay
201071,2025-08-30,3889,Direct,Mobile,AU,200.92,0.0,17.47,183.45,Credit Card
201072,2026-02-06,6581,Organic Search,Mobile,CA,131.77,0.0,0.0,131.77,Apple Pay
201073,2025-10-31,4797,Direct,Mobile,DE,49.67,0.0,0.0,49.67,Credit Card
201074,2025-09-14,9211,Paid Search,Mobile,CA,250.31,0.0,0.0,250.31,Shop Pay
201075,2025-11-07,14801,Email,Desktop,DE,53.55,0.0,0.0,53.55,Apple Pay
201076,2025-10-15,17641,Direct,Desktop,AU,56.16,0.0,3.07,53.09,PayPal
201077,2025-12-25,8314,Paid Social,Desktop,CA,18.37,7.75,0.0,26.12,Shop Pay
201078,2025-09-18,10251,Email,Desktop,DE,218.01,0.0,17.66,200.35,PayPal
201079,2026-02-08,16020,Direct,Mobile,UK,147.05,0.0,10.96,136.09,Apple Pay
201080,2025-11-22,1324,Paid Social,Desktop,DE,47.14,5.22,3.49,48.88,PayPal
201081,2025-11-13,9971,Direct,Desktop,CA,149.23,0.0,0.0,149.23,PayPal
201082,2026-01-13,12987,Paid Search,Desktop,CA,39.75,5.87,0.0,45.62,Apple Pay
201083,2025-10-17,11248,Organic Search,Desktop,CA,50.44,6.84,0.0,57.28,Apple Pay
201084,2025-11-16,12229,Organic Search,Desktop,UK,142.1,0.0,0.0,142.1,Shop Pay
201085,2025-11-16,12168,Paid Social,Mobile,DE,167.51,0.0,0.0,167.51,PayPal
201086,2026-02-08,14935,Paid Search,Mobile,CA,129.3,0.0,9.67,119.63,PayPal
201087,2025-12-07,8023,Paid Search,Desktop,CA,46.45,7.31,0.0,53.76,Shop Pay
201088,2025-12-31,3760,Paid Social,Mobile,DE,189.72,0.0,0.0,189.72,PayPal
201089,2025-10-18,16895,Organic Search,Desktop,US,73.12,0.0,0.0,73.12,PayPal
201090,2025-11-15,4180,Paid Social,Desktop,CA,35.72,0.0,4.18,31.54,Credit Card
201091,2025-10-10,11139,Email,Desktop,UK,24.22,5.26,0.0,29.48,PayPal
201092,2025-12-10,4903,Email,Mobile,DE,84.85,0.0,0.0,84.85,Apple Pay
201093,2025-10-26,6201,Paid Search,Mobile,UK,195.84,0.0,0.0,195.84,Shop Pay
201094,2025-10-24,2977,Organic Search,Desktop,UK,46.46,0.0,0.0,46.46,Credit Card
201095,2025-11-24,1227,Paid Search,Mobile,UK,150.85,0.0,13.66,137.19,PayPal
201096,2025-09-14,11787,Direct,Mobile,AU,231.38,0.0,0.0,231.38,Credit Card
201097,2025-09-18,3203,Direct,Mobile,UK,99.22,0.0,0.0,99.22,Credit Card
201098,2025-11-16,13818,Paid Social,Desktop,CA,182.35,0.0,0.0,182.35,Credit Card
201099,2025-12-04,13377,Organic Search,Desktop,US,106.4,0.0,5.44,100.96,Shop Pay
201100,2026-02-01,1219,Direct,Mobile,US,240.78,0.0,0.0,240.78,Apple Pay
201101,2025-11-24,11784,Organic Search,Desktop,CA,89.18,0.0,10.7,78.49,Apple Pay
201102,2025-11-14,2049,Paid Search,Mobile,UK,53.16,0.0,0.0,53.16,Apple Pay
201103,2026-01-03,6964,Direct,Mobile,US,106.26,0.0,10.0,96.26,Apple Pay
201104,2025-10-14,3353,Paid Search,Mobile,DE,178.49,0.0,20.1,158.39,Shop Pay
201105,2025-10-05,17919,Paid Social,Mobile,US,125.62,0.0,0.0,125.62,Credit Card
201106,2025-12-15,9311,Paid Social,Mobile,UK,212.76,0.0,14.46,198.29,PayPal
201107,2025-08-19,10771,Organic Search,Desktop,DE,198.71,0.0,0.0,198.71,Credit Card
201108,2025-12-07,2185,Paid Social,Desktop,AU,22.13,7.97,2.04,28.06,Apple Pay
201109,2025-08-29,15257,Paid Social,Desktop,CA,46.49,7.53,2.4,51.62,Shop Pay
201110,2025-10-08,4347,Direct,Desktop,DE,204.95,0.0,0.0,204.95,Shop Pay
201111,2025-10-14,16373,Direct,Desktop,DE,212.76,0.0,0.0,212.76,Shop Pay
201112,2025-10-09,8553,Paid Social,Desktop,CA,178.87,0.0,0.0,178.87,Credit Card
201113,2025-09-05,1200,Organic Search,Desktop,AU,32.57,6.31,0.0,38.87,Apple Pay
201114,2025-12-02,17348,Direct,Desktop,CA,194.79,0.0,14.28,180.51,Apple Pay
201115,2026-01-31,12504,Email,Desktop,CA,63.25,0.0,0.0,63.25,Credit Card
201116,2025-10-20,15837,Direct,Mobile,DE,266.88,0.0,0.0,266.88,Shop Pay
201117,2025-12-08,6204,Organic Search,Mobile,US,151.38,0.0,9.13,142.26,Apple Pay
201118,2025-12-22,3814,Paid Search,Mobile,CA,162.02,0.0,0.0,162.02,Shop Pay
201119,2026-01-07,3016,Organic Search,Desktop,CA,26.11,7.99,2.77,31.32,PayPal
201120,2025-10-05,542,Organic Search,Mobile,DE,67.34,0.0,0.0,67.34,Shop Pay
201121,2026-01-04,13998,Paid Social,Desktop,UK,265.66,0.0,8.31,257.34,Credit Card
201122,2026-02-02,11157,Paid Social,Desktop,AU,26.54,6.67,0.0,33.21,Apple Pay
201123,2025-12-01,13712,Organic Search,Mobile,CA,211.85,0.0,0.0,211.85,Apple Pay
201124,2025-12-23,12858,Email,Mobile,AU,72.94,0.0,7.9,65.03,Shop Pay
201125,2025-11-22,9497,Paid Search,Mobile,DE,79.23,0.0,0.0,79.23,PayPal
201126,2025-12-05,1925,Paid Social,Mobile,DE,158.83,0.0,17.42,141.41,Shop Pay
201127,2025-12-26,15037,Organic Search,Mobile,CA,13.28,5.12,0.0,18.4,PayPal
201128,2026-01-11,5917,Paid Search,Desktop,AU,10.81,7.9,0.93,17.77,Credit Card
201129,2025-12-07,8306,Direct,Mobile,AU,301.6,0.0,0.0,301.6,Shop Pay
201130,2026-01-28,14630,Email,Mobile,AU,135.62,0.0,13.21,122.41,Credit Card
201131,2025-08-22,8911,Organic Search,Desktop,DE,20.06,5.05,2.04,23.06,Shop Pay
201132,2025-10-31,15787,Email,Mobile,UK,79.89,0.0,0.0,79.89,PayPal
201133,2025-09-11,12204,Paid Search,Desktop,UK,228.69,0.0,0.0,228.69,Shop Pay
201134,2025-11-01,5519,Organic Search,Mobile,CA,21.17,6.06,0.0,27.23,PayPal
201135,2025-10-26,17370,Organic Search,Mobile,CA,98.78,0.0,0.0,98.78,Shop Pay
201136,2026-01-30,8129,Paid Social,Desktop,AU,64.76,0.0,4.91,59.85,PayPal
201137,2025-11-14,2857,Email,Desktop,DE,63.89,0.0,0.0,63.89,Shop Pay
201138,2025-08-17,1968,Paid Search,Mobile,UK,213.34,0.0,0.0,213.34,Shop Pay
201139,2025-09-11,2584,Organic Search,Desktop,AU,40.15,6.03,0.0,46.18,Apple Pay
201140,2025-10-07,8068,Organic Search,Desktop,US,201.89,0.0,0.0,201.89,PayPal
201141,2025-12-04,15670,Paid Social,Desktop,DE,148.73,0.0,0.0,148.73,Apple Pay
201142,2025-12-17,7255,Paid Search,Mobile,DE,107.84,0.0,0.0,107.84,Shop Pay
201143,2025-12-13,13589,Direct,Desktop,CA,218.65,0.0,0.0,218.65,Shop Pay
201144,2026-01-15,8124,Direct,Desktop,US,274.55,0.0,0.0,274.55,PayPal
201145,2025-11-11,1490,Direct,Desktop,AU,227.21,0.0,0.0,227.21,Credit Card
201146,2025-12-19,4612,Paid Search,Desktop,US,55.39,0.0,0.0,55.39,Shop Pay
201147,2025-10-11,3343,Paid Social,Desktop,UK,88.44,0.0,3.76,84.68,Credit Card
201148,2026-01-10,9097,Email,Mobile,AU,167.68,0.0,11.3,156.38,Apple Pay
201149,2026-01-05,4540,Paid Social,Mobile,US,45.1,0.0,0.0,45.1,Credit Card
201150,2026-01-21,16350,Organic Search,Desktop,CA,199.14,0.0,0.0,199.14,Credit Card
201151,2025-09-02,8552,Email,Desktop,UK,220.1,0.0,14.59,205.51,Apple Pay
201152,2025-08-20,14745,Direct,Desktop,AU,140.72,0.0,0.0,140.72,PayPal
201153,2026-01-06,1407,Paid Search,Desktop,DE,111.15,0.0,0.0,111.15,Apple Pay
201154,2025-10-01,10815,Paid Social,Mobile,AU,159.96,0.0,0.0,159.96,Credit Card
201155,2025-08-19,8347,Paid Social,Mobile,US,51.31,6.27,0.0,57.58,Shop Pay
201156,2025-11-16,17331,Organic Search,Mobile,CA,92.3,0.0,0.0,92.3,Apple Pay
201157,2026-01-21,5255,Paid Social,Desktop,CA,197.72,0.0,0.0,197.72,Apple Pay
201158,2025-08-16,12968,Direct,Mobile,CA,204.41,0.0,11.97,192.44,PayPal
201159,2025-09-02,5872,Paid Search,Desktop,US,58.38,7.16,0.0,65.54,Credit Card
201160,2025-11-16,4220,Paid Social,Mobile,US,247.51,0.0,21.24,226.26,PayPal
201161,2026-01-26,15630,Organic Search,Mobile,UK,428.99,0.0,0.0,428.99,Credit Card
201162,2025-10-10,5649,Direct,Mobile,US,19.98,5.83,2.22,23.6,PayPal
201163,2025-12-27,13920,Paid Search,Mobile,UK,153.95,0.0,0.0,153.95,PayPal
201164,2025-12-01,16199,Paid Social,Mobile,US,65.88,0.0,2.3,63.58,Shop Pay
201165,2025-08-21,13542,Direct,Mobile,DE,83.24,0.0,0.0,83.24,Credit Card
201166,2026-01-21,3514,Paid Social,Desktop,DE,174.58,0.0,9.12,165.47,Credit Card
201167,2025-11-01,5792,Email,Mobile,US,171.07,0.0,0.0,171.07,Apple Pay
201168,2025-10-03,7331,Paid Social,Mobile,AU,53.47,0.0,1.61,51.86,Apple Pay
201169,2025-10-01,5545,Direct,Mobile,DE,127.88,0.0,11.69,116.19,PayPal
201170,2026-01-26,1424,Direct,Desktop,AU,181.02,0.0,15.94,165.08,Apple Pay
201171,2025-08-16,15255,Paid Search,Mobile,AU,153.29,0.0,7.12,146.17,Apple Pay
201172,2025-09-05,8149,Paid Social,Desktop,DE,133.24,0.0,6.82,126.42,Credit Card
201173,2025-10-05,7562,Paid Search,Mobile,CA,151.25,0.0,0.0,151.25,Credit Card
201174,2026-01-24,7943,Email,Desktop,CA,150.58,0.0,13.09,137.49,Shop Pay
201175,2025-12-08,11457,Organic Search,Mobile,AU,173.5,0.0,0.0,173.5,Apple Pay
201176,2025-08-19,14957,Email,Mobile,UK,141.36,0.0,0.0,141.36,Credit Card
201177,2025-11-16,911,Paid Social,Desktop,UK,96.19,0.0,11.02,85.17,PayPal
201178,2025-12-22,8219,Paid Social,Mobile,AU,116.34,0.0,6.82,109.52,PayPal
201179,2025-12-12,15221,Organic Search,Desktop,CA,157.56,0.0,17.4,140.16,Apple Pay
201180,2026-01-11,17631,Paid Social,Desktop,US,65.66,0.0,0.0,65.66,PayPal
201181,2026-01-29,337,Paid Search,Mobile,US,54.73,0.0,0.0,54.73,PayPal
201182,2026-01-28,7377,Paid Social,Desktop,US,34.1,5.89,1.6,38.4,Shop Pay
201183,2026-02-01,3188,Direct,Desktop,CA,211.37,0.0,0.0,211.37,Apple Pay
201184,2025-12-28,792,Paid Search,Mobile,US,114.72,0.0,6.93,107.79,Credit Card
201185,2026-01-30,8113,Email,Desktop,CA,158.65,0.0,17.97,140.68,Apple Pay
201186,2025-12-30,9966,Paid Search,Mobile,DE,95.73,0.0,3.93,91.8,PayPal
201187,2026-01-31,16459,Paid Social,Mobile,UK,334.75,0.0,0.0,334.75,Apple Pay
201188,2026-01-28,3459,Email,Mobile,UK,225.48,0.0,16.35,209.14,Shop Pay
201189,2025-10-10,5032,Organic Search,Desktop,AU,95.51,0.0,0.0,95.51,Credit Card
201190,2025-08-24,7105,Paid Search,Desktop,AU,244.42,0.0,0.0,244.42,PayPal
201191,2026-01-02,12181,Paid Search,Mobile,DE,283.87,0.0,0.0,283.87,Credit Card
201192,2025-10-06,1845,Email,Desktop,DE,27.5,6.79,0.0,34.29,Shop Pay
201193,2025-10-06,11745,Paid Social,Desktop,US,146.82,0.0,0.0,146.82,Credit Card
201194,2026-01-15,5397,Direct,Mobile,DE,45.63,7.95,0.0,53.59,Credit Card
201195,2026-01-08,666,Paid Search,Mobile,DE,369.58,0.0,0.0,369.58,Apple Pay
201196,2025-10-30,8386,Paid Search,Mobile,CA,115.03,0.0,0.0,115.03,Apple Pay
201197,2025-09-21,9620,Direct,Desktop,UK,24.07,6.98,1.32,29.74,Apple Pay
201198,2025-08-29,202,Direct,Mobile,AU,39.12,7.72,0.0,46.84,Shop Pay
201199,2025-11-11,2770,Paid Search,Mobile,DE,95.08,0.0,0.0,95.08,Credit Card
201200,2025-10-28,13697,Email,Desktop,UK,172.48,0.0,0.0,172.48,Credit Card
201201,2025-12-22,7690,Email,Desktop,US,133.15,0.0,0.0,133.15,PayPal
201202,2025-09-09,8863,Direct,Mobile,US,141.99,0.0,0.0,141.99,Credit Card
201203,2026-01-01,11357,Paid Social,Mobile,US,124.37,0.0,7.15,117.22,Apple Pay
201204,2026-02-10,16028,Paid Search,Desktop,AU,49.47,5.41,2.83,52.05,Credit Card
201205,2025-10-02,8099,Email,Desktop,AU,85.76,0.0,0.0,85.76,Shop Pay
201206,2025-10-24,17293,Email,Desktop,AU,107.27,0.0,0.0,107.27,Apple Pay
201207,2025-10-10,9916,Paid Search,Desktop,UK,32.2,5.03,0.0,37.23,Shop Pay
201208,2025-12-21,15482,Email,Desktop,US,52.58,0.0,0.0,52.58,PayPal
201209,2025-12-02,13623,Paid Search,Desktop,AU,159.37,0.0,0.0,159.37,Credit Card
201210,2025-10-19,17628,Paid Search,Mobile,AU,106.55,0.0,0.0,106.55,Shop Pay
201211,2025-11-16,6650,Email,Mobile,UK,100.21,0.0,0.0,100.21,Apple Pay
201212,2025-12-13,2925,Organic Search,Desktop,AU,89.36,0.0,0.0,89.36,Credit Card
201213,2025-09-07,14753,Paid Search,Mobile,US,26.25,7.15,1.08,32.32,Shop Pay
201214,2025-09-07,16098,Paid Social,Desktop,US,166.26,0.0,0.0,166.26,Apple Pay
201215,2025-11-21,23,Direct,Desktop,CA,65.53,0.0,0.0,65.53,Shop Pay
201216,2026-01-17,5641,Direct,Desktop,DE,183.62,0.0,0.0,183.62,Credit Card
201217,2026-01-11,11652,Direct,Desktop,UK,159.4,0.0,0.0,159.4,Shop Pay
201218,2025-12-02,17105,Paid Social,Mobile,DE,66.24,0.0,0.0,66.24,PayPal
201219,2025-10-29,15798,Paid Search,Mobile,CA,95.65,0.0,0.0,95.65,Apple Pay
201220,2025-09-03,13648,Organic Search,Desktop,DE,19.08,5.02,0.0,24.1,Credit Card
201221,2025-09-21,13665,Direct,Mobile,DE,174.0,0.0,0.0,174.0,Apple Pay
201222,2025-09-26,975,Email,Desktop,DE,55.45,0.0,0.0,55.45,PayPal
201223,2025-08-22,12050,Email,Mobile,US,98.94,0.0,0.0,98.94,Shop Pay
201224,2026-01-11,11521,Email,Mobile,UK,51.35,0.0,0.0,51.35,PayPal
201225,2025-08-26,9076,Email,Mobile,UK,13.71,7.35,0.0,21.06,Credit Card
201226,2025-09-08,14241,Paid Social,Desktop,AU,173.39,0.0,7.76,165.64,Shop Pay
201227,2025-12-18,9351,Direct,Mobile,UK,55.01,0.0,2.15,52.86,Apple Pay
201228,2026-01-03,4037,Paid Search,Mobile,UK,199.98,0.0,0.0,199.98,Apple Pay
201229,2026-01-21,3932,Direct,Mobile,UK,167.47,0.0,0.0,167.47,Credit Card
201230,2026-01-28,11084,Organic Search,Mobile,UK,51.18,0.0,4.89,46.29,Apple Pay
201231,2025-11-16,17435,Paid Social,Mobile,AU,242.31,0.0,21.4,220.91,PayPal
201232,2025-11-11,3164,Paid Social,Desktop,UK,106.22,0.0,0.0,106.22,Credit Card
201233,2025-10-10,12510,Organic Search,Desktop,DE,23.0,7.08,0.0,30.08,Credit Card
201234,2025-09-19,1524,Paid Search,Mobile,CA,268.88,0.0,23.78,245.1,Shop Pay
201235,2025-10-05,12611,Organic Search,Mobile,DE,337.65,0.0,0.0,337.65,Shop Pay
201236,2026-01-17,8397,Email,Mobile,AU,317.39,0.0,0.0,317.39,Apple Pay
201237,2026-01-18,1802,Organic Search,Desktop,AU,122.61,0.0,9.59,113.02,Apple Pay
201238,2026-01-27,1294,Organic Search,Desktop,AU,120.36,0.0,0.0,120.36,Shop Pay
201239,2025-10-07,3742,Direct,Mobile,UK,203.3,0.0,0.0,203.3,Shop Pay
201240,2025-09-05,15950,Paid Social,Mobile,US,148.91,0.0,10.57,138.34,Apple Pay
201241,2025-12-23,4478,Paid Social,Mobile,AU,178.31,0.0,0.0,178.31,Credit Card
201242,2026-01-17,14283,Direct,Mobile,DE,124.3,0.0,8.59,115.71,Shop Pay
201243,2025-12-28,9154,Paid Social,Desktop,AU,150.63,0.0,14.65,135.98,Shop Pay
201244,2025-11-02,16089,Paid Search,Mobile,CA,69.19,0.0,2.93,66.25,PayPal
201245,2025-10-27,7182,Organic Search,Desktop,DE,66.42,0.0,0.0,66.42,Shop Pay
201246,2025-11-10,16195,Organic Search,Mobile,AU,230.48,0.0,0.0,230.48,Shop Pay
201247,2025-11-15,17441,Direct,Desktop,US,204.26,0.0,0.0,204.26,Shop Pay
201248,2026-01-11,1557,Paid Social,Mobile,CA,95.4,0.0,0.0,95.4,Apple Pay
201249,2025-10-27,12437,Direct,Mobile,DE,50.26,0.0,0.0,50.26,Apple Pay
201250,2025-11-23,426,Direct,Mobile,US,286.99,0.0,20.6,266.39,PayPal
201251,2025-11-17,17106,Organic Search,Mobile,CA,261.84,0.0,0.0,261.84,PayPal
201252,2026-01-29,8092,Paid Social,Mobile,DE,143.58,0.0,9.13,134.45,Apple Pay
201253,2025-09-06,6572,Paid Search,Desktop,US,38.24,6.38,1.8,42.82,Apple Pay
201254,2025-09-18,3590,Paid Social,Mobile,CA,209.16,0.0,0.0,209.16,PayPal
201255,2026-01-31,8657,Paid Search,Mobile,DE,249.34,0.0,0.0,249.34,Credit Card
201256,2025-10-18,8984,Paid Search,Mobile,AU,124.17,0.0,0.0,124.17,Shop Pay
201257,2025-10-20,1085,Paid Search,Mobile,CA,360.56,0.0,0.0,360.56,Apple Pay
201258,2025-12-14,17239,Organic Search,Desktop,US,80.2,0.0,9.14,71.06,Apple Pay
201259,2025-10-08,5755,Organic Search,Desktop,DE,366.27,0.0,20.14,346.12,Shop Pay
201260,2025-11-10,6622,Email,Mobile,DE,139.48,0.0,4.82,134.66,Apple Pay
201261,2026-01-16,2499,Direct,Mobile,CA,119.65,0.0,0.0,119.65,Shop Pay
201262,2025-10-03,14421,Email,Mobile,DE,146.45,0.0,0.0,146.45,Credit Card
201263,2025-10-08,6353,Paid Search,Mobile,AU,71.21,0.0,0.0,71.21,Apple Pay
201264,2026-01-14,1345,Paid Social,Desktop,DE,259.62,0.0,13.65,245.97,Shop Pay
201265,2025-12-17,8607,Organic Search,Mobile,AU,60.85,0.0,0.0,60.85,PayPal
201266,2025-12-23,7504,Email,Mobile,DE,89.0,0.0,5.87,83.12,PayPal
201267,2025-11-27,13539,Paid Search,Mobile,CA,128.81,0.0,0.0,128.81,Shop Pay
201268,2025-12-06,17042,Paid Search,Desktop,CA,190.65,0.0,0.0,190.65,Credit Card
201269,2025-09-02,317,Email,Mobile,US,102.34,0.0,3.9,98.44,Credit Card
201270,2025-09-13,17297,Organic Search,Mobile,CA,228.47,0.0,0.0,228.47,Apple Pay
201271,2026-02-05,2956,Email,Desktop,US,108.43,0.0,4.99,103.45,Shop Pay
201272,2026-01-27,11765,Organic Search,Mobile,US,139.25,0.0,0.0,139.25,Apple Pay
201273,2025-12-26,9545,Organic Search,Desktop,DE,170.39,0.0,15.01,155.37,Apple Pay
201274,2025-09-15,15767,Organic Search,Mobile,US,196.16,0.0,0.0,196.16,PayPal
201275,2025-08-26,1593,Email,Mobile,AU,140.96,0.0,0.0,140.96,Credit Card
201276,2025-09-04,15827,Direct,Mobile,AU,169.57,0.0,0.0,169.57,Shop Pay
201277,2025-10-12,11160,Direct,Desktop,DE,260.83,0.0,8.61,252.21,Apple Pay
201278,2025-11-08,5907,Direct,Desktop,DE,138.07,0.0,0.0,138.07,Apple Pay
201279,2025-09-13,5484,Email,Desktop,AU,65.0,0.0,0.0,65.0,Apple Pay
201280,2025-08-19,2625,Direct,Desktop,AU,30.13,7.93,0.0,38.06,Shop Pay
201281,2025-10-09,15898,Paid Search,Mobile,US,111.64,0.0,0.0,111.64,Credit Card
201282,2025-09-08,2659,Organic Search,Mobile,CA,118.43,0.0,0.0,118.43,Credit Card
201283,2026-01-04,4088,Direct,Mobile,AU,145.45,0.0,0.0,145.45,Credit Card
201284,2025-09-10,677,Paid Social,Desktop,DE,103.76,0.0,0.0,103.76,Apple Pay
201285,2026-01-22,4649,Organic Search,Mobile,DE,398.6,0.0,21.77,376.84,Credit Card
201286,2025-09-08,11048,Paid Search,Mobile,US,42.3,0.0,3.52,38.78,Apple Pay
201287,2025-11-25,9676,Email,Desktop,UK,29.38,7.76,1.19,35.95,Credit Card
201288,2025-12-22,3565,Email,Desktop,AU,91.4,0.0,6.24,85.16,PayPal
201289,2025-12-14,7480,Organic Search,Desktop,CA,221.51,0.0,9.65,211.86,Apple Pay
201290,2025-08-17,13761,Direct,Mobile,AU,8.84,7.23,0.0,16.06,Apple Pay
201291,2025-11-22,9368,Organic Search,Mobile,AU,69.58,0.0,5.58,64.0,Apple Pay
201292,2025-08-19,4164,Paid Search,Desktop,CA,107.44,0.0,3.52,103.93,Credit Card
201293,2025-10-01,16260,Paid Social,Mobile,AU,202.65,0.0,0.0,202.65,Apple Pay
201294,2025-12-29,5792,Paid Search,Mobile,DE,272.41,0.0,0.0,272.41,Credit Card
201295,2025-09-25,7432,Organic Search,Mobile,CA,280.62,0.0,16.84,263.79,PayPal
201296,2025-12-09,2830,Paid Social,Mobile,CA,115.55,0.0,0.0,115.55,Shop Pay
201297,2026-01-16,10125,Paid Search,Desktop,AU,157.34,0.0,0.0,157.34,Credit Card
201298,2025-11-06,15718,Paid Social,Mobile,UK,201.66,0.0,0.0,201.66,Apple Pay
201299,2025-11-29,7474,Direct,Desktop,CA,11.96,6.51,0.0,18.47,Apple Pay
201300,2025-12-21,2745,Paid Search,Desktop,US,51.26,0.0,0.0,51.26,PayPal
201301,2025-11-02,16067,Paid Search,Mobile,US,280.52,0.0,0.0,280.52,Shop Pay
201302,2025-09-18,4736,Paid Social,Mobile,US,31.4,7.35,2.74,36.01,Shop Pay
201303,2025-09-10,7037,Paid Social,Mobile,DE,106.63,0.0,0.0,106.63,Credit Card
