date,asin,sku,impressions,clicks,ad_spend,ad_orders,ad_revenue,campaign_type,match_type
2025-09-29,B0474559,SKU-0006,917,16,7.36,2,205.94,Sponsored Brands,Exact
2025-09-29,B0760123,SKU-0007,1864,23,10.74,2,133.33,Sponsored Products,Broad
2025-09-29,B0300550,SKU-0008,965,18,12.59,2,57.1,Sponsored Brands,Phrase
2025-09-29,B0565132,SKU-0009,2110,28,22.74,1,132.78,Sponsored Brands,Broad
2025-09-29,B0138771,SKU-0010,1405,15,9.58,1,85.95,Sponsored Products,Exact
2025-09-29,B0165870,SKU-0011,884,15,9.53,2,75.05,Sponsored Products,Phrase
2025-09-29,B0661462,SKU-0012,808,11,9.51,1,48.29,Sponsored Brands,Broad
2025-09-29,B0241131,SKU-0013,511,5,4.38,0,0.0,Sponsored Products,Exact
2025-09-29,B0934569,SKU-0014,2173,40,36.45,4,399.0,Sponsored Brands,Exact
2025-09-29,B0916675,SKU-0015,1644,18,16.85,1,39.97,Sponsored Brands,Broad
2025-09-30,B0673178,SKU-0001,1508,17,14.27,2,158.84,Sponsored Products,Broad
2025-09-30,B0494532,SKU-0002,2772,40,22.2,4,95.92,Sponsored Brands,Phrase
2025-09-30,B0466098,SKU-0003,1712,15,7.5,0,0.0,Sponsored Brands,Phrase
2025-09-30,B0287544,SKU-0004,1865,19,6.93,1,114.43,Sponsored Products,Exact
2025-09-30,B0444234,SKU-0005,1145,15,9.17,1,86.82,Sponsored Brands,Broad
2025-09-30,B0474559,SKU-0006,920,17,11.92,2,192.84,Sponsored Brands,Phrase
2025-09-30,B0760123,SKU-0007,1375,24,22.06,3,188.72,Sponsored Products,Phrase
2025-09-30,B0300550,SKU-0008,2644,44,17.12,5,148.45,Sponsored Brands,Exact
2025-09-30,B0565132,SKU-0009,1637,18,16.42,1,132.09,Sponsored Products,Exact
2025-09-30,B0138771,SKU-0010,484,9,4.2,0,0.0,Sponsored Brands,Broad
2025-09-30,B0165870,SKU-0011,2955,43,16.1,2,75.14,Sponsored Products,Phrase
2025-09-30,B0661462,SKU-0012,2074,17,9.39,0,0.0,Sponsored Brands,Broad
2025-09-30,B0241131,SKU-0013,2167,41,18.52,5,588.54,Sponsored Brands,Broad
2025-09-30,B0934569,SKU-0014,2596,39,23.32,6,604.89,Sponsored Brands,Exact
2025-09-30,B0916675,SKU-0015,3143,26,18.85,3,122.35,Sponsored Products,Broad
2025-10-01,B0673178,SKU-0001,1795,29,26.9,3,225.21,Sponsored Products,Phrase
2025-10-01,B0494532,SKU-0002,2633,48,26.78,3,75.51,Sponsored Brands,Exact
2025-10-01,B0466098,SKU-0003,572,7,3.27,0,0.0,Sponsored Products,Phrase
2025-10-01,B0287544,SKU-0004,1325,23,14.23,1,122.04,Sponsored Brands,Broad
2025-10-01,B0444234,SKU-0005,2799,34,17.58,3,293.5,Sponsored Products,Phrase
2025-10-01,B0474559,SKU-0006,2002,37,30.31,2,182.39,Sponsored Products,Broad
2025-10-01,B0760123,SKU-0007,1610,29,24.28,1,68.79,Sponsored Products,Broad
2025-10-01,B0300550,SKU-0008,1374,26,16.94,2,55.98,Sponsored Products,Broad
2025-10-01,B0565132,SKU-0009,1655,28,15.31,2,252.61,Sponsored Brands,Broad
2025-10-01,B0138771,SKU-0010,1565,28,24.43,4,345.59,Sponsored Brands,Exact
2025-10-01,B0165870,SKU-0011,2271,20,12.87,3,110.21,Sponsored Products,Exact
2025-10-01,B0661462,SKU-0012,871,8,4.04,1,46.46,Sponsored Brands,Phrase
2025-10-01,B0241131,SKU-0013,2023,21,17.03,1,130.38,Sponsored Products,Broad
2025-10-01,B0934569,SKU-0014,2554,34,26.28,1,94.67,Sponsored Products,Phrase
2025-10-01,B0916675,SKU-0015,2714,49,33.91,5,192.29,Sponsored Products,Phrase
2025-10-02,B0673178,SKU-0001,1223,21,12.93,3,221.34,Sponsored Products,Phrase
2025-10-02,B0494532,SKU-0002,2386,35,15.59,4,89.89,Sponsored Brands,Exact
2025-10-02,B0466098,SKU-0003,1457,28,20.89,3,55.87,Sponsored Products,Exact
2025-10-02,B0287544,SKU-0004,1639,23,21.55,2,213.33,Sponsored Brands,Phrase
2025-10-02,B0444234,SKU-0005,1597,20,15.91,1,88.9,Sponsored Brands,Exact
2025-10-02,B0474559,SKU-0006,902,9,5.09,0,0.0,Sponsored Products,Exact
2025-10-02,B0760123,SKU-0007,2721,33,26.64,3,194.65,Sponsored Products,Broad
2025-10-02,B0300550,SKU-0008,1590,31,15.75,3,87.66,Sponsored Products,Phrase
2025-10-02,B0565132,SKU-0009,2843,42,34.92,4,499.24,Sponsored Brands,Exact
2025-10-02,B0138771,SKU-0010,1132,14,7.75,2,158.71,Sponsored Brands,Broad
2025-10-02,B0165870,SKU-0011,2641,41,37.13,3,110.51,Sponsored Products,Exact
2025-10-02,B0661462,SKU-0012,2467,39,31.93,2,90.48,Sponsored Brands,Phrase
2025-10-02,B0241131,SKU-0013,2302,21,19.1,2,237.12,Sponsored Brands,Broad
2025-10-02,B0934569,SKU-0014,1738,15,6.44,1,92.1,Sponsored Products,Broad
2025-10-02,B0916675,SKU-0015,1471,26,16.15,2,76.86,Sponsored Products,Exact
2025-10-03,B0673178,SKU-0001,2196,41,34.0,5,370.57,Sponsored Brands,Phrase
2025-10-03,B0494532,SKU-0002,1691,21,12.2,2,45.74,Sponsored Brands,Broad
2025-10-03,B0466098,SKU-0003,1799,29,13.21,4,71.09,Sponsored Brands,Exact
2025-10-03,B0287544,SKU-0004,2249,43,32.6,6,648.0,Sponsored Products,Exact
2025-10-03,B0444234,SKU-0005,2710,35,25.25,2,182.62,Sponsored Products,Exact
2025-10-03,B0474559,SKU-0006,709,9,5.39,1,93.82,Sponsored Products,Broad
2025-10-03,B0760123,SKU-0007,1617,14,13.26,1,65.62,Sponsored Brands,Broad
2025-10-03,B0300550,SKU-0008,1679,24,14.64,1,30.82,Sponsored Brands,Exact
2025-10-03,B0565132,SKU-0009,1401,17,16.05,2,280.52,Sponsored Products,Exact
2025-10-03,B0138771,SKU-0010,2243,22,8.14,1,78.5,Sponsored Brands,Exact
2025-10-03,B0165870,SKU-0011,2202,30,24.47,4,148.79,Sponsored Brands,Phrase
2025-10-03,B0661462,SKU-0012,1769,26,23.83,3,138.75,Sponsored Products,Exact
2025-10-03,B0241131,SKU-0013,3311,45,19.79,6,743.03,Sponsored Brands,Exact
2025-10-03,B0934569,SKU-0014,2116,29,23.17,4,384.67,Sponsored Brands,Exact
2025-10-03,B0916675,SKU-0015,2916,30,10.76,4,166.16,Sponsored Brands,Exact
2025-10-04,B0673178,SKU-0001,3316,28,14.38,1,82.7,Sponsored Products,Exact
2025-10-04,B0494532,SKU-0002,603,8,2.82,0,0.0,Sponsored Products,Exact
2025-10-04,B0466098,SKU-0003,2485,36,27.36,4,69.48,Sponsored Products,Phrase
2025-10-04,B0287544,SKU-0004,353,6,2.35,0,0.0,Sponsored Products,Exact
2025-10-04,B0444234,SKU-0005,1740,21,18.46,2,180.46,Sponsored Brands,Broad
2025-10-04,B0474559,SKU-0006,1264,11,6.25,1,100.78,Sponsored Brands,Phrase
2025-10-04,B0760123,SKU-0007,2735,23,15.46,1,64.68,Sponsored Products,Exact
2025-10-04,B0300550,SKU-0008,2511,34,32.27,3,89.27,Sponsored Products,Exact
2025-10-04,B0565132,SKU-0009,727,12,7.81,1,132.67,Sponsored Products,Exact
2025-10-04,B0138771,SKU-0010,1920,30,16.15,3,264.35,Sponsored Brands,Exact
2025-10-04,B0165870,SKU-0011,1295,20,11.37,2,72.26,Sponsored Products,Exact
2025-10-04,B0661462,SKU-0012,1525,29,11.36,4,195.65,Sponsored Products,Exact
2025-10-04,B0241131,SKU-0013,1441,26,21.09,1,129.23,Sponsored Products,Broad
2025-10-04,B0934569,SKU-0014,1300,20,14.48,2,186.74,Sponsored Products,Phrase
2025-10-04,B0916675,SKU-0015,1307,21,12.97,2,85.67,Sponsored Products,Broad
2025-10-05,B0673178,SKU-0001,825,15,12.5,2,168.9,Sponsored Brands,Exact
2025-10-05,B0494532,SKU-0002,1539,22,13.21,1,24.24,Sponsored Brands,Broad
2025-10-05,B0466098,SKU-0003,2467,26,10.7,2,35.86,Sponsored Products,Exact
2025-10-05,B0287544,SKU-0004,1099,21,15.27,2,229.46,Sponsored Brands,Exact
2025-10-05,B0444234,SKU-0005,1027,19,17.06,1,94.35,Sponsored Brands,Broad
2025-10-05,B0474559,SKU-0006,1734,29,21.88,2,191.44,Sponsored Brands,Phrase
2025-10-05,B0760123,SKU-0007,1443,19,8.33,1,64.6,Sponsored Products,Broad
2025-10-05,B0300550,SKU-0008,1420,15,9.47,2,55.82,Sponsored Brands,Broad
2025-10-05,B0565132,SKU-0009,2254,40,31.2,5,664.68,Sponsored Brands,Broad
2025-10-05,B0138771,SKU-0010,533,10,3.96,1,84.7,Sponsored Products,Broad
2025-10-05,B0165870,SKU-0011,2113,28,16.38,3,106.99,Sponsored Brands,Phrase
2025-10-05,B0661462,SKU-0012,1576,28,24.99,3,147.78,Sponsored Products,Phrase
2025-10-05,B0241131,SKU-0013,1165,10,5.46,0,0.0,Sponsored Brands,Phrase
2025-10-05,B0934569,SKU-0014,1224,19,7.78,1,100.82,Sponsored Products,Phrase
2025-10-05,B0916675,SKU-0015,233,4,1.68,0,0.0,Sponsored Brands,Phrase
2025-10-06,B0673178,SKU-0001,1890,26,17.47,1,81.43,Sponsored Products,Exact
2025-10-06,B0494532,SKU-0002,1339,24,18.08,1,24.59,Sponsored Brands,Phrase
2025-10-06,B0466098,SKU-0003,943,16,13.39,1,18.46,Sponsored Products,Broad
2025-10-06,B0287544,SKU-0004,1272,23,20.5,2,234.58,Sponsored Products,Phrase
2025-10-06,B0444234,SKU-0005,2710,24,9.69,3,274.43,Sponsored Brands,Exact
2025-10-06,B0474559,SKU-0006,1141,16,10.21,1,98.96,Sponsored Products,Broad
2025-10-06,B0760123,SKU-0007,1760,16,7.08,1,65.78,Sponsored Brands,Phrase
2025-10-06,B0300550,SKU-0008,2142,29,25.72,2,57.28,Sponsored Products,Broad
2025-10-06,B0565132,SKU-0009,2461,40,31.56,3,406.75,Sponsored Products,Exact
2025-10-06,B0138771,SKU-0010,1838,28,18.03,2,161.99,Sponsored Brands,Exact
2025-10-06,B0165870,SKU-0011,1469,12,4.56,1,36.28,Sponsored Brands,Phrase
2025-10-06,B0661462,SKU-0012,1325,11,4.39,0,0.0,Sponsored Products,Phrase
2025-10-06,B0241131,SKU-0013,2358,36,24.48,4,496.78,Sponsored Brands,Exact
2025-10-06,B0934569,SKU-0014,2475,21,9.1,1,104.05,Sponsored Products,Exact
2025-10-06,B0916675,SKU-0015,1830,15,10.85,2,78.87,Sponsored Products,Broad
2025-10-07,B0673178,SKU-0001,2131,39,25.2,4,318.45,Sponsored Brands,Phrase
2025-10-07,B0494532,SKU-0002,1665,17,7.15,2,44.0,Sponsored Brands,Exact
2025-10-07,B0466098,SKU-0003,1190,15,8.48,2,33.24,Sponsored Brands,Exact
2025-10-07,B0287544,SKU-0004,1344,25,23.25,2,225.19,Sponsored Products,Exact
2025-10-07,B0444234,SKU-0005,1466,23,17.42,2,179.88,Sponsored Products,Broad
2025-10-07,B0474559,SKU-0006,1018,8,7.1,0,0.0,Sponsored Products,Exact
2025-10-07,B0760123,SKU-0007,2064,40,31.44,2,136.51,Sponsored Products,Phrase
2025-10-07,B0300550,SKU-0008,3043,28,20.06,2,60.61,Sponsored Products,Exact
2025-10-07,B0565132,SKU-0009,1211,12,9.15,1,125.02,Sponsored Brands,Broad
2025-10-07,B0138771,SKU-0010,722,8,5.33,0,0.0,Sponsored Brands,Exact
2025-10-07,B0165870,SKU-0011,2297,25,18.0,3,110.89,Sponsored Products,Broad
2025-10-07,B0661462,SKU-0012,2091,38,18.16,4,191.04,Sponsored Brands,Phrase
2025-10-07,B0241131,SKU-0013,1470,17,13.13,1,120.86,Sponsored Products,Exact
2025-10-07,B0934569,SKU-0014,1659,27,20.14,4,358.74,Sponsored Brands,Exact
2025-10-07,B0916675,SKU-0015,1769,18,12.12,1,38.87,Sponsored Products,Broad
2025-10-08,B0673178,SKU-0001,1281,19,17.4,0,0.0,Sponsored Products,Exact
2025-10-08,B0494532,SKU-0002,1248,24,9.43,3,71.02,Sponsored Brands,Exact
2025-10-08,B0466098,SKU-0003,2096,26,17.57,1,16.6,Sponsored Products,Phrase
2025-10-08,B0287544,SKU-0004,1249,13,5.42,1,112.22,Sponsored Brands,Exact
2025-10-08,B0444234,SKU-0005,2289,44,29.06,5,479.75,Sponsored Brands,Broad
2025-10-08,B0474559,SKU-0006,1083,10,6.58,1,94.16,Sponsored Products,Exact
2025-10-08,B0760123,SKU-0007,900,13,6.81,0,0.0,Sponsored Brands,Exact
2025-10-08,B0300550,SKU-0008,1804,26,21.57,3,89.43,Sponsored Products,Exact
2025-10-08,B0565132,SKU-0009,1799,16,12.56,1,127.31,Sponsored Products,Broad
2025-10-08,B0138771,SKU-0010,1137,10,5.57,0,0.0,Sponsored Products,Broad
2025-10-08,B0165870,SKU-0011,2918,45,24.72,4,162.61,Sponsored Brands,Broad
2025-10-08,B0661462,SKU-0012,1612,28,23.52,4,175.34,Sponsored Products,Broad
2025-10-08,B0241131,SKU-0013,1136,14,8.88,1,128.11,Sponsored Brands,Broad
2025-10-08,B0934569,SKU-0014,1960,33,28.23,2,203.14,Sponsored Brands,Exact
2025-10-08,B0916675,SKU-0015,2236,29,23.01,2,83.53,Sponsored Products,Phrase
2025-10-09,B0673178,SKU-0001,1881,23,17.97,3,221.11,Sponsored Products,Phrase
2025-10-09,B0494532,SKU-0002,2232,26,10.4,2,44.82,Sponsored Products,Broad
2025-10-09,B0466098,SKU-0003,1741,27,14.47,1,17.78,Sponsored Brands,Exact
2025-10-09,B0287544,SKU-0004,1850,16,10.87,1,106.19,Sponsored Products,Broad
2025-10-09,B0444234,SKU-0005,1568,24,13.83,1,85.3,Sponsored Brands,Phrase
2025-10-09,B0474559,SKU-0006,2489,23,14.71,1,102.58,Sponsored Brands,Broad
2025-10-09,B0760123,SKU-0007,2570,31,12.83,3,205.23,Sponsored Brands,Exact
2025-10-09,B0300550,SKU-0008,1469,22,12.38,2,60.91,Sponsored Products,Exact
2025-10-09,B0565132,SKU-0009,1722,14,7.28,1,135.42,Sponsored Brands,Exact
2025-10-09,B0138771,SKU-0010,1955,28,14.81,4,353.29,Sponsored Products,Broad
2025-10-09,B0165870,SKU-0011,2269,41,31.15,3,110.52,Sponsored Products,Exact
2025-10-09,B0661462,SKU-0012,2050,38,19.54,3,141.34,Sponsored Brands,Phrase
2025-10-09,B0241131,SKU-0013,2580,28,11.76,1,128.92,Sponsored Brands,Exact
2025-10-09,B0934569,SKU-0014,1642,29,10.23,2,195.63,Sponsored Brands,Phrase
2025-10-09,B0916675,SKU-0015,1469,27,15.48,4,173.12,Sponsored Products,Phrase
2025-10-10,B0673178,SKU-0001,1303,17,9.21,1,73.71,Sponsored Brands,Exact
2025-10-10,B0494532,SKU-0002,1854,22,18.3,1,24.37,Sponsored Brands,Phrase
2025-10-10,B0466098,SKU-0003,1311,23,11.86,2,35.06,Sponsored Brands,Broad
2025-10-10,B0287544,SKU-0004,1432,24,18.86,3,330.09,Sponsored Brands,Phrase
2025-10-10,B0444234,SKU-0005,1987,29,23.44,4,344.47,Sponsored Brands,Broad
2025-10-10,B0474559,SKU-0006,1153,21,19.58,3,298.53,Sponsored Brands,Exact
2025-10-10,B0760123,SKU-0007,1877,37,25.24,3,198.61,Sponsored Products,Broad
2025-10-10,B0300550,SKU-0008,2252,25,10.46,3,85.33,Sponsored Brands,Exact
2025-10-10,B0565132,SKU-0009,1451,17,12.5,1,140.72,Sponsored Products,Exact
2025-10-10,B0138771,SKU-0010,1394,13,11.91,1,77.3,Sponsored Products,Exact
2025-10-10,B0165870,SKU-0011,1434,20,15.83,1,39.27,Sponsored Products,Broad
2025-10-10,B0661462,SKU-0012,3050,33,24.25,2,92.44,Sponsored Brands,Exact
2025-10-10,B0241131,SKU-0013,2095,20,18.61,2,242.45,Sponsored Products,Exact
2025-10-10,B0934569,SKU-0014,2374,33,11.79,4,385.38,Sponsored Products,Broad
2025-10-10,B0916675,SKU-0015,358,3,1.63,0,0.0,Sponsored Products,Exact
2025-10-11,B0673178,SKU-0001,200,1,0.42,0,0.0,Sponsored Products,Exact
2025-10-11,B0494532,SKU-0002,1619,16,7.04,0,0.0,Sponsored Products,Exact
2025-10-11,B0466098,SKU-0003,2491,41,25.75,4,67.79,Sponsored Products,Broad
2025-10-11,B0287544,SKU-0004,2510,43,21.24,2,229.61,Sponsored Brands,Broad
2025-10-11,B0444234,SKU-0005,1057,15,11.33,1,91.26,Sponsored Products,Phrase
2025-10-11,B0474559,SKU-0006,2135,28,19.27,2,182.47,Sponsored Products,Broad
2025-10-11,B0760123,SKU-0007,1630,25,15.5,3,209.53,Sponsored Products,Phrase
2025-10-11,B0300550,SKU-0008,2622,33,17.96,4,117.98,Sponsored Brands,Phrase
2025-10-11,B0565132,SKU-0009,1744,22,9.07,1,142.87,Sponsored Brands,Exact
2025-10-11,B0138771,SKU-0010,1242,10,4.19,1,87.95,Sponsored Brands,Exact
2025-10-11,B0165870,SKU-0011,2188,37,18.54,2,78.36,Sponsored Brands,Phrase
2025-10-11,B0661462,SKU-0012,2426,28,22.36,4,177.37,Sponsored Products,Broad
2025-10-11,B0241131,SKU-0013,3348,46,39.39,3,351.02,Sponsored Brands,Phrase
2025-10-11,B0934569,SKU-0014,1906,29,22.25,1,98.71,Sponsored Products,Broad
2025-10-11,B0916675,SKU-0015,2006,22,8.81,1,39.04,Sponsored Brands,Broad
2025-10-12,B0673178,SKU-0001,1778,32,14.29,3,247.86,Sponsored Brands,Broad
2025-10-12,B0494532,SKU-0002,1686,16,6.37,1,21.93,Sponsored Brands,Phrase
2025-10-12,B0466098,SKU-0003,3013,42,24.88,5,90.31,Sponsored Brands,Exact
2025-10-12,B0287544,SKU-0004,1832,26,9.25,2,213.81,Sponsored Brands,Exact
2025-10-12,B0444234,SKU-0005,1829,17,6.3,2,182.68,Sponsored Products,Exact
2025-10-12,B0474559,SKU-0006,2395,31,15.57,3,295.06,Sponsored Products,Broad
2025-10-12,B0760123,SKU-0007,1432,12,5.74,1,63.32,Sponsored Products,Exact
2025-10-12,B0300550,SKU-0008,1796,24,11.19,1,31.98,Sponsored Products,Broad
2025-10-12,B0565132,SKU-0009,1624,16,13.26,1,131.26,Sponsored Products,Broad
2025-10-12,B0138771,SKU-0010,2765,24,9.94,3,245.36,Sponsored Products,Broad
2025-10-12,B0165870,SKU-0011,2024,26,15.03,3,111.62,Sponsored Brands,Broad
2025-10-12,B0661462,SKU-0012,2636,30,24.02,3,128.82,Sponsored Products,Broad
2025-10-12,B0241131,SKU-0013,2992,47,31.39,7,933.08,Sponsored Products,Broad
2025-10-12,B0934569,SKU-0014,890,7,2.86,0,0.0,Sponsored Products,Exact
2025-10-12,B0916675,SKU-0015,1947,24,10.62,2,80.97,Sponsored Products,Phrase
2025-10-13,B0673178,SKU-0001,1321,12,5.78,0,0.0,Sponsored Products,Broad
2025-10-13,B0494532,SKU-0002,1868,30,19.55,1,22.85,Sponsored Brands,Broad
2025-10-13,B0466098,SKU-0003,1394,17,7.28,2,33.04,Sponsored Brands,Broad
2025-10-13,B0287544,SKU-0004,2120,26,17.34,3,324.78,Sponsored Products,Phrase
2025-10-13,B0444234,SKU-0005,1631,13,11.36,1,97.24,Sponsored Products,Phrase
2025-10-13,B0474559,SKU-0006,2660,40,20.04,3,303.24,Sponsored Brands,Exact
2025-10-13,B0760123,SKU-0007,200,2,1.31,0,0.0,Sponsored Products,Exact
2025-10-13,B0300550,SKU-0008,1655,28,18.16,2,61.09,Sponsored Brands,Exact
2025-10-13,B0565132,SKU-0009,2520,40,34.34,2,254.6,Sponsored Brands,Phrase
2025-10-13,B0138771,SKU-0010,1915,15,9.42,2,167.95,Sponsored Brands,Broad
2025-10-13,B0165870,SKU-0011,2046,19,14.34,2,78.91,Sponsored Products,Phrase
2025-10-13,B0661462,SKU-0012,2188,31,14.98,2,85.25,Sponsored Products,Broad
2025-10-13,B0241131,SKU-0013,2638,34,12.42,5,645.0,Sponsored Brands,Exact
2025-10-13,B0934569,SKU-0014,2995,43,32.26,5,483.42,Sponsored Products,Broad
2025-10-13,B0916675,SKU-0015,2939,47,28.42,2,81.41,Sponsored Products,Exact
2025-10-14,B0673178,SKU-0001,1910,26,10.83,2,150.76,Sponsored Brands,Broad
2025-10-14,B0494532,SKU-0002,937,15,10.1,1,21.89,Sponsored Products,Broad
2025-10-14,B0466098,SKU-0003,1970,38,32.26,5,92.63,Sponsored Brands,Phrase
2025-10-14,B0287544,SKU-0004,2533,48,44.59,5,591.79,Sponsored Brands,Broad
2025-10-14,B0444234,SKU-0005,1921,22,16.61,2,191.28,Sponsored Products,Broad
2025-10-14,B0474559,SKU-0006,801,9,8.06,0,0.0,Sponsored Brands,Exact
2025-10-14,B0760123,SKU-0007,2138,32,28.46,2,139.99,Sponsored Brands,Broad
2025-10-14,B0300550,SKU-0008,2463,25,14.09,3,90.45,Sponsored Products,Phrase
2025-10-14,B0565132,SKU-0009,2455,24,19.93,3,389.12,Sponsored Brands,Broad
2025-10-14,B0138771,SKU-0010,2201,27,16.4,4,309.84,Sponsored Brands,Exact
2025-10-14,B0165870,SKU-0011,1628,15,13.8,2,76.97,Sponsored Brands,Broad
2025-10-14,B0661462,SKU-0012,1485,21,15.72,3,129.07,Sponsored Products,Exact
2025-10-14,B0241131,SKU-0013,2240,33,16.74,3,403.94,Sponsored Products,Exact
2025-10-14,B0934569,SKU-0014,1811,23,18.63,1,97.27,Sponsored Products,Broad
2025-10-14,B0916675,SKU-0015,1953,21,12.4,3,121.86,Sponsored Products,Phrase
2025-10-15,B0673178,SKU-0001,2237,19,11.71,1,79.49,Sponsored Brands,Broad
2025-10-15,B0494532,SKU-0002,1713,14,8.91,1,25.16,Sponsored Brands,Broad
2025-10-15,B0466098,SKU-0003,2486,28,14.96,4,68.32,Sponsored Products,Phrase
2025-10-15,B0287544,SKU-0004,574,9,8.02,0,0.0,Sponsored Brands,Phrase
2025-10-15,B0444234,SKU-0005,2221,41,23.24,2,183.73,Sponsored Brands,Broad
2025-10-15,B0474559,SKU-0006,1109,15,10.4,2,201.88,Sponsored Brands,Exact
2025-10-15,B0760123,SKU-0007,2699,49,19.8,5,360.17,Sponsored Brands,Exact
2025-10-15,B0300550,SKU-0008,1641,19,10.62,1,29.37,Sponsored Brands,Exact
2025-10-15,B0565132,SKU-0009,1195,15,8.39,1,133.32,Sponsored Brands,Broad
2025-10-15,B0138771,SKU-0010,2687,26,22.25,3,264.61,Sponsored Brands,Exact
2025-10-15,B0165870,SKU-0011,1651,24,10.12,2,71.82,Sponsored Brands,Phrase
2025-10-15,B0661462,SKU-0012,1596,28,10.05,2,91.86,Sponsored Brands,Exact
2025-10-15,B0241131,SKU-0013,2302,24,9.41,3,402.66,Sponsored Products,Broad
2025-10-15,B0934569,SKU-0014,2207,37,13.76,2,208.42,Sponsored Brands,Phrase
2025-10-15,B0916675,SKU-0015,1731,19,15.14,2,85.18,Sponsored Brands,Broad
2025-10-16,B0673178,SKU-0001,2240,31,27.62,2,146.46,Sponsored Brands,Broad
2025-10-16,B0494532,SKU-0002,1568,16,5.63,2,44.83,Sponsored Products,Broad
2025-10-16,B0466098,SKU-0003,1577,30,27.67,3,52.83,Sponsored Brands,Phrase
2025-10-16,B0287544,SKU-0004,2514,41,36.61,6,669.86,Sponsored Products,Broad
2025-10-16,B0444234,SKU-0005,1107,15,9.57,2,193.64,Sponsored Products,Broad
2025-10-16,B0474559,SKU-0006,1887,29,23.46,2,181.75,Sponsored Products,Exact
2025-10-16,B0760123,SKU-0007,2629,45,18.12,2,139.05,Sponsored Brands,Phrase
2025-10-16,B0300550,SKU-0008,1340,17,13.57,2,60.32,Sponsored Brands,Phrase
2025-10-16,B0565132,SKU-0009,2024,40,28.65,4,540.85,Sponsored Brands,Exact
2025-10-16,B0138771,SKU-0010,1611,31,17.55,1,86.56,Sponsored Brands,Phrase
2025-10-16,B0165870,SKU-0011,2357,36,29.38,5,200.65,Sponsored Products,Phrase
2025-10-16,B0661462,SKU-0012,681,8,7.42,0,0.0,Sponsored Products,Phrase
2025-10-16,B0241131,SKU-0013,762,12,7.22,1,121.59,Sponsored Brands,Broad
2025-10-16,B0934569,SKU-0014,2421,48,27.6,7,725.43,Sponsored Brands,Broad
2025-10-16,B0916675,SKU-0015,2005,17,15.97,1,40.84,Sponsored Products,Broad
2025-10-17,B0673178,SKU-0001,2111,29,11.41,3,229.0,Sponsored Brands,Broad
2025-10-17,B0494532,SKU-0002,917,9,7.79,0,0.0,Sponsored Brands,Exact
2025-10-17,B0466098,SKU-0003,2266,37,17.47,3,52.57,Sponsored Brands,Phrase
2025-10-17,B0287544,SKU-0004,3127,51,35.24,7,784.03,Sponsored Brands,Broad
2025-10-17,B0444234,SKU-0005,1699,17,11.53,2,188.65,Sponsored Products,Exact
2025-10-17,B0474559,SKU-0006,1814,16,8.78,2,179.77,Sponsored Brands,Broad
2025-10-17,B0760123,SKU-0007,1990,36,22.57,3,196.8,Sponsored Brands,Broad
2025-10-17,B0300550,SKU-0008,3698,65,32.31,5,146.66,Sponsored Products,Phrase
2025-10-17,B0565132,SKU-0009,1641,15,10.58,1,125.01,Sponsored Products,Broad
2025-10-17,B0138771,SKU-0010,2410,41,37.09,5,417.53,Sponsored Brands,Broad
2025-10-17,B0165870,SKU-0011,1488,27,18.89,1,38.45,Sponsored Products,Phrase
2025-10-17,B0661462,SKU-0012,2158,24,12.23,3,135.29,Sponsored Brands,Phrase
2025-10-17,B0241131,SKU-0013,1545,12,7.73,1,118.53,Sponsored Brands,Phrase
2025-10-17,B0934569,SKU-0014,1097,12,8.88,0,0.0,Sponsored Products,Exact
2025-10-17,B0916675,SKU-0015,694,8,6.31,0,0.0,Sponsored Brands,Phrase
2025-10-18,B0673178,SKU-0001,2289,32,19.99,2,163.16,Sponsored Products,Broad
2025-10-18,B0494532,SKU-0002,2942,47,33.68,2,45.41,Sponsored Brands,Phrase
2025-10-18,B0466098,SKU-0003,1417,14,8.2,1,17.18,Sponsored Products,Broad
2025-10-18,B0287544,SKU-0004,2582,43,25.48,5,584.26,Sponsored Products,Exact
2025-10-18,B0444234,SKU-0005,1432,23,14.8,2,174.18,Sponsored Products,Phrase
2025-10-18,B0474559,SKU-0006,2290,40,34.5,4,412.65,Sponsored Products,Broad
2025-10-18,B0760123,SKU-0007,2786,44,33.19,4,273.05,Sponsored Products,Broad
2025-10-18,B0300550,SKU-0008,2162,36,29.12,3,92.38,Sponsored Products,Exact
2025-10-18,B0565132,SKU-0009,2989,44,35.57,4,507.53,Sponsored Brands,Exact
2025-10-18,B0138771,SKU-0010,2207,34,25.76,4,316.73,Sponsored Brands,Broad
2025-10-18,B0165870,SKU-0011,2534,47,24.92,2,73.65,Sponsored Products,Phrase
2025-10-18,B0661462,SKU-0012,1338,16,11.6,1,48.43,Sponsored Products,Exact
2025-10-18,B0241131,SKU-0013,1485,25,13.0,2,251.88,Sponsored Products,Exact
2025-10-18,B0934569,SKU-0014,1873,34,29.33,3,307.88,Sponsored Products,Phrase
2025-10-18,B0916675,SKU-0015,1411,17,12.86,1,38.96,Sponsored Products,Phrase
2025-10-19,B0673178,SKU-0001,578,10,4.81,0,0.0,Sponsored Products,Broad
2025-10-19,B0494532,SKU-0002,1805,31,27.97,4,101.49,Sponsored Products,Phrase
2025-10-19,B0466098,SKU-0003,2094,34,31.31,2,36.09,Sponsored Brands,Phrase
2025-10-19,B0287544,SKU-0004,2328,31,25.18,3,353.57,Sponsored Products,Exact
