order_date,asin,sku,units,unit_price,gross_revenue,marketplace_fees,cogs,shipping_cost,market,fulfillment,channel,buy_box_pct
2025-09-23,B0138771,SKU-0010,8,78.63,629.04,105.7,330.13,12.64,UK,FBM,Ads,0.867
2025-09-23,B0165870,SKU-0011,10,39.02,390.2,65.44,181.98,11.47,UK,FBA,Ads,0.87
2025-09-23,B0661462,SKU-0012,8,41.51,332.08,56.05,133.57,17.53,UK,FBM,Organic,0.849
2025-09-23,B0241131,SKU-0013,9,116.94,1052.46,161.77,467.21,11.01,UK,FBA,Organic,0.784
2025-09-23,B0934569,SKU-0014,1,90.2,90.2,14.97,47.89,1.68,UK,FBM,Organic,0.841
2025-09-23,B0916675,SKU-0015,10,38.43,384.3,61.26,183.49,13.21,US,FBM,Organic,0.809
2025-09-24,B0673178,SKU-0001,1,70.22,70.22,8.86,30.3,2.31,US,FBM,Ads,0.844
2025-09-24,B0494532,SKU-0002,9,22.75,204.75,33.96,108.77,18.53,CA,FBM,Ads,0.861
2025-09-24,B0466098,SKU-0003,1,18.2,18.2,3.16,7.56,1.38,US,FBA,Organic,0.854
2025-09-24,B0287544,SKU-0004,3,104.74,314.22,44.61,166.67,3.49,US,FBM,Organic,0.876
2025-09-24,B0444234,SKU-0005,9,88.71,798.39,113.82,408.78,20.0,US,FBA,Organic,0.808
2025-09-24,B0474559,SKU-0006,6,97.49,584.94,81.63,272.81,8.66,US,FBM,Ads,0.853
2025-09-24,B0760123,SKU-0007,1,67.94,67.94,11.05,29.31,2.01,DE,FBA,Organic,0.881
2025-09-24,B0300550,SKU-0008,13,30.49,396.37,60.58,201.49,31.59,UK,FBA,Organic,0.816
2025-09-24,B0565132,SKU-0009,5,128.62,643.1,88.03,335.59,12.33,DE,FBA,Organic,0.777
2025-09-24,B0138771,SKU-0010,11,84.34,927.74,121.91,465.85,16.82,DE,FBA,Ads,0.949
2025-09-24,B0661462,SKU-0012,13,48.24,627.12,95.84,257.1,19.4,US,FBA,Ads,0.885
2025-09-24,B0241131,SKU-0013,6,116.15,696.9,111.8,358.52,12.02,DE,FBA,Ads,0.859
2025-09-24,B0934569,SKU-0014,12,97.84,1174.08,175.6,625.75,24.94,CA,FBA,Ads,0.936
2025-09-24,B0916675,SKU-0015,2,41.17,82.34,14.31,39.6,3.24,US,FBA,Ads,0.762
2025-09-25,B0673178,SKU-0001,13,77.43,1006.59,147.46,468.25,27.42,CA,FBM,Ads,0.741
2025-09-25,B0494532,SKU-0002,5,23.59,117.95,16.36,56.31,10.69,CA,FBM,Organic,0.886
2025-09-25,B0466098,SKU-0003,9,16.0,144.0,22.69,58.39,10.13,DE,FBM,Ads,0.746
2025-09-25,B0287544,SKU-0004,5,121.03,605.15,95.06,330.3,9.7,UK,FBM,Organic,0.73
2025-09-25,B0444234,SKU-0005,3,88.29,264.87,42.51,135.07,3.54,UK,FBA,Organic,0.766
2025-09-25,B0474559,SKU-0006,5,88.46,442.3,58.78,182.52,10.58,US,FBM,Organic,0.926
2025-09-25,B0760123,SKU-0007,10,61.06,610.6,95.3,310.27,11.05,CA,FBM,Ads,0.851
2025-09-25,B0300550,SKU-0008,17,31.92,542.64,90.46,284.29,36.5,CA,FBM,Ads,0.887
2025-09-25,B0565132,SKU-0009,6,140.78,844.68,151.8,427.49,11.13,DE,FBA,Organic,0.861
2025-09-25,B0138771,SKU-0010,8,75.39,603.12,95.28,261.96,9.33,US,FBM,Organic,0.923
2025-09-25,B0165870,SKU-0011,8,35.33,282.64,43.47,130.33,20.76,DE,FBA,Ads,0.833
2025-09-25,B0661462,SKU-0012,10,45.12,451.2,62.0,228.06,19.54,DE,FBM,Organic,0.833
2025-09-25,B0241131,SKU-0013,7,126.83,887.81,121.88,486.26,15.41,DE,FBM,Organic,0.814
2025-09-25,B0934569,SKU-0014,8,102.46,819.68,140.23,349.21,12.09,US,FBA,Organic,0.949
2025-09-26,B0673178,SKU-0001,11,70.03,770.33,99.77,323.4,15.86,US,FBM,Ads,0.814
2025-09-26,B0494532,SKU-0002,9,21.27,191.43,32.04,95.21,17.87,UK,FBM,Ads,0.778
2025-09-26,B0466098,SKU-0003,6,18.85,113.1,14.16,54.84,14.21,UK,FBA,Ads,0.782
2025-09-26,B0287544,SKU-0004,6,118.34,710.04,96.94,297.88,12.27,CA,FBM,Organic,0.866
2025-09-26,B0444234,SKU-0005,8,87.41,699.28,111.36,303.88,19.87,UK,FBA,Organic,0.9
2025-09-26,B0474559,SKU-0006,4,87.97,351.88,62.1,174.61,5.66,DE,FBA,Ads,0.857
2025-09-26,B0760123,SKU-0007,7,65.68,459.76,72.48,200.64,15.7,UK,FBM,Organic,0.858
2025-09-26,B0300550,SKU-0008,5,26.71,133.55,18.76,71.53,6.3,UK,FBA,Ads,0.823
2025-09-26,B0565132,SKU-0009,3,139.18,417.54,70.14,209.64,4.03,UK,FBA,Organic,0.896
2025-09-26,B0138771,SKU-0010,12,85.69,1028.28,142.08,521.88,19.94,UK,FBA,Ads,0.774
2025-09-26,B0165870,SKU-0011,13,34.04,442.52,67.78,216.43,15.97,CA,FBA,Organic,0.811
2025-09-26,B0661462,SKU-0012,4,40.83,163.32,23.44,87.77,6.73,UK,FBA,Ads,0.726
2025-09-26,B0241131,SKU-0013,4,116.25,465.0,61.06,195.68,8.72,UK,FBM,Ads,0.834
2025-09-26,B0934569,SKU-0014,3,101.12,303.36,46.02,169.6,6.09,CA,FBM,Organic,0.914
2025-09-27,B0673178,SKU-0001,11,69.7,766.7,122.51,333.89,17.62,US,FBM,Ads,0.886
2025-09-27,B0494532,SKU-0002,9,24.71,222.39,31.99,119.45,20.83,US,FBA,Organic,0.92
2025-09-27,B0466098,SKU-0003,10,16.11,161.1,26.93,74.04,14.45,CA,FBA,Ads,0.77
2025-09-27,B0287544,SKU-0004,5,119.96,599.8,76.34,302.96,7.88,US,FBM,Organic,0.855
2025-09-27,B0444234,SKU-0005,6,88.7,532.2,70.35,232.35,15.3,DE,FBM,Organic,0.841
2025-09-27,B0474559,SKU-0006,6,101.37,608.22,99.86,244.94,14.94,DE,FBM,Organic,0.913
2025-09-27,B0760123,SKU-0007,9,59.65,536.85,72.08,296.17,18.61,US,FBA,Organic,0.855
2025-09-27,B0300550,SKU-0008,3,28.76,86.28,11.79,42.55,4.97,UK,FBM,Ads,0.864
2025-09-27,B0565132,SKU-0009,13,142.6,1853.8,292.43,765.74,20.87,CA,FBA,Organic,0.87
2025-09-27,B0138771,SKU-0010,7,83.0,581.0,70.66,295.02,12.6,UK,FBA,Ads,0.863
2025-09-27,B0165870,SKU-0011,8,39.96,319.68,50.75,148.24,18.71,UK,FBM,Organic,0.899
2025-09-27,B0241131,SKU-0013,6,131.78,790.68,136.28,403.64,11.89,DE,FBM,Ads,0.819
2025-09-27,B0934569,SKU-0014,7,93.12,651.84,105.3,320.36,16.24,US,FBA,Organic,0.918
2025-09-27,B0916675,SKU-0015,6,40.42,242.52,31.7,98.42,11.46,US,FBM,Ads,0.953
2025-09-28,B0673178,SKU-0001,13,76.39,993.07,120.77,423.9,33.73,UK,FBM,Ads,0.936
2025-09-28,B0494532,SKU-0002,5,22.66,113.3,17.29,52.73,6.81,UK,FBM,Organic,0.789
2025-09-28,B0466098,SKU-0003,7,15.92,111.44,18.01,52.5,17.26,DE,FBA,Ads,0.893
2025-09-28,B0287544,SKU-0004,7,103.13,721.91,97.64,320.76,10.54,DE,FBM,Ads,0.746
2025-09-28,B0444234,SKU-0005,4,81.91,327.64,49.52,172.29,8.42,UK,FBM,Ads,0.87
2025-09-28,B0760123,SKU-0007,13,64.32,836.16,136.92,379.19,22.34,DE,FBM,Organic,0.86
2025-09-28,B0300550,SKU-0008,2,31.69,63.38,11.11,28.96,2.32,DE,FBM,Organic,0.852
2025-09-28,B0565132,SKU-0009,1,132.43,132.43,15.9,53.43,2.15,CA,FBA,Organic,0.804
2025-09-28,B0138771,SKU-0010,6,80.07,480.42,72.61,260.24,11.91,CA,FBM,Organic,0.843
2025-09-28,B0165870,SKU-0011,3,36.72,110.16,16.99,60.09,3.98,DE,FBM,Organic,0.883
2025-09-28,B0661462,SKU-0012,2,42.5,85.0,11.23,43.73,4.95,DE,FBM,Ads,0.913
2025-09-28,B0934569,SKU-0014,3,87.43,262.29,39.46,138.96,5.21,DE,FBM,Ads,0.864
2025-09-28,B0916675,SKU-0015,5,41.55,207.75,30.81,90.28,9.04,UK,FBA,Organic,0.772
2025-09-29,B0673178,SKU-0001,3,81.17,243.51,36.51,126.68,5.84,DE,FBA,Organic,0.754
2025-09-29,B0494532,SKU-0002,11,22.73,250.03,39.98,125.43,15.84,UK,FBA,Organic,0.897
2025-09-29,B0466098,SKU-0003,4,16.83,67.32,11.81,29.63,6.77,CA,FBM,Ads,0.767
2025-09-29,B0287544,SKU-0004,4,119.29,477.16,78.91,237.22,7.75,CA,FBM,Ads,0.893
2025-09-29,B0444234,SKU-0005,9,92.32,830.88,121.86,333.66,10.08,UK,FBA,Organic,0.761
2025-09-29,B0474559,SKU-0006,10,101.36,1013.6,174.9,431.21,16.25,UK,FBM,Organic,0.79
2025-09-29,B0760123,SKU-0007,1,62.57,62.57,10.25,34.42,2.59,US,FBM,Organic,0.747
2025-09-29,B0300550,SKU-0008,2,29.7,59.4,7.82,32.95,4.65,DE,FBM,Ads,0.779
2025-09-29,B0565132,SKU-0009,4,139.41,557.64,94.03,243.25,4.96,DE,FBA,Ads,0.819
2025-09-29,B0138771,SKU-0010,12,74.76,897.12,155.99,391.07,26.22,US,FBM,Organic,0.894
2025-09-29,B0165870,SKU-0011,7,34.98,244.86,33.87,121.76,16.95,US,FBA,Ads,0.732
2025-09-29,B0661462,SKU-0012,2,45.21,90.42,14.73,45.66,3.8,UK,FBA,Organic,0.731
2025-09-29,B0934569,SKU-0014,5,99.62,498.1,77.57,275.43,9.28,US,FBA,Ads,0.884
2025-09-29,B0916675,SKU-0015,8,41.31,330.48,44.33,166.64,16.95,DE,FBA,Organic,0.781
2025-09-30,B0673178,SKU-0001,9,73.75,663.75,106.59,357.66,12.99,US,FBA,Organic,0.782
2025-09-30,B0494532,SKU-0002,15,24.62,369.3,64.14,189.77,24.6,UK,FBM,Organic,0.728
2025-09-30,B0466098,SKU-0003,6,18.12,108.72,19.05,48.58,6.7,CA,FBM,Ads,0.817
2025-09-30,B0287544,SKU-0004,7,108.25,757.75,112.29,352.95,16.45,DE,FBA,Organic,0.949
2025-09-30,B0444234,SKU-0005,5,90.91,454.55,57.2,210.81,10.81,CA,FBA,Ads,0.769
2025-09-30,B0474559,SKU-0006,7,88.15,617.05,91.51,340.36,18.14,CA,FBA,Ads,0.808
2025-09-30,B0300550,SKU-0008,5,30.3,151.5,23.77,63.39,9.43,US,FBA,Ads,0.949
2025-09-30,B0565132,SKU-0009,13,121.31,1577.03,206.69,755.33,15.21,US,FBA,Ads,0.802
2025-09-30,B0138771,SKU-0010,11,87.85,966.35,155.05,532.15,22.9,CA,FBM,Ads,0.955
2025-09-30,B0165870,SKU-0011,14,36.45,510.3,89.45,238.06,27.39,US,FBM,Organic,0.832
2025-09-30,B0661462,SKU-0012,2,43.24,86.48,13.93,40.83,3.11,US,FBM,Ads,0.95
2025-09-30,B0241131,SKU-0013,5,119.06,595.3,90.65,316.36,12.76,CA,FBA,Ads,0.846
2025-09-30,B0934569,SKU-0014,3,90.16,270.48,37.09,141.99,5.13,US,FBA,Organic,0.799
2025-09-30,B0916675,SKU-0015,6,39.72,238.32,38.41,104.55,15.04,DE,FBA,Ads,0.761
2025-10-01,B0673178,SKU-0001,8,73.17,585.36,96.58,317.79,18.71,CA,FBM,Organic,0.81
2025-10-01,B0494532,SKU-0002,9,21.55,193.95,32.24,101.97,16.45,DE,FBM,Organic,0.778
2025-10-01,B0466098,SKU-0003,8,16.68,133.44,20.7,72.95,11.82,US,FBM,Ads,0.851
2025-10-01,B0287544,SKU-0004,3,121.11,363.33,58.38,184.23,4.38,DE,FBA,Organic,0.918
2025-10-01,B0444234,SKU-0005,5,96.13,480.65,75.68,194.08,8.78,DE,FBM,Organic,0.88
2025-10-01,B0474559,SKU-0006,3,99.72,299.16,37.17,162.86,5.04,CA,FBA,Ads,0.741
2025-10-01,B0760123,SKU-0007,10,61.52,615.2,87.58,316.83,16.57,US,FBM,Ads,0.927
2025-10-01,B0300550,SKU-0008,2,30.2,60.4,9.93,28.84,4.63,US,FBM,Ads,0.861
2025-10-01,B0565132,SKU-0009,5,136.82,684.1,90.06,285.43,9.25,UK,FBM,Ads,0.747
2025-10-01,B0138771,SKU-0010,13,83.48,1085.24,166.34,601.25,32.91,CA,FBM,Organic,0.788
2025-10-01,B0165870,SKU-0011,3,36.72,110.16,13.25,51.85,3.97,UK,FBA,Organic,0.944
2025-10-01,B0661462,SKU-0012,12,41.66,499.92,87.11,267.16,18.07,CA,FBM,Organic,0.889
2025-10-01,B0241131,SKU-0013,1,132.45,132.45,20.86,54.49,2.16,CA,FBA,Ads,0.764
2025-10-01,B0934569,SKU-0014,7,93.59,655.13,105.03,300.84,11.23,DE,FBM,Ads,0.732
2025-10-01,B0916675,SKU-0015,4,38.68,154.72,20.12,78.63,5.29,US,FBA,Ads,0.738
2025-10-02,B0673178,SKU-0001,3,75.27,225.81,33.02,101.12,3.69,CA,FBA,Organic,0.81
2025-10-02,B0494532,SKU-0002,8,24.59,196.72,35.31,109.6,14.1,US,FBA,Organic,0.761
2025-10-02,B0466098,SKU-0003,10,18.25,182.5,26.46,92.37,18.17,UK,FBM,Organic,0.939
2025-10-02,B0444234,SKU-0005,10,92.88,928.8,132.7,425.0,18.46,CA,FBM,Organic,0.808
2025-10-02,B0474559,SKU-0006,7,89.17,624.19,110.41,274.58,9.36,CA,FBA,Ads,0.83
2025-10-02,B0760123,SKU-0007,4,71.08,284.32,38.27,117.76,7.73,US,FBA,Organic,0.836
2025-10-02,B0300550,SKU-0008,2,27.43,54.86,8.94,24.28,3.48,US,FBM,Organic,0.798
2025-10-02,B0565132,SKU-0009,3,140.23,420.69,59.34,171.31,4.96,DE,FBM,Ads,0.731
2025-10-02,B0138771,SKU-0010,7,82.91,580.37,79.84,247.67,17.48,DE,FBM,Ads,0.941
2025-10-02,B0165870,SKU-0011,8,36.58,292.64,44.46,154.07,16.7,DE,FBM,Organic,0.924
2025-10-02,B0661462,SKU-0012,11,48.85,537.35,91.57,294.62,20.45,UK,FBM,Organic,0.831
2025-10-02,B0241131,SKU-0013,9,128.19,1153.71,160.07,558.47,15.97,DE,FBM,Ads,0.824
2025-10-02,B0934569,SKU-0014,12,99.67,1196.04,149.53,544.15,18.76,US,FBM,Organic,0.846
2025-10-02,B0916675,SKU-0015,16,40.31,644.96,80.75,335.74,21.8,UK,FBA,Ads,0.72
2025-10-03,B0673178,SKU-0001,9,75.83,682.47,86.59,280.6,12.65,US,FBM,Ads,0.948
2025-10-03,B0494532,SKU-0002,9,21.64,194.76,24.97,107.46,11.26,DE,FBM,Organic,0.842
2025-10-03,B0466098,SKU-0003,11,16.53,181.83,23.71,88.07,24.99,CA,FBM,Ads,0.882
2025-10-03,B0287544,SKU-0004,13,106.83,1388.79,187.15,760.63,33.09,CA,FBM,Ads,0.75
2025-10-03,B0444234,SKU-0005,9,87.78,790.02,95.44,337.43,16.13,US,FBA,Ads,0.724
2025-10-03,B0474559,SKU-0006,9,100.31,902.79,157.77,481.72,13.96,CA,FBM,Ads,0.943
2025-10-03,B0760123,SKU-0007,5,68.56,342.8,58.76,138.86,10.0,US,FBM,Organic,0.87
2025-10-03,B0565132,SKU-0009,19,122.95,2336.05,410.36,957.39,45.97,UK,FBM,Ads,0.955
2025-10-03,B0138771,SKU-0010,1,83.36,83.36,10.59,43.88,2.12,UK,FBM,Ads,0.856
2025-10-03,B0165870,SKU-0011,16,39.77,636.32,104.35,318.31,37.87,US,FBM,Organic,0.749
2025-10-03,B0661462,SKU-0012,8,46.9,375.2,62.81,171.97,14.66,UK,FBA,Organic,0.814
2025-10-03,B0241131,SKU-0013,5,120.64,603.2,93.58,282.46,7.44,CA,FBM,Organic,0.901
2025-10-03,B0934569,SKU-0014,7,95.41,667.87,114.42,368.74,13.54,US,FBA,Ads,0.893
2025-10-03,B0916675,SKU-0015,10,40.0,400.0,70.66,203.02,22.41,UK,FBA,Organic,0.731
2025-10-04,B0673178,SKU-0001,9,76.84,691.56,118.73,386.17,20.51,DE,FBA,Organic,0.82
2025-10-04,B0494532,SKU-0002,9,22.49,202.41,32.24,90.2,14.5,US,FBA,Ads,0.762
2025-10-04,B0466098,SKU-0003,6,16.99,101.94,13.22,41.31,11.25,US,FBA,Ads,0.939
2025-10-04,B0287544,SKU-0004,11,101.28,1114.08,186.23,513.27,16.41,CA,FBM,Ads,0.887
2025-10-04,B0444234,SKU-0005,12,91.15,1093.8,153.22,512.64,29.47,DE,FBM,Ads,0.8
2025-10-04,B0474559,SKU-0006,2,96.68,193.36,32.59,78.72,4.57,US,FBA,Organic,0.957
2025-10-04,B0760123,SKU-0007,11,62.91,692.01,108.37,359.93,17.94,US,FBA,Ads,0.862
2025-10-04,B0300550,SKU-0008,4,27.41,109.64,16.25,53.54,4.46,UK,FBM,Ads,0.743
2025-10-04,B0565132,SKU-0009,8,138.76,1110.08,162.69,602.67,19.06,UK,FBA,Ads,0.729
2025-10-04,B0165870,SKU-0011,1,38.73,38.73,6.03,17.12,2.39,CA,FBM,Organic,0.846
2025-10-04,B0661462,SKU-0012,8,46.48,371.84,55.03,207.12,20.7,US,FBM,Organic,0.876
2025-10-04,B0241131,SKU-0013,4,125.66,502.64,86.02,204.33,6.17,DE,FBM,Organic,0.893
2025-10-04,B0934569,SKU-0014,11,99.0,1089.0,161.62,547.14,22.29,UK,FBA,Organic,0.914
2025-10-04,B0916675,SKU-0015,10,38.8,388.0,59.85,171.78,11.39,UK,FBM,Ads,0.887
2025-10-05,B0673178,SKU-0001,3,71.2,213.6,32.53,91.07,5.66,US,FBA,Organic,0.745
2025-10-05,B0494532,SKU-0002,5,22.11,110.55,19.26,55.47,5.59,US,FBA,Ads,0.823
2025-10-05,B0466098,SKU-0003,6,16.92,101.52,14.25,44.56,9.43,DE,FBM,Organic,0.924
2025-10-05,B0287544,SKU-0004,9,109.58,986.22,130.08,490.97,19.2,US,FBA,Organic,0.737
2025-10-05,B0444234,SKU-0005,4,90.93,363.72,49.59,162.21,6.27,CA,FBA,Ads,0.774
2025-10-05,B0474559,SKU-0006,10,85.98,859.8,132.79,366.13,19.23,US,FBM,Organic,0.881
2025-10-05,B0760123,SKU-0007,10,69.0,690.0,92.18,313.73,11.76,CA,FBA,Ads,0.949
2025-10-05,B0300550,SKU-0008,5,27.83,139.15,24.09,63.71,9.41,US,FBM,Organic,0.775
2025-10-05,B0565132,SKU-0009,11,133.81,1471.91,220.85,776.08,24.91,CA,FBM,Organic,0.804
2025-10-05,B0138771,SKU-0010,8,76.41,611.28,92.36,330.98,17.51,DE,FBM,Ads,0.944
2025-10-05,B0165870,SKU-0011,19,40.44,768.36,130.13,365.39,27.8,UK,FBM,Ads,0.862
2025-10-05,B0241131,SKU-0013,8,112.73,901.84,162.17,469.34,19.29,US,FBM,Ads,0.944
2025-10-05,B0934569,SKU-0014,7,91.04,637.28,108.86,267.25,16.31,DE,FBA,Ads,0.845
2025-10-05,B0916675,SKU-0015,7,41.43,290.01,49.03,133.18,14.79,DE,FBA,Ads,0.867
2025-10-06,B0673178,SKU-0001,6,73.3,439.8,57.85,235.79,11.16,DE,FBM,Organic,0.828
2025-10-06,B0466098,SKU-0003,10,17.75,177.5,22.71,93.77,25.35,DE,FBA,Ads,0.724
2025-10-06,B0287544,SKU-0004,3,105.9,317.7,43.13,163.84,7.76,DE,FBA,Ads,0.886
2025-10-06,B0444234,SKU-0005,5,87.07,435.35,66.56,192.03,8.77,US,FBM,Ads,0.736
2025-10-06,B0474559,SKU-0006,12,84.98,1019.76,154.4,431.52,25.68,DE,FBM,Ads,0.747
2025-10-06,B0760123,SKU-0007,2,61.42,122.84,14.94,67.95,3.89,DE,FBA,Organic,0.857
2025-10-06,B0300550,SKU-0008,7,29.53,206.71,24.94,97.43,11.69,CA,FBM,Organic,0.867
2025-10-06,B0565132,SKU-0009,5,122.93,614.65,82.74,273.25,9.23,UK,FBM,Ads,0.869
2025-10-06,B0138771,SKU-0010,3,76.55,229.65,33.12,114.09,4.9,US,FBA,Ads,0.731
2025-10-06,B0165870,SKU-0011,5,40.04,200.2,34.26,89.51,10.15,US,FBA,Organic,0.944
2025-10-06,B0661462,SKU-0012,5,47.93,239.65,32.11,108.28,6.44,DE,FBM,Ads,0.91
2025-10-06,B0241131,SKU-0013,12,128.95,1547.4,204.43,784.14,28.99,US,FBM,Ads,0.731
2025-10-06,B0934569,SKU-0014,8,100.68,805.44,138.97,384.92,15.01,DE,FBM,Organic,0.955
2025-10-06,B0916675,SKU-0015,9,43.27,389.43,69.25,215.96,17.47,CA,FBA,Ads,0.854
2025-10-07,B0673178,SKU-0001,15,69.61,1044.15,172.03,447.02,37.81,UK,FBA,Ads,0.854
2025-10-07,B0494532,SKU-0002,5,23.09,115.45,16.65,62.49,9.22,CA,FBA,Ads,0.891
2025-10-07,B0466098,SKU-0003,5,17.55,87.75,11.51,36.42,8.9,CA,FBM,Organic,0.912
2025-10-07,B0287544,SKU-0004,14,102.73,1438.22,206.19,612.8,33.14,CA,FBM,Ads,0.739
2025-10-07,B0444234,SKU-0005,6,84.32,505.92,75.14,249.17,10.68,UK,FBM,Ads,0.815
2025-10-07,B0474559,SKU-0006,12,97.79,1173.48,169.51,485.01,15.9,US,FBA,Organic,0.826
2025-10-07,B0760123,SKU-0007,3,63.48,190.44,32.24,98.9,6.86,UK,FBM,Organic,0.734
2025-10-07,B0565132,SKU-0009,6,131.61,789.66,106.54,395.42,6.69,DE,FBM,Ads,0.894
2025-10-07,B0138771,SKU-0010,10,84.18,841.8,143.63,391.97,24.57,DE,FBA,Ads,0.95
2025-10-07,B0165870,SKU-0011,7,35.31,247.17,41.95,107.5,9.27,UK,FBM,Organic,0.777
2025-10-07,B0661462,SKU-0012,3,46.23,138.69,16.7,64.55,3.38,DE,FBM,Ads,0.866
2025-10-07,B0241131,SKU-0013,17,115.31,1960.27,328.81,873.28,37.0,DE,FBM,Organic,0.956
2025-10-07,B0934569,SKU-0014,3,103.25,309.75,46.43,143.74,7.71,US,FBM,Ads,0.949
2025-10-07,B0916675,SKU-0015,3,40.08,120.24,20.6,57.36,4.37,DE,FBM,Ads,0.854
2025-10-08,B0673178,SKU-0001,10,83.25,832.5,124.18,368.13,11.5,UK,FBM,Ads,0.797
2025-10-08,B0494532,SKU-0002,11,24.7,271.7,34.19,149.3,12.96,US,FBA,Ads,0.863
2025-10-08,B0466098,SKU-0003,10,16.81,168.1,24.2,75.17,24.8,DE,FBA,Ads,0.862
2025-10-08,B0287544,SKU-0004,4,105.69,422.76,57.35,226.48,9.81,DE,FBA,Organic,0.853
2025-10-08,B0444234,SKU-0005,4,81.5,326.0,44.41,165.16,8.41,DE,FBA,Organic,0.933
2025-10-08,B0474559,SKU-0006,5,90.29,451.45,59.7,202.34,10.12,DE,FBA,Organic,0.815
2025-10-08,B0760123,SKU-0007,8,61.02,488.16,73.75,243.86,12.21,US,FBM,Ads,0.744
2025-10-08,B0300550,SKU-0008,15,29.44,441.6,64.84,244.12,29.94,US,FBM,Ads,0.857
2025-10-08,B0565132,SKU-0009,11,137.25,1509.75,247.91,625.1,12.94,CA,FBM,Ads,0.887
2025-10-08,B0138771,SKU-0010,7,80.96,566.72,88.53,298.23,9.11,US,FBA,Organic,0.958
2025-10-08,B0165870,SKU-0011,4,37.42,149.68,21.44,65.56,7.22,CA,FBM,Ads,0.811
2025-10-08,B0241131,SKU-0013,3,132.77,398.31,67.99,200.35,7.37,DE,FBA,Ads,0.76
2025-10-08,B0934569,SKU-0014,12,92.43,1109.16,143.05,500.73,13.43,DE,FBA,Organic,0.752
2025-10-08,B0916675,SKU-0015,4,42.4,169.6,24.78,86.05,5.67,DE,FBA,Ads,0.925
2025-10-09,B0673178,SKU-0001,2,78.91,157.82,26.48,84.67,2.99,DE,FBM,Ads,0.735
2025-10-09,B0494532,SKU-0002,12,22.37,268.44,39.52,127.06,29.49,DE,FBM,Organic,0.841
2025-10-09,B0466098,SKU-0003,8,17.61,140.88,23.63,66.23,12.38,DE,FBA,Organic,0.858
2025-10-09,B0287544,SKU-0004,10,110.5,1105.0,178.56,540.56,23.24,CA,FBM,Organic,0.87
2025-10-09,B0444234,SKU-0005,10,95.56,955.6,122.28,415.89,14.03,CA,FBA,Ads,0.924
2025-10-09,B0474559,SKU-0006,6,95.59,573.54,75.89,232.62,6.98,CA,FBA,Organic,0.917
2025-10-09,B0760123,SKU-0007,2,61.86,123.72,20.12,57.46,4.99,CA,FBA,Ads,0.731
2025-10-09,B0300550,SKU-0008,8,28.48,227.84,33.75,120.43,10.46,CA,FBM,Organic,0.743
2025-10-09,B0565132,SKU-0009,11,125.68,1382.48,243.28,661.87,13.16,UK,FBA,Organic,0.736
2025-10-09,B0138771,SKU-0010,10,84.64,846.4,112.16,439.86,25.44,US,FBA,Organic,0.826
2025-10-09,B0165870,SKU-0011,6,34.08,204.48,26.59,93.51,10.03,US,FBM,Ads,0.772
2025-10-09,B0661462,SKU-0012,10,47.1,471.0,58.0,252.16,17.66,UK,FBA,Organic,0.936
2025-10-09,B0241131,SKU-0013,7,128.07,896.49,129.12,389.09,13.55,CA,FBM,Ads,0.799
2025-10-09,B0934569,SKU-0014,10,93.89,938.9,129.61,444.28,23.18,US,FBA,Organic,0.903
2025-10-09,B0916675,SKU-0015,4,37.16,148.64,24.71,83.2,4.7,CA,FBM,Ads,0.864
2025-10-10,B0673178,SKU-0001,8,76.97,615.76,76.91,334.74,17.05,US,FBA,Ads,0.751
2025-10-10,B0494532,SKU-0002,13,24.54,319.02,45.31,142.37,19.23,CA,FBM,Organic,0.945
2025-10-10,B0466098,SKU-0003,10,16.39,163.9,24.63,87.73,18.5,US,FBM,Organic,0.797
2025-10-10,B0287544,SKU-0004,9,108.67,978.03,165.07,427.71,16.09,DE,FBA,Ads,0.855
2025-10-10,B0444234,SKU-0005,11,85.0,935.0,136.52,399.3,26.34,CA,FBM,Ads,0.934
2025-10-10,B0474559,SKU-0006,12,90.24,1082.88,148.23,435.53,15.18,UK,FBA,Ads,0.917
2025-10-10,B0760123,SKU-0007,8,71.42,571.36,82.51,318.33,16.42,CA,FBA,Organic,0.877
2025-10-10,B0300550,SKU-0008,8,31.42,251.36,43.0,110.54,12.6,DE,FBA,Organic,0.789
2025-10-10,B0565132,SKU-0009,9,119.82,1078.38,191.4,595.44,10.94,UK,FBM,Organic,0.777
2025-10-10,B0138771,SKU-0010,6,85.11,510.66,87.99,237.76,7.13,US,FBA,Ads,0.861
2025-10-10,B0165870,SKU-0011,12,33.99,407.88,69.97,171.83,29.99,US,FBM,Ads,0.766
2025-10-10,B0661462,SKU-0012,9,47.49,427.41,76.39,205.92,20.0,DE,FBA,Organic,0.918
2025-10-10,B0241131,SKU-0013,6,128.46,770.76,95.82,348.95,12.7,DE,FBA,Ads,0.817
2025-10-10,B0934569,SKU-0014,4,96.65,386.6,53.28,178.92,8.4,CA,FBM,Ads,0.759
2025-10-10,B0916675,SKU-0015,13,43.15,560.95,71.66,255.9,30.46,UK,FBM,Organic,0.76
2025-10-11,B0494532,SKU-0002,3,22.32,66.96,10.16,30.67,7.02,DE,FBA,Organic,0.731
2025-10-11,B0466098,SKU-0003,4,18.66,74.64,10.7,36.08,8.69,US,FBA,Ads,0.735
2025-10-11,B0287544,SKU-0004,10,119.77,1197.7,173.72,633.48,22.92,US,FBA,Ads,0.796
